gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,gate_numbers,label
g65,nor,n1612,"n1108, n1443",2,0,0,0,3,8,2,5,['g65'],Not_Trojan
g66,or,n1960,"n1768, n1669",2,0,0,0,4,6,1,0,['g66'],Not_Trojan
g67,or,n1857,"n701, n1811",2,0,0,0,3,8,2,4,['g67'],Not_Trojan
g68,buf,n11[21],n10[21],1,0,0,1,12,0,-1,2,['g68'],Not_Trojan
g69,nor,n1397,"n347, n1369",2,0,0,0,3,4,4,3,['g69'],Not_Trojan
g70,buf,n12[5],n10[5],1,0,0,1,12,0,-1,2,['g70'],Not_Trojan
g71,or,n1446,"n554, n1373",2,0,0,0,7,9,3,3,['g71'],Not_Trojan
g72,or,n1331,"n1269, n1267",2,0,0,0,8,1,1,0,['g72'],Not_Trojan
g73,not,n141,n25[18],1,0,0,1,6,5,3,2,['g73'],Not_Trojan
g74,not,n166,n25[11],1,0,0,1,6,5,3,2,['g74'],Not_Trojan
g75,dff,n18[2],"n2058, 1'b1, n0, n1261",4,1,1,1,4,0,0,1,['g75'],Not_Trojan
g76,or,n1279,"n958, n1012",2,0,0,0,11,1,1,0,['g76'],Not_Trojan
g77,nor,n822,"n473, n102",2,0,0,0,10,2,2,3,['g77'],Not_Trojan
g78,nor,n701,"n638, n619",2,0,0,0,8,9,3,3,['g78'],Not_Trojan
g79,or,n2010,"n1803, n1850",2,0,0,0,4,7,1,0,['g79'],Not_Trojan
g80,nor,n760,"n300, n100",2,0,0,0,6,2,2,3,['g80'],Not_Trojan
g81,nor,n907,"n381, n643",2,0,0,0,8,3,3,3,['g81'],Not_Trojan
g82,dff,n24[6],"n2058, 1'b1, n0, n1176",4,1,1,1,8,4,0,1,['g82'],Not_Trojan
g83,or,n1178,"n809, n1087",2,0,0,0,8,5,1,0,['g83'],Not_Trojan
g84,buf,n12[13],n10[13],1,0,0,1,12,0,-1,2,['g84'],Not_Trojan
g85,not,n98,n97,1,0,0,0,11,3,3,5,['g85'],Not_Trojan
g86,or,n2109,"n2090, n2093",2,0,0,0,10,7,7,3,['g86'],Trojan
g87,dff,n28[22],"n2058, 1'b1, n0, n1939",4,1,1,1,5,5,0,1,['g87'],Not_Trojan
g88,not,n519,n10[3],1,0,0,1,12,3,3,2,['g88'],Not_Trojan
g89,nor,n582,"n204, n3",2,0,0,0,1,3,3,3,['g89'],Not_Trojan
g90,not,n360,n25[8],1,0,0,1,5,5,3,2,['g90'],Not_Trojan
g91,or,n2006,"n1795, n1846",2,0,0,0,4,7,1,0,['g91'],Not_Trojan
g92,or,n2118,"n2111, n2117",2,0,0,0,11,6,6,4,['g92'],Trojan
g93,nor,n1784,"n272, n1446",2,0,0,0,2,9,3,4,['g93'],Not_Trojan
g94,not,n1444,n1445,1,0,0,0,7,8,3,5,['g94'],Not_Trojan
g95,dff,n15[5],"n2058, 1'b1, n0, n1203",4,1,1,1,10,0,0,1,['g95'],Not_Trojan
g96,or,n1190,"n832, n984",2,0,0,0,10,1,1,0,['g96'],Not_Trojan
g97,not,n478,n9[12],1,0,0,1,5,4,4,2,['g97'],Not_Trojan
g98,nor,n1480,"n360, n1368",2,0,0,0,3,4,4,3,['g98'],Not_Trojan
g99,nor,n1613,"n1118, n1443",2,0,0,0,3,8,2,5,['g99'],Not_Trojan
g100,not,n456,n11[12],1,0,0,1,13,3,3,2,['g100'],Not_Trojan
g101,or,n1316,"n638, n717",2,0,0,0,7,10,4,4,['g101'],Not_Trojan
g102,nor,n92,"n69, n90",2,0,0,0,-1,13,2,3,['g102'],Not_Trojan
g103,dff,n25[0],"n2058, 1'b1, n0, n2057",4,1,1,1,4,6,0,1,['g103'],Not_Trojan
g104,or,n885,"n194, n640",2,0,0,0,2,8,3,4,['g104'],Not_Trojan
g105,not,n423,n9[23],1,0,0,1,5,4,4,2,['g105'],Not_Trojan
g106,buf,n11[28],n10[28],1,0,0,1,13,0,-1,2,['g106'],Not_Trojan
g107,dff,n10[25],"n2058, 1'b1, n0, n1290",4,1,1,1,11,0,0,1,['g107'],Not_Trojan
g108,nor,n933,"n501, n102",2,0,0,0,10,2,2,3,['g108'],Not_Trojan
g109,not,n392,n28[30],1,0,0,1,6,4,3,2,['g109'],Not_Trojan
g110,nor,n43,"n38, n42",2,0,0,0,11,12,8,3,['g110'],Not_Trojan
g111,nor,n1441,"n640, n1374",2,0,0,0,6,8,3,4,['g111'],Not_Trojan
g112,nor,n1692,"n161, n1442",2,0,0,0,7,8,2,3,['g112'],Not_Trojan
g113,dff,n24[1],"n2058, 1'b1, n0, n1182",4,1,1,1,9,4,0,1,['g113'],Not_Trojan
g114,nor,n1724,"n463, n1440",2,0,0,0,7,7,2,3,['g114'],Not_Trojan
g115,or,n875,"n242, n640",2,0,0,0,2,8,3,4,['g115'],Not_Trojan
g116,not,n316,n24[17],1,0,0,1,9,3,3,2,['g116'],Not_Trojan
g117,or,n1954,"n1762, n1663",2,0,0,0,4,6,1,0,['g117'],Not_Trojan
g118,dff,n25[12],"n2058, 1'b1, n0, n2013",4,1,1,1,5,6,0,1,['g118'],Not_Trojan
g119,nor,n1685,"n353, n1442",2,0,0,0,7,8,2,3,['g119'],Not_Trojan
g120,dff,n22[30],"n2058, 1'b1, n0, n1854",4,1,1,1,5,6,0,1,['g120'],Not_Trojan
g121,not,n135,n8[1],1,0,0,1,1,3,3,-1,['g121'],Not_Trojan
g122,or,n1198,"n924, n771",2,0,0,0,11,1,1,0,['g122'],Not_Trojan
g123,nor,n1424,"n146, n1368",2,0,0,0,3,4,4,3,['g123'],Not_Trojan
g124,nor,n1456,"n357, n1369",2,0,0,0,3,4,4,3,['g124'],Not_Trojan
g125,nor,n837,"n220, n102",2,0,0,0,10,2,2,3,['g125'],Not_Trojan
g126,not,n2084,n24[19],1,0,0,1,10,9,9,2,['g126'],Trojan
g127,dff,n9[12],"n2058, 1'b1, n0, n2038",4,1,1,1,4,0,0,1,['g127'],Not_Trojan
g128,or,n1834,"n685, n1770",2,0,0,0,3,8,2,4,['g128'],Not_Trojan
g129,nor,n1503,"n487, n1371",2,0,0,0,3,3,3,3,['g129'],Not_Trojan
g130,nor,n661,"n97, n622",2,0,0,0,11,2,2,3,['g130'],Not_Trojan
g131,nor,n1681,"n376, n1442",2,0,0,0,7,8,2,3,['g131'],Not_Trojan
g132,or,n1530,"n1408, n1409",2,0,0,0,4,3,3,4,['g132'],Not_Trojan
g133,not,n252,n10[7],1,0,0,1,13,3,3,2,['g133'],Not_Trojan
g134,nor,n846,"n393, n99",2,0,0,0,10,2,2,3,['g134'],Not_Trojan
g135,buf,n12[11],n10[11],1,0,0,1,13,0,-1,2,['g135'],Not_Trojan
g136,dff,n20[11],"n2058, 1'b1, n0, n1201",4,1,1,1,9,4,0,1,['g136'],Not_Trojan
g137,or,n1357,"n1330, n1348",2,0,0,0,5,1,1,0,['g137'],Not_Trojan
g138,nor,n1449,"n514, n1370",2,0,0,0,3,3,3,3,['g138'],Not_Trojan
g139,nor,n1766,"n218, n1444",2,0,0,0,7,7,2,3,['g139'],Not_Trojan
g140,nor,n1455,"n152, n1368",2,0,0,0,3,4,4,3,['g140'],Not_Trojan
g141,not,n338,n20[20],1,0,0,1,10,3,3,2,['g141'],Not_Trojan
g142,nor,n832,"n437, n102",2,0,0,0,10,2,2,3,['g142'],Not_Trojan
g143,or,n1887,"n1695, n1616",2,0,0,0,4,7,1,0,['g143'],Not_Trojan
g144,or,n1879,"n1688, n1608",2,0,0,0,4,7,1,0,['g144'],Not_Trojan
g145,dff,n28[1],"n2058, 1'b1, n0, n1960",4,1,1,1,5,5,0,1,['g145'],Not_Trojan
g146,not,n148,n20[1],1,0,0,1,11,3,3,3,['g146'],Not_Trojan
g147,xnor,n595,"n20[28], n24[28]",2,0,0,1,10,3,3,2,['g147'],Not_Trojan
g148,dff,n15[2],"n2058, 1'b1, n0, n1334",4,1,1,1,10,0,0,1,['g148'],Not_Trojan
g149,or,n1533,"n1415, n1414",2,0,0,0,4,2,2,4,['g149'],Not_Trojan
g150,dff,n11[2],"n2058, 1'b1, n0, n1133",4,1,1,1,11,0,0,1,['g150'],Not_Trojan
g151,nor,n2068,"n53, n52",2,0,0,0,11,19,4,3,['g151'],Not_Trojan
g152,or,n1195,"n827, n1062",2,0,0,0,8,5,1,0,['g152'],Not_Trojan
g153,nor,n1344,"n528, n1321",2,0,0,0,2,7,3,-1,['g153'],Not_Trojan
g154,or,n1937,"n1745, n1591",2,0,0,0,4,6,1,0,['g154'],Not_Trojan
g155,not,n469,n9[29],1,0,0,1,5,4,4,2,['g155'],Not_Trojan
g156,or,n1157,"n731, n1058",2,0,0,0,8,5,1,0,['g156'],Not_Trojan
g157,nor,n703,"n638, n623",2,0,0,0,8,9,3,3,['g157'],Not_Trojan
g158,or,n1164,"n808, n1043",2,0,0,0,8,5,1,0,['g158'],Not_Trojan
g159,not,n372,n22[1],1,0,0,1,6,5,3,2,['g159'],Not_Trojan
g160,dff,n10[13],"n2058, 1'b1, n0, n1137",4,1,1,1,11,0,0,1,['g160'],Not_Trojan
g161,not,n306,n24[28],1,0,0,1,10,3,3,2,['g161'],Not_Trojan
g162,or,n1171,"n975, n1093",2,0,0,0,8,17,1,0,['g162'],Not_Trojan
g163,not,n397,n30[1],1,0,0,1,6,4,3,2,['g163'],Not_Trojan
g164,nor,n1693,"n138, n1442",2,0,0,0,7,8,2,3,['g164'],Not_Trojan
g165,dff,n20[22],"n2058, 1'b1, n0, n1166",4,1,1,1,9,4,0,1,['g165'],Not_Trojan
g166,dff,n15[0],"n2058, 1'b1, n0, n1331",4,1,1,1,9,0,0,1,['g166'],Not_Trojan
g167,or,n1175,"n861, n1096",2,0,0,0,8,16,1,0,['g167'],Not_Trojan
g168,nor,n1665,"n1111, n1445",2,0,0,0,3,7,2,5,['g168'],Not_Trojan
g169,or,n1268,"n931, n1017",2,0,0,0,11,1,1,0,['g169'],Not_Trojan
g170,or,n1299,"n929, n1013",2,0,0,0,7,1,1,0,['g170'],Not_Trojan
g171,nor,n1501,"n156, n1369",2,0,0,0,3,4,4,3,['g171'],Not_Trojan
g172,not,n481,n18[3],1,0,0,1,5,3,3,2,['g172'],Not_Trojan
g173,buf,n17[10],n10[2],1,0,0,1,13,0,-1,2,['g173'],Not_Trojan
g174,not,n382,n22[30],1,0,0,1,6,5,3,2,['g174'],Not_Trojan
g175,or,n2018,"n1819, n1861",2,0,0,0,3,7,1,0,['g175'],Not_Trojan
g176,nor,n896,"n480, n99",2,0,0,0,10,2,2,3,['g176'],Not_Trojan
g177,or,n552,"n4[17], n4[16]",2,0,0,1,1,11,11,-1,['g177'],Not_Trojan
g178,dff,n23[1],"n2058, 1'b1, n0, n1366",4,1,1,1,7,4,0,1,['g178'],Not_Trojan
g179,dff,n20[31],"n2058, 1'b1, n0, n1138",4,1,1,1,9,4,0,1,['g179'],Not_Trojan
g180,or,n2112,"n2098, n2091",2,0,0,0,10,10,10,3,['g180'],Trojan
g181,nor,n1660,"n1116, n1445",2,0,0,0,3,7,2,5,['g181'],Not_Trojan
g182,not,n122,n20[28],1,0,0,1,10,3,3,2,['g182'],Not_Trojan
g183,nor,n1375,"n137, n1365",2,0,0,0,5,10,4,-1,['g183'],Not_Trojan
g184,not,n267,n9[11],1,0,0,1,5,4,4,2,['g184'],Not_Trojan
g185,not,n261,n28[22],1,0,0,1,6,4,3,2,['g185'],Not_Trojan
g186,dff,n27[6],"n2058, 1'b1, n0, n1305",4,1,1,1,9,11,0,1,['g186'],Not_Trojan
g187,or,n1956,"n1764, n1665",2,0,0,0,4,6,1,0,['g187'],Not_Trojan
g188,nor,n1671,"n885, n1441",2,0,0,0,3,7,2,5,['g188'],Not_Trojan
g189,nor,n1482,"n500, n1371",2,0,0,0,3,3,3,3,['g189'],Not_Trojan
g190,not,n475,n30[6],1,0,0,1,6,4,3,2,['g190'],Not_Trojan
g191,or,n2028,"n1518, n1964",2,0,0,0,3,1,1,0,['g191'],Not_Trojan
g192,nor,n1006,"n320, n101",2,0,0,0,9,2,2,3,['g192'],Not_Trojan
g193,nor,n1661,"n1105, n1441",2,0,0,0,3,7,2,5,['g193'],Not_Trojan
g194,not,n472,n30[30],1,0,0,1,6,4,3,2,['g194'],Not_Trojan
g195,or,n542,"n4[11], n4[10]",2,0,0,1,1,8,8,-1,['g195'],Not_Trojan
g196,or,n534,"n8[1], n8[0]",2,0,0,1,1,5,5,-1,['g196'],Not_Trojan
g197,xnor,n622,"n20[12], n24[12]",2,0,0,1,10,3,3,2,['g197'],Not_Trojan
g198,nor,n990,"n132, n96",2,0,0,0,11,2,2,3,['g198'],Not_Trojan
g199,not,n601,n600,1,0,0,0,6,11,5,3,['g199'],Not_Trojan
g200,not,n352,n25[5],1,0,0,1,5,5,3,2,['g200'],Not_Trojan
g201,or,n2052,"n1567, n1988",2,0,0,0,3,1,1,0,['g201'],Not_Trojan
g202,xnor,n618,"n20[27], n24[27]",2,0,0,1,10,3,3,2,['g202'],Not_Trojan
g203,not,n31,n29[4],1,0,0,1,-1,12,8,2,['g203'],Not_Trojan
g204,or,n1282,"n817, n981",2,0,0,0,10,1,1,0,['g204'],Not_Trojan
g205,dff,n24[10],"n2058, 1'b1, n0, n1165",4,1,1,1,9,4,0,1,['g205'],Not_Trojan
g206,dff,n24[9],"n2058, 1'b1, n0, n1168",4,1,1,1,8,4,0,1,['g206'],Not_Trojan
g207,not,n390,n25[9],1,0,0,1,5,5,3,2,['g207'],Not_Trojan
g208,nor,n1422,"n170, n1370",2,0,0,0,3,3,3,3,['g208'],Not_Trojan
g209,or,n1110,"n207, n640",2,0,0,0,2,8,3,4,['g209'],Not_Trojan
g210,or,n1928,"n1735, n1637",2,0,0,0,4,6,1,0,['g210'],Not_Trojan
g211,dff,n16[3],"n2058, 1'b1, n0, n1350",4,1,1,1,10,0,0,1,['g211'],Not_Trojan
g212,nor,n1064,"n149, n106",2,0,0,0,7,6,2,3,['g212'],Not_Trojan
g213,dff,n24[16],"n2058, 1'b1, n0, n1157",4,1,1,1,9,4,0,1,['g213'],Not_Trojan
g214,nor,n947,"n521, n99",2,0,0,0,6,2,2,3,['g214'],Not_Trojan
g215,buf,n14[12],n10[8],1,0,0,1,12,0,-1,2,['g215'],Not_Trojan
g216,nor,n1037,"n141, n106",2,0,0,0,7,6,2,3,['g216'],Not_Trojan
g217,nor,n1495,"n260, n1371",2,0,0,0,3,3,3,3,['g217'],Not_Trojan
g218,nor,n974,"n366, n643",2,0,0,0,8,3,3,3,['g218'],Not_Trojan
g219,nor,n555,"n295, n109",2,0,0,0,9,4,4,3,['g219'],Not_Trojan
g220,nor,n754,"n312, n103",2,0,0,0,10,6,2,3,['g220'],Not_Trojan
g221,dff,n9[3],"n2058, 1'b1, n0, n2047",4,1,1,1,4,0,0,1,['g221'],Not_Trojan
g222,or,n1125,"n840, n1066",2,0,0,0,3,5,1,0,['g222'],Not_Trojan
g223,or,n1130,"n801, n672",2,0,0,0,11,1,1,0,['g223'],Not_Trojan
g224,buf,n14[22],n10[18],1,0,0,1,12,0,-1,2,['g224'],Not_Trojan
g225,or,n1840,"n682, n1782",2,0,0,0,3,8,2,4,['g225'],Not_Trojan
g226,nor,n769,"n303, n101",2,0,0,0,9,2,2,3,['g226'],Not_Trojan
g227,or,n1896,"n1705, n1626",2,0,0,0,4,7,1,0,['g227'],Not_Trojan
g228,or,n1241,"n910, n1076",2,0,0,0,8,5,1,0,['g228'],Not_Trojan
g229,not,n418,n30[2],1,0,0,1,6,4,3,2,['g229'],Not_Trojan
g230,dff,n22[16],"n2058, 1'b1, n0, n1881",4,1,1,1,5,6,0,1,['g230'],Not_Trojan
g231,nor,n691,"n638, n621",2,0,0,0,8,9,3,3,['g231'],Not_Trojan
g232,or,n878,"n212, n640",2,0,0,0,2,8,3,4,['g232'],Not_Trojan
g233,or,n1258,"n954, n1083",2,0,0,0,8,5,1,0,['g233'],Not_Trojan
g234,or,n2000,"n1783, n1840",2,0,0,0,4,7,1,0,['g234'],Not_Trojan
g235,or,n1116,"n197, n640",2,0,0,0,2,8,3,4,['g235'],Not_Trojan
g236,nor,n659,"n97, n655",2,0,0,0,11,2,2,3,['g236'],Not_Trojan
g237,or,n2007,"n1797, n1847",2,0,0,0,4,7,1,0,['g237'],Not_Trojan
g238,or,n1976,"n582, n1542",2,0,0,0,2,2,2,4,['g238'],Not_Trojan
g239,nor,n784,"n304, n101",2,0,0,0,9,2,2,3,['g239'],Not_Trojan
g240,nor,n972,"n126, n103",2,0,0,0,6,6,2,3,['g240'],Not_Trojan
g241,nor,n1803,"n389, n1447",2,0,0,0,7,8,2,3,['g241'],Not_Trojan
g242,nor,n954,"n318, n104",2,0,0,0,9,6,2,3,['g242'],Not_Trojan
g243,nor,n1019,"n155, n105",2,0,0,0,7,6,2,3,['g243'],Not_Trojan
g244,nor,n1448,"n147, n1369",2,0,0,0,3,4,4,3,['g244'],Not_Trojan
g245,not,n120,n24[30],1,0,0,1,9,3,3,2,['g245'],Not_Trojan
g246,or,n625,"n564, n95",2,0,0,0,2,7,7,-1,['g246'],Not_Trojan
g247,or,n1167,"n973, n1090",2,0,0,0,8,13,1,0,['g247'],Not_Trojan
g248,or,n1835,"n688, n1772",2,0,0,0,7,8,2,4,['g248'],Not_Trojan
g249,or,n1837,"n689, n1776",2,0,0,0,3,8,2,4,['g249'],Not_Trojan
g250,or,n1184,"n720, n1057",2,0,0,0,7,5,1,0,['g250'],Not_Trojan
g251,nor,n1799,"n183, n1446",2,0,0,0,2,8,2,4,['g251'],Not_Trojan
g252,nor,n1609,"n873, n1443",2,0,0,0,3,8,2,5,['g252'],Not_Trojan
g253,nor,n576,"n488, n3",2,0,0,0,1,3,3,3,['g253'],Not_Trojan
g254,xnor,n635,"n294, n148",2,0,0,0,11,3,3,3,['g254'],Not_Trojan
g255,dff,n11[7],"n2058, 1'b1, n0, n1124",4,1,1,1,11,0,0,1,['g255'],Not_Trojan
g256,dff,n12[17],"n2058, 1'b1, n0, n1198",4,1,1,1,12,0,0,1,['g256'],Not_Trojan
g257,dff,n9[29],"n2058, 1'b1, n0, n2053",4,1,1,1,4,0,0,1,['g257'],Not_Trojan
g258,not,n117,n24[13],1,0,0,1,10,3,3,2,['g258'],Not_Trojan
g259,nor,n674,"n96, n612",2,0,0,0,11,2,2,3,['g259'],Not_Trojan
g260,dff,n30[17],"n2058, 1'b1, n0, n1912",4,1,1,1,5,5,0,1,['g260'],Trojan
g261,nor,n839,"n96, n595",2,0,0,0,11,2,2,3,['g261'],Not_Trojan
g262,nor,n1734,"n515, n1440",2,0,0,0,7,7,2,3,['g262'],Not_Trojan
g263,nor,n1731,"n475, n1440",2,0,0,0,7,7,2,3,['g263'],Not_Trojan
g264,nor,n785,"n115, n101",2,0,0,0,9,2,2,3,['g264'],Not_Trojan
g265,or,n1980,"n569, n1551",2,0,0,0,2,2,2,4,['g265'],Not_Trojan
g266,nor,n1605,"n877, n1443",2,0,0,0,3,8,2,5,['g266'],Not_Trojan
g267,dff,n25[16],"n2058, 1'b1, n0, n2009",4,1,1,1,5,6,0,1,['g267'],Not_Trojan
g268,not,n168,n9[18],1,0,0,1,5,4,4,2,['g268'],Not_Trojan
g269,or,n2057,"n1754, n1875",2,0,0,0,3,7,1,0,['g269'],Not_Trojan
g270,or,n2054,"n1571, n1990",2,0,0,0,3,1,1,0,['g270'],Not_Trojan
g271,not,n230,n12[28],1,0,0,1,14,3,3,2,['g271'],Not_Trojan
g272,nor,n1414,"n240, n1370",2,0,0,0,3,3,3,3,['g272'],Not_Trojan
g273,or,n631,"n537, n552",2,0,0,0,2,10,10,-1,['g273'],Not_Trojan
g274,dff,n30[26],"n2058, 1'b1, n0, n1903",4,1,1,1,5,5,0,1,['g274'],Trojan
g275,or,n1845,"n694, n1792",2,0,0,0,7,8,2,4,['g275'],Not_Trojan
g276,or,n1914,"n1721, n1585",2,0,0,0,4,6,1,0,['g276'],Not_Trojan
g277,or,n718,"n632, n631",2,0,0,0,3,9,9,-1,['g277'],Not_Trojan
g278,nor,n939,"n396, n99",2,0,0,0,10,2,2,3,['g278'],Not_Trojan
g279,dff,n20[4],"n2058, 1'b1, n0, n1224",4,1,1,1,9,4,0,1,['g279'],Not_Trojan
g280,nor,n1407,"n263, n1371",2,0,0,0,3,3,3,3,['g280'],Not_Trojan
g281,nor,n658,"n97, n608",2,0,0,0,10,2,2,3,['g281'],Not_Trojan
g282,or,n1147,"n739, n1053",2,0,0,0,8,5,1,0,['g282'],Not_Trojan
g283,not,n437,n10[6],1,0,0,1,12,3,3,2,['g283'],Not_Trojan
g284,buf,n17[7],1'b0,1,0,1,1,-1,0,-1,-1,['g284'],Not_Trojan
g285,not,n558,n557,1,0,0,0,7,8,4,3,['g285'],Not_Trojan
g286,not,n313,n24[29],1,0,0,1,9,3,3,2,['g286'],Not_Trojan
g287,nor,n1683,"n363, n1442",2,0,0,0,7,8,2,3,['g287'],Not_Trojan
g288,nor,n854,"n208, n102",2,0,0,0,10,2,2,3,['g288'],Not_Trojan
g289,nor,n1757,"n202, n1444",2,0,0,0,7,7,2,3,['g289'],Not_Trojan
g290,nor,n1719,"n391, n1440",2,0,0,0,7,7,2,3,['g290'],Not_Trojan
g291,nor,n1017,"n334, n96",2,0,0,0,11,2,2,3,['g291'],Not_Trojan
g292,buf,n17[5],1'b0,1,0,1,1,-1,0,-1,-1,['g292'],Not_Trojan
g293,not,n277,n5[15],1,0,0,1,1,9,4,-1,['g293'],Not_Trojan
