gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout,gate_numbers,label
g15,nor,n2368,"n2366, n2365",2,0,0,0,2,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g15'],Not_Trojan
g16,or,n2367,"n2363, n2428",2,0,0,0,7,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g16'],Not_Trojan
g17,or,n2366,"n2362, n3",2,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g17'],Not_Trojan
g18,or,n2364,"n2493, n2376",2,0,0,0,2,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g18'],Not_Trojan
g19,not,n2363,n2426,1,0,0,0,6,-1,-1,-1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,['g19'],Not_Trojan
g20,not,n2362,n2428,1,0,0,0,7,-1,-1,-1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,['g20'],Not_Trojan
g21,nor,n2410,"n2348, n2361",2,0,0,0,3,6,-1,-1,0,43,0,73,30,0,1,4,0,0,43,0,73,30,0,1,4,0,['g21'],Not_Trojan
g22,nor,n2396,"n2346, n2360",2,0,0,0,3,4,-1,-1,0,33,0,57,24,0,1,4,0,0,33,0,57,24,0,1,4,0,['g22'],Not_Trojan
g23,nor,n2397,"n2339, n2358",2,0,0,0,3,4,-1,-1,0,22,0,39,16,0,1,1,0,0,22,0,39,16,0,1,1,0,['g23'],Not_Trojan
g24,nor,n2411,"n2340, n2359",2,0,0,0,3,4,-1,-1,0,44,0,76,30,0,1,5,0,0,44,0,76,30,0,1,5,0,['g24'],Not_Trojan
g25,or,n2361,"n2321, n2356",2,0,0,0,3,7,-1,-1,0,44,0,73,30,0,1,4,0,0,44,0,73,30,0,1,4,0,['g25'],Not_Trojan
g26,or,n2360,"n2328, n2355",2,0,0,0,2,5,-1,-1,0,34,0,57,24,0,1,4,0,0,34,0,57,24,0,1,4,0,['g26'],Not_Trojan
g27,or,n2359,"n2312, n2354",2,0,0,0,2,5,-1,-1,0,45,0,76,30,0,1,5,0,0,45,0,76,30,0,1,5,0,['g27'],Not_Trojan
g28,or,n2358,"n2306, n2357",2,0,0,0,2,5,-1,-1,0,23,0,39,16,0,1,1,0,0,23,0,39,16,0,1,1,0,['g28'],Not_Trojan
g29,or,n2357,"n2334, n2353",2,0,0,0,2,6,-1,-1,0,24,0,39,16,0,1,1,0,0,24,0,39,16,0,1,1,0,['g29'],Not_Trojan
g30,or,n2356,"n2325, n2351",2,0,0,0,2,8,-1,-1,0,45,0,73,30,0,1,4,0,0,45,0,73,30,0,1,4,0,['g30'],Not_Trojan
g31,or,n2355,"n2326, n2352",2,0,0,0,2,6,-1,-1,0,35,0,57,24,0,1,4,0,0,35,0,57,24,0,1,4,0,['g31'],Not_Trojan
g32,or,n2354,"n2309, n2350",2,0,0,0,2,6,-1,-1,0,46,0,76,30,0,1,5,0,0,46,0,76,30,0,1,5,0,['g32'],Not_Trojan
g33,or,n2353,"n2345, n2344",2,0,0,0,3,7,-1,-1,0,25,0,39,16,0,1,1,0,0,25,0,39,16,0,1,1,0,['g33'],Not_Trojan
g34,or,n2352,"n2343, n2342",2,0,0,0,3,7,-1,-1,0,36,0,57,24,0,1,4,0,0,36,0,57,24,0,1,4,0,['g34'],Not_Trojan
g35,or,n2351,"n2341, n2347",2,0,0,0,3,9,-1,-1,0,46,0,73,30,0,1,4,0,0,46,0,73,30,0,1,4,0,['g35'],Not_Trojan
g36,or,n2350,"n2338, n2349",2,0,0,0,3,7,-1,-1,0,47,0,76,30,0,1,5,0,0,47,0,76,30,0,1,5,0,['g36'],Not_Trojan
g37,or,n2349,"n2336, n2335",2,0,0,0,2,8,-1,-1,0,48,0,76,30,0,1,5,0,0,48,0,76,30,0,1,5,0,['g37'],Not_Trojan
g38,or,n2348,"n2330, n2308",2,0,0,0,2,7,-1,-1,0,44,0,73,30,0,1,4,0,0,44,0,73,30,0,1,4,0,['g38'],Not_Trojan
g39,or,n2347,"n2329, n2313",2,0,0,0,2,10,-1,-1,0,47,0,73,30,0,1,4,0,0,47,0,73,30,0,1,4,0,['g39'],Not_Trojan
g40,or,n2346,"n2333, n2331",2,0,0,0,2,5,-1,-1,0,34,0,57,24,0,1,4,0,0,34,0,57,24,0,1,4,0,['g40'],Not_Trojan
g41,or,n2345,"n2332, n2327",2,0,0,0,2,8,-1,-1,0,26,0,39,16,0,1,1,0,0,26,0,39,16,0,1,1,0,['g41'],Not_Trojan
g42,or,n2344,"n2323, n2319",2,0,0,0,2,8,-1,-1,0,26,0,39,16,0,1,1,0,0,26,0,39,16,0,1,1,0,['g42'],Not_Trojan
g43,or,n2343,"n2324, n2337",2,0,0,0,2,8,-1,-1,0,37,0,57,24,0,1,4,0,0,37,0,57,24,0,1,4,0,['g43'],Not_Trojan
g44,or,n2342,"n2318, n2317",2,0,0,0,2,8,-1,-1,0,37,0,57,24,0,1,4,0,0,37,0,57,24,0,1,4,0,['g44'],Not_Trojan
g45,or,n2341,"n2311, n2322",2,0,0,0,2,10,-1,-1,0,47,0,73,30,0,1,4,0,0,47,0,73,30,0,1,4,0,['g45'],Not_Trojan
g46,or,n2340,"n2316, n2314",2,0,0,0,2,5,-1,-1,0,45,0,76,30,0,1,5,0,0,45,0,76,30,0,1,5,0,['g46'],Not_Trojan
g47,or,n2339,"n2315, n2310",2,0,0,0,2,5,-1,-1,0,23,0,39,16,0,1,1,0,0,23,0,39,16,0,1,1,0,['g47'],Not_Trojan
g48,or,n2338,"n2307, n2320",2,0,0,0,2,8,-1,-1,0,48,0,76,30,0,1,5,0,0,48,0,76,30,0,1,5,0,['g48'],Not_Trojan
g49,xor,n2337,"n0[30], n1[30]",2,0,0,1,1,9,-1,-1,0,37,0,57,24,0,2,4,0,0,37,0,57,24,0,2,4,0,['g49'],Not_Trojan
g50,xor,n2336,"n0[9], n1[9]",2,0,0,1,1,9,-1,-1,0,48,0,76,30,0,2,5,0,0,48,0,76,30,0,2,5,0,['g50'],Not_Trojan
g51,xor,n2335,"n0[8], n1[8]",2,0,0,1,1,9,-1,-1,0,48,0,76,30,0,2,5,0,0,48,0,76,30,0,2,5,0,['g51'],Not_Trojan
g52,xor,n2334,"n0[22], n1[22]",2,0,0,1,1,7,-1,-1,0,24,0,39,16,0,2,1,0,0,24,0,39,16,0,2,1,0,['g52'],Not_Trojan
g53,xor,n2333,"n0[27], n1[27]",2,0,0,1,1,6,-1,-1,0,34,0,57,24,0,2,4,0,0,34,0,57,24,0,2,4,0,['g53'],Not_Trojan
g54,xor,n2332,"n0[19], n1[19]",2,0,0,1,1,9,-1,-1,0,26,0,39,16,0,2,1,0,0,26,0,39,16,0,2,1,0,['g54'],Not_Trojan
g55,xor,n2331,"n0[26], n1[26]",2,0,0,1,1,6,-1,-1,0,34,0,57,24,0,2,4,0,0,34,0,57,24,0,2,4,0,['g55'],Not_Trojan
g56,xor,n2330,"n0[2], n1[2]",2,0,0,1,1,8,-1,-1,0,44,0,73,30,0,2,4,0,0,44,0,73,30,0,2,4,0,['g56'],Not_Trojan
g57,xor,n2329,"n0[5], n1[5]",2,0,0,1,1,11,-1,-1,0,47,0,73,30,0,2,4,0,0,47,0,73,30,0,2,4,0,['g57'],Not_Trojan
g58,xor,n2328,"n0[24], n1[24]",2,0,0,1,1,6,-1,-1,0,34,0,57,24,0,2,4,0,0,34,0,57,24,0,2,4,0,['g58'],Not_Trojan
g59,xor,n2327,"n0[18], n1[18]",2,0,0,1,1,9,-1,-1,0,26,0,39,16,0,2,1,0,0,26,0,39,16,0,2,1,0,['g59'],Not_Trojan
g60,xor,n2326,"n0[25], n1[25]",2,0,0,1,1,7,-1,-1,0,35,0,57,24,0,2,4,0,0,35,0,57,24,0,2,4,0,['g60'],Not_Trojan
g61,xor,n2325,"n0[3], n1[3]",2,0,0,1,1,9,-1,-1,0,45,0,73,30,0,2,4,0,0,45,0,73,30,0,2,4,0,['g61'],Not_Trojan
g62,xor,n2324,"n0[31], n1[31]",2,0,0,1,1,9,-1,-1,0,37,0,57,24,0,2,4,0,0,37,0,57,24,0,2,4,0,['g62'],Not_Trojan
g63,xor,n2323,"n0[17], n1[17]",2,0,0,1,1,9,-1,-1,0,26,0,39,16,0,2,1,0,0,26,0,39,16,0,2,1,0,['g63'],Not_Trojan
g64,xor,n2322,"n0[6], n1[6]",2,0,0,1,1,11,-1,-1,0,47,0,73,30,0,2,4,0,0,47,0,73,30,0,2,4,0,['g64'],Not_Trojan
g65,not,n2321,n2425,1,0,0,0,2,8,-1,-1,0,44,0,73,31,0,1,4,0,0,44,0,73,31,0,1,4,0,['g65'],Not_Trojan
g66,xor,n2320,"n0[10], n1[10]",2,0,0,1,1,9,-1,-1,0,48,0,76,30,0,2,5,0,0,48,0,76,30,0,2,5,0,['g66'],Not_Trojan
g67,xor,n2319,"n0[16], n1[16]",2,0,0,1,1,9,-1,-1,0,26,0,39,16,0,2,1,0,0,26,0,39,16,0,2,1,0,['g67'],Not_Trojan
g68,xor,n2318,"n0[29], n1[29]",2,0,0,1,1,9,-1,-1,0,37,0,57,24,0,2,4,0,0,37,0,57,24,0,2,4,0,['g68'],Not_Trojan
g69,xor,n2317,"n0[28], n1[28]",2,0,0,1,1,9,-1,-1,0,37,0,57,24,0,2,4,0,0,37,0,57,24,0,2,4,0,['g69'],Not_Trojan
g70,xor,n2316,"n0[14], n1[14]",2,0,0,1,1,6,-1,-1,0,45,0,76,30,0,2,5,0,0,45,0,76,30,0,2,5,0,['g70'],Not_Trojan
g71,xor,n2315,"n0[23], n1[23]",2,0,0,1,1,6,-1,-1,0,23,0,39,16,0,2,1,0,0,23,0,39,16,0,2,1,0,['g71'],Not_Trojan
g72,xor,n2314,"n0[13], n1[13]",2,0,0,1,1,6,-1,-1,0,45,0,76,30,0,2,5,0,0,45,0,76,30,0,2,5,0,['g72'],Not_Trojan
g73,xor,n2313,"n0[4], n1[4]",2,0,0,1,1,11,-1,-1,0,47,0,73,30,0,2,4,0,0,47,0,73,30,0,2,4,0,['g73'],Not_Trojan
g74,xor,n2312,"n0[15], n1[15]",2,0,0,1,1,6,-1,-1,0,45,0,76,30,0,2,5,0,0,45,0,76,30,0,2,5,0,['g74'],Not_Trojan
g75,xor,n2311,"n0[7], n1[7]",2,0,0,1,1,11,-1,-1,0,47,0,73,30,0,2,4,0,0,47,0,73,30,0,2,4,0,['g75'],Not_Trojan
g76,xor,n2310,"n0[21], n1[21]",2,0,0,1,1,6,-1,-1,0,23,0,39,16,0,2,1,0,0,23,0,39,16,0,2,1,0,['g76'],Not_Trojan
g77,xor,n2309,"n0[12], n1[12]",2,0,0,1,1,7,-1,-1,0,46,0,76,30,0,2,5,0,0,46,0,76,30,0,2,5,0,['g77'],Not_Trojan
g78,xor,n2308,"n0[1], n1[1]",2,0,0,1,1,8,-1,-1,0,44,0,73,30,0,2,4,0,0,44,0,73,30,0,2,4,0,['g78'],Not_Trojan
g79,xor,n2307,"n0[11], n1[11]",2,0,0,1,1,9,-1,-1,0,48,0,76,30,0,2,5,0,0,48,0,76,30,0,2,5,0,['g79'],Not_Trojan
g80,xor,n2306,"n0[20], n1[20]",2,0,0,1,1,6,-1,-1,0,23,0,39,16,0,2,1,0,0,23,0,39,16,0,2,1,0,['g80'],Not_Trojan
g81,xnor,n2425,"n0[0], n1[0]",2,0,0,1,1,9,-1,-1,0,52,0,77,32,0,1,5,0,0,52,0,77,32,0,1,5,0,['g81'],Not_Trojan
g82,nor,n2424,"n2305, n2304",2,0,0,0,2,6,-1,-1,0,5,0,90,12,0,0,0,0,0,5,0,90,12,0,0,0,0,['g82'],Not_Trojan
g83,or,n2423,"n2304, n4[1]",2,0,0,1,1,5,-1,-1,0,13,0,146,12,0,0,0,0,0,13,0,146,12,0,0,0,0,['g83'],Not_Trojan
g84,not,n2305,n4[1],1,0,0,1,1,7,-1,-1,0,5,0,90,13,0,0,0,0,0,5,0,90,13,0,0,0,0,['g84'],Not_Trojan
g85,not,n2304,n4[0],1,0,0,1,1,6,-1,-1,0,18,0,236,25,0,0,0,0,0,18,0,236,25,0,0,0,0,['g85'],Not_Trojan
g86,not,n2444,n0[48],1,0,0,1,1,14,-1,-1,0,12341,0,10164,1190,0,3,1250,0,0,12341,0,10164,1190,0,3,1250,0,['g86'],Not_Trojan
g87,not,n2429,n0[63],1,0,0,1,1,13,-1,-1,0,8939,0,7302,857,0,2,971,0,0,8939,0,7302,857,0,2,971,0,['g87'],Not_Trojan
g88,not,n2430,n0[62],1,0,0,1,1,13,-1,-1,0,13049,0,10721,1247,0,2,1347,0,0,13049,0,10721,1247,0,2,1347,0,['g88'],Not_Trojan
g89,not,n2431,n0[61],1,0,0,1,1,12,-1,-1,0,7882,0,6455,752,0,1,821,0,0,7882,0,6455,752,0,1,821,0,['g89'],Not_Trojan
g90,not,n2432,n0[60],1,0,0,1,1,14,-1,-1,0,14621,0,12107,1409,0,3,1421,0,0,14621,0,12107,1409,0,3,1421,0,['g90'],Not_Trojan
g91,not,n2433,n0[59],1,0,0,1,1,13,-1,-1,0,14657,0,12137,1413,0,3,1428,0,0,14657,0,12137,1413,0,3,1428,0,['g91'],Not_Trojan
g92,not,n2434,n0[58],1,0,0,1,1,14,-1,-1,0,14859,0,12274,1433,0,3,1485,0,0,14859,0,12274,1433,0,3,1485,0,['g92'],Not_Trojan
g93,not,n2435,n0[57],1,0,0,1,1,13,-1,-1,0,15299,0,12663,1473,0,3,1504,0,0,15299,0,12663,1473,0,3,1504,0,['g93'],Not_Trojan
g94,not,n2436,n0[56],1,0,0,1,1,13,-1,-1,0,15737,0,12927,1524,0,1,1646,0,0,15737,0,12927,1524,0,1,1646,0,['g94'],Not_Trojan
g95,not,n2437,n0[55],1,0,0,1,1,13,-1,-1,0,10224,0,8355,990,0,1,1105,0,0,10224,0,8355,990,0,1,1105,0,['g95'],Not_Trojan
g96,not,n2438,n0[54],1,0,0,1,1,13,-1,-1,0,10224,0,8355,990,0,1,1105,0,0,10224,0,8355,990,0,1,1105,0,['g96'],Not_Trojan
g97,not,n2439,n0[53],1,0,0,1,1,12,-1,-1,0,15737,0,12927,1524,0,1,1645,0,0,15737,0,12927,1524,0,1,1645,0,['g97'],Not_Trojan
g98,not,n2440,n0[52],1,0,0,1,1,14,-1,-1,0,9591,0,7903,921,0,3,966,0,0,9591,0,7903,921,0,3,966,0,['g98'],Not_Trojan
g99,not,n2441,n0[51],1,0,0,1,1,13,-1,-1,0,14859,0,12274,1433,0,3,1484,0,0,14859,0,12274,1433,0,3,1484,0,['g99'],Not_Trojan
g100,not,n2442,n0[50],1,0,0,1,1,11,-1,-1,0,11579,0,9595,1119,0,2,1116,0,0,11579,0,9595,1119,0,2,1116,0,['g100'],Not_Trojan
g101,not,n2443,n0[49],1,0,0,1,1,10,-1,-1,0,19705,0,16378,1913,0,2,1868,0,0,19705,0,16378,1913,0,2,1868,0,['g101'],Not_Trojan
g102,not,n2492,n0[0],1,0,0,1,1,13,-1,-1,0,10402,0,8512,1002,0,1,1108,0,0,10402,0,8512,1002,0,1,1108,0,['g102'],Not_Trojan
g103,not,n2445,n0[47],1,0,0,1,1,13,-1,-1,0,20739,0,17157,2010,0,3,2052,0,0,20739,0,17157,2010,0,3,2052,0,['g103'],Not_Trojan
g104,not,n2446,n0[46],1,0,0,1,1,12,-1,-1,0,9517,0,7802,915,0,1,1002,0,0,9517,0,7802,915,0,1,1002,0,['g104'],Not_Trojan
g105,not,n2447,n0[45],1,0,0,1,1,11,-1,-1,0,14785,0,12173,1427,0,1,1520,0,0,14785,0,12173,1427,0,1,1520,0,['g105'],Not_Trojan
g106,not,n2448,n0[44],1,0,0,1,1,12,-1,-1,0,13629,0,11173,1311,0,2,1458,0,0,13629,0,11173,1311,0,2,1458,0,['g106'],Not_Trojan
g107,not,n2449,n0[43],1,0,0,1,1,11,-1,-1,0,9938,0,8253,964,0,3,943,0,0,9938,0,8253,964,0,3,943,0,['g107'],Not_Trojan
g108,not,n2450,n0[42],1,0,0,1,1,10,-1,-1,0,18064,0,15036,1758,0,3,1695,0,0,18064,0,15036,1758,0,3,1695,0,['g108'],Not_Trojan
g109,not,n2451,n0[41],1,0,0,1,1,13,-1,-1,0,10759,0,8838,1028,0,2,1101,0,0,10759,0,8838,1028,0,2,1101,0,['g109'],Not_Trojan
g110,not,n2452,n0[40],1,0,0,1,1,12,-1,-1,0,17575,0,14505,1686,0,2,1754,0,0,17575,0,14505,1686,0,2,1754,0,['g110'],Not_Trojan
g111,not,n2453,n0[39],1,0,0,1,1,13,-1,-1,0,11377,0,9359,1090,0,1,1164,0,0,11377,0,9359,1090,0,1,1164,0,['g111'],Not_Trojan
g112,not,n2454,n0[38],1,0,0,1,1,12,-1,-1,0,16837,0,13887,1621,0,1,1703,0,0,16837,0,13887,1621,0,1,1703,0,['g112'],Not_Trojan
g113,not,n2455,n0[37],1,0,0,1,1,13,-1,-1,0,8599,0,7089,826,0,3,859,0,0,8599,0,7089,826,0,3,859,0,['g113'],Not_Trojan
g114,not,n2456,n0[36],1,0,0,1,1,12,-1,-1,0,14657,0,12137,1413,0,3,1427,0,0,14657,0,12137,1413,0,3,1427,0,['g114'],Not_Trojan
g115,not,n2457,n0[35],1,0,0,1,1,14,-1,-1,0,9483,0,7776,903,0,2,986,0,0,9483,0,7776,903,0,2,986,0,['g115'],Not_Trojan
g116,not,n2458,n0[34],1,0,0,1,1,14,-1,-1,0,7929,0,6499,757,0,3,831,0,0,7929,0,6499,757,0,3,831,0,['g116'],Not_Trojan
g117,not,n2459,n0[33],1,0,0,1,1,13,-1,-1,0,11535,0,9466,1105,0,3,1214,0,0,11535,0,9466,1105,0,3,1214,0,['g117'],Not_Trojan
g118,not,n2476,n0[16],1,0,0,1,1,14,-1,-1,0,15299,0,12663,1473,0,3,1505,0,0,15299,0,12663,1473,0,3,1505,0,['g118'],Not_Trojan
g119,not,n2461,n0[31],1,0,0,1,1,13,-1,-1,0,7331,0,5985,701,0,4,787,0,0,7331,0,5985,701,0,4,787,0,['g119'],Not_Trojan
g120,not,n2462,n0[30],1,0,0,1,1,14,-1,-1,0,12021,0,9856,1155,0,4,1275,0,0,12021,0,9856,1155,0,4,1275,0,['g120'],Not_Trojan
g121,not,n2463,n0[29],1,0,0,1,1,14,-1,-1,0,11535,0,9466,1105,0,3,1215,0,0,11535,0,9466,1105,0,3,1215,0,['g121'],Not_Trojan
g122,not,n2464,n0[28],1,0,0,1,1,13,-1,-1,0,16837,0,13887,1621,0,1,1704,0,0,16837,0,13887,1621,0,1,1704,0,['g122'],Not_Trojan
g123,not,n2465,n0[27],1,0,0,1,1,13,-1,-1,0,17575,0,14505,1686,0,2,1755,0,0,17575,0,14505,1686,0,2,1755,0,['g123'],Not_Trojan
g124,not,n2466,n0[26],1,0,0,1,1,13,-1,-1,0,13629,0,11173,1311,0,2,1459,0,0,13629,0,11173,1311,0,2,1459,0,['g124'],Not_Trojan
g125,not,n2467,n0[25],1,0,0,1,1,12,-1,-1,0,14785,0,12173,1427,0,1,1521,0,0,14785,0,12173,1427,0,1,1521,0,['g125'],Not_Trojan
g126,not,n2468,n0[24],1,0,0,1,1,11,-1,-1,0,12561,0,10333,1201,0,1,1278,0,0,12561,0,10333,1201,0,1,1278,0,['g126'],Not_Trojan
g127,not,n2469,n0[23],1,0,0,1,1,13,-1,-1,0,13465,0,11090,1300,0,1,1373,0,0,13465,0,11090,1300,0,1,1373,0,['g127'],Not_Trojan
g128,not,n2470,n0[22],1,0,0,1,1,12,-1,-1,0,21863,0,18083,2120,0,1,2175,0,0,21863,0,18083,2120,0,1,2175,0,['g128'],Not_Trojan
g129,not,n2471,n0[21],1,0,0,1,1,13,-1,-1,0,11535,0,9575,1116,0,3,1099,0,0,11535,0,9575,1116,0,3,1099,0,['g129'],Not_Trojan
g130,not,n2472,n0[20],1,0,0,1,1,10,-1,-1,0,12449,0,10325,1201,0,1,1195,0,0,12449,0,10325,1201,0,1,1195,0,['g130'],Not_Trojan
g131,not,n2473,n0[19],1,0,0,1,1,12,-1,-1,0,20531,0,17088,1992,0,3,1930,0,0,20531,0,17088,1992,0,3,1930,0,['g131'],Not_Trojan
g132,not,n2474,n0[18],1,0,0,1,1,13,-1,-1,0,20531,0,17088,1992,0,3,1931,0,0,20531,0,17088,1992,0,3,1931,0,['g132'],Not_Trojan
g133,not,n2475,n0[17],1,0,0,1,1,14,-1,-1,0,8483,0,6996,815,0,3,851,0,0,8483,0,6996,815,0,3,851,0,['g133'],Not_Trojan
g134,not,n2460,n0[32],1,0,0,1,1,14,-1,-1,0,5703,0,4616,547,0,2,654,0,0,5703,0,4616,547,0,2,654,0,['g134'],Not_Trojan
g135,not,n2477,n0[15],1,0,0,1,1,14,-1,-1,0,8998,0,7424,863,0,3,891,0,0,8998,0,7424,863,0,3,891,0,['g135'],Not_Trojan
g136,not,n2478,n0[14],1,0,0,1,1,14,-1,-1,0,12021,0,9856,1155,0,4,1275,0,0,12021,0,9856,1155,0,4,1275,0,['g136'],Not_Trojan
g137,not,n2479,n0[13],1,0,0,1,1,14,-1,-1,0,13049,0,10721,1247,0,2,1348,0,0,13049,0,10721,1247,0,2,1348,0,['g137'],Not_Trojan
g138,not,n2480,n0[12],1,0,0,1,1,11,-1,-1,0,18064,0,15036,1758,0,3,1696,0,0,18064,0,15036,1758,0,3,1696,0,['g138'],Not_Trojan
g139,not,n2481,n0[11],1,0,0,1,1,14,-1,-1,0,20739,0,17157,2010,0,3,2053,0,0,20739,0,17157,2010,0,3,2053,0,['g139'],Not_Trojan
g140,not,n2482,n0[10],1,0,0,1,1,13,-1,-1,0,6907,0,5585,661,0,1,795,0,0,6907,0,5585,661,0,1,795,0,['g140'],Not_Trojan
g141,not,n2483,n0[9],1,0,0,1,1,13,-1,-1,0,6907,0,5585,661,0,1,795,0,0,6907,0,5585,661,0,1,795,0,['g141'],Not_Trojan
g142,not,n2484,n0[8],1,0,0,1,1,10,-1,-1,0,21445,0,17838,2077,0,1,2027,0,0,21445,0,17838,2077,0,1,2027,0,['g142'],Not_Trojan
g143,not,n2485,n0[7],1,0,0,1,1,13,-1,-1,0,21863,0,18083,2120,0,1,2176,0,0,21863,0,18083,2120,0,1,2176,0,['g143'],Not_Trojan
g144,not,n2486,n0[6],1,0,0,1,1,13,-1,-1,0,14621,0,12107,1409,0,3,1420,0,0,14621,0,12107,1409,0,3,1420,0,['g144'],Not_Trojan
g145,not,n2487,n0[5],1,0,0,1,1,13,-1,-1,0,8535,0,6933,821,0,2,968,0,0,8535,0,6933,821,0,2,968,0,['g145'],Not_Trojan
g146,not,n2488,n0[4],1,0,0,1,1,11,-1,-1,0,19705,0,16378,1913,0,2,1869,0,0,19705,0,16378,1913,0,2,1869,0,['g146'],Not_Trojan
g147,not,n2489,n0[3],1,0,0,1,1,9,-1,-1,0,21445,0,17838,2077,0,1,2026,0,0,21445,0,17838,2077,0,1,2026,0,['g147'],Not_Trojan
g148,not,n2490,n0[2],1,0,0,1,1,12,-1,-1,0,12561,0,10333,1201,0,1,1279,0,0,12561,0,10333,1201,0,1,1279,0,['g148'],Not_Trojan
g149,not,n2491,n0[1],1,0,0,1,1,14,-1,-1,0,8535,0,6933,821,0,2,969,0,0,8535,0,6933,821,0,2,969,0,['g149'],Not_Trojan
g150,or,n9,"n2498, n2303",2,0,0,0,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g150'],Not_Trojan
g151,nor,n2303,"n3, n2302",2,0,0,0,1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g151'],Not_Trojan
g152,or,n2302,"n2375, n2426",2,0,0,0,3,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g152'],Not_Trojan
g153,or,n13[2],"n2496, n2300",2,0,0,1,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g153'],Not_Trojan
g154,or,n2426,"n2301, n2297",2,0,0,0,5,-1,-1,-1,0,3,0,2,1,0,0,0,0,0,3,0,2,1,0,0,0,0,['g154'],Not_Trojan
