gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,gate_numbers,label
g65,nor,n1216,"n140, n57",2,0,0,0,6,23,2,3,['g65'],Not_Trojan
g66,not,n455,n26[29],1,0,0,1,7,3,3,2,['g66'],Not_Trojan
g67,or,n2270,"n2256, n24[4]",2,0,0,1,5,10,10,2,['g67'],Trojan
g68,nor,n1126,"n411, n43",2,0,0,0,6,6,2,3,['g68'],Not_Trojan
g69,xnor,n751,"n21[15], n24[15]",2,0,0,1,5,24,3,2,['g69'],Not_Trojan
g70,nor,n1705,"n145, n63",2,0,0,0,5,19,2,3,['g70'],Not_Trojan
g71,dff,n11[28],"n1, 1'b1, n0, n1760",4,1,1,1,7,0,0,1,['g71'],Not_Trojan
g72,not,n375,n21[23],1,0,0,1,5,15,3,2,['g72'],Not_Trojan
g73,dff,n30[5],"n1, 1'b1, n0, n2059",4,1,1,1,7,18,0,1,['g73'],Not_Trojan
g74,dff,n24[17],"n1, 1'b1, n0, n2109",4,1,1,1,4,11,0,1,['g74'],Not_Trojan
g75,not,n472,n29[8],1,0,0,1,8,17,3,2,['g75'],Not_Trojan
g76,or,n2271,"n2255, n19[4]",2,0,0,1,6,10,10,3,['g76'],Trojan
g77,dff,n15[10],"n1, 1'b1, n0, n2174",4,1,1,1,6,0,0,1,['g77'],Not_Trojan
g78,nor,n1707,"n448, n63",2,0,0,0,5,19,2,3,['g78'],Not_Trojan
g79,dff,n11[10],"n1, 1'b1, n0, n1786",4,1,1,1,7,0,0,1,['g79'],Not_Trojan
g80,nor,n58,"n37, n41",2,0,0,0,3,24,3,3,['g80'],Not_Trojan
g81,not,n94,n21[17],1,0,0,1,5,15,3,2,['g81'],Not_Trojan
g82,xnor,n685,"n195, n408",2,0,0,0,8,22,3,3,['g82'],Not_Trojan
g83,xnor,n640,"n26[25], n33[21]",2,0,0,1,8,3,3,2,['g83'],Not_Trojan
g84,or,n1836,"n1227, n1090",2,0,0,0,5,25,1,0,['g84'],Not_Trojan
g85,dff,n25[28],"n1, 1'b1, n0, n2184",4,1,1,1,4,5,0,1,['g85'],Not_Trojan
g86,not,n364,n21[30],1,0,0,1,5,14,3,2,['g86'],Not_Trojan
g87,or,n1781,"n1159, n1541",2,0,0,0,6,1,1,0,['g87'],Not_Trojan
g88,or,n1980,"n1353, n1688",2,0,0,0,5,14,1,0,['g88'],Not_Trojan
g89,nor,n1259,"n189, n53",2,0,0,0,6,15,2,3,['g89'],Not_Trojan
g90,nor,n1358,"n196, n54",2,0,0,0,4,15,2,3,['g90'],Not_Trojan
g91,not,n296,n5[13],1,0,0,1,1,14,3,-1,['g91'],Not_Trojan
g92,dff,n28[17],"n1, 1'b1, n0, n1873",4,1,1,1,7,23,0,1,['g92'],Not_Trojan
g93,dff,n34[3],"n1, 1'b1, n0, n2004",4,1,1,1,7,14,0,1,['g93'],Not_Trojan
g94,not,n559,n15[9],1,0,0,1,8,3,3,2,['g94'],Not_Trojan
g95,nor,n2205,"n788, n1008",2,0,0,0,2,9,4,3,['g95'],Not_Trojan
g96,nor,n1313,"n207, n53",2,0,0,0,6,15,2,3,['g96'],Not_Trojan
g97,nor,n1546,"n449, n47",2,0,0,0,5,2,2,3,['g97'],Not_Trojan
g98,or,n2309,"n2298, n2293",2,0,0,0,7,8,8,4,['g98'],Trojan
g99,dff,n24[28],"n1, 1'b1, n0, n2088",4,1,1,1,4,12,0,1,['g99'],Not_Trojan
g100,or,n1803,"n1187, n873",2,0,0,0,6,23,1,0,['g100'],Not_Trojan
g101,nor,n1329,"n537, n68",2,0,0,0,4,11,2,3,['g101'],Not_Trojan
g102,dff,n21[12],"n1, 1'b1, n0, n2060",4,1,1,1,4,12,0,1,['g102'],Not_Trojan
g103,dff,n29[23],"n1, 1'b1, n0, n2162",4,1,1,1,6,18,0,1,['g103'],Not_Trojan
g104,nor,n1553,"n226, n48",2,0,0,0,5,2,2,3,['g104'],Not_Trojan
g105,not,n2245,n20[3],1,0,0,1,6,11,11,3,['g105'],Trojan
g106,or,n1938,"n1404, n1733",2,0,0,0,6,5,1,0,['g106'],Not_Trojan
g107,not,n165,n35[5],1,0,0,1,7,8,3,2,['g107'],Not_Trojan
g108,nor,n1147,"n220, n44",2,0,0,0,6,2,2,3,['g108'],Not_Trojan
g109,not,n402,n33[20],1,0,0,1,7,7,3,2,['g109'],Not_Trojan
g110,buf,n17[6],1'b0,1,0,1,1,-1,0,-1,-1,['g110'],Not_Trojan
g111,nor,n955,"n697, n63",2,0,0,0,5,21,2,4,['g111'],Not_Trojan
g112,dff,n26[7],"n1, 1'b1, n0, n1981",4,1,1,1,6,4,0,1,['g112'],Not_Trojan
g113,or,n1963,"n1341, n1671",2,0,0,0,6,15,1,0,['g113'],Not_Trojan
g114,not,n343,n5[25],1,0,0,1,1,15,3,-1,['g114'],Not_Trojan
g115,dff,n34[9],"n1, 1'b1, n0, n1991",4,1,1,1,7,13,0,1,['g115'],Not_Trojan
g116,or,n2151,"n1470, n840",2,0,0,0,6,1,1,0,['g116'],Not_Trojan
g117,dff,n33[25],"n1, 1'b1, n0, n2025",4,1,1,1,7,4,0,1,['g117'],Not_Trojan
g118,or,n1876,"n1253, n1102",2,0,0,0,6,24,1,0,['g118'],Not_Trojan
g119,not,n491,n29[21],1,0,0,1,8,17,3,2,['g119'],Not_Trojan
g120,dff,n15[6],"n1, 1'b1, n0, n2196",4,1,1,1,7,0,0,1,['g120'],Not_Trojan
g121,nor,n1387,"n465, n51",2,0,0,0,4,13,2,3,['g121'],Not_Trojan
g122,dff,n12[29],"n1, 1'b1, n0, n1751",4,1,1,1,7,0,0,1,['g122'],Not_Trojan
g123,not,n159,n28[5],1,0,0,1,8,23,3,2,['g123'],Not_Trojan
g124,or,n2094,"n1425, n1618",2,0,0,0,3,13,1,0,['g124'],Not_Trojan
g125,not,n72,n22[3],1,0,0,1,5,3,3,2,['g125'],Not_Trojan
g126,xnor,n771,"n92, n104",2,0,0,0,7,3,3,3,['g126'],Not_Trojan
g127,nor,n992,"n675, n69",2,0,0,0,5,11,2,4,['g127'],Not_Trojan
g128,nor,n1461,"n494, n61",2,0,0,0,6,20,2,3,['g128'],Not_Trojan
g129,not,n344,n4[4],1,0,0,1,1,15,3,-1,['g129'],Not_Trojan
g130,or,n2202,"n1414, n975",2,0,0,0,6,5,1,0,['g130'],Not_Trojan
g131,dff,n29[4],"n1, 1'b1, n0, n1810",4,1,1,1,7,19,0,1,['g131'],Not_Trojan
g132,not,n253,n13[8],1,0,0,1,8,3,3,2,['g132'],Not_Trojan
g133,not,n2239,n21[29],1,0,0,1,5,11,11,2,['g133'],Trojan
g134,not,n544,n34[2],1,0,0,1,8,13,3,2,['g134'],Not_Trojan
g135,not,n297,n4[3],1,0,0,1,1,15,3,-1,['g135'],Not_Trojan
g136,dff,n29[30],"n1, 1'b1, n0, n2125",4,1,1,1,6,19,0,1,['g136'],Not_Trojan
g137,dff,n31[10],"n1, 1'b1, n0, n1918",4,1,1,1,7,13,0,1,['g137'],Not_Trojan
g138,nor,n1565,"n618, n47",2,0,0,0,5,6,2,3,['g138'],Not_Trojan
g139,or,n2033,"n1140, n1565",2,0,0,0,6,5,1,0,['g139'],Not_Trojan
g140,nor,n1095,"n375, n60",2,0,0,0,5,25,2,3,['g140'],Not_Trojan
g141,buf,n16[5],n15[1],1,0,0,1,8,0,-1,2,['g141'],Not_Trojan
g142,nor,n1593,"n329, n49",2,0,0,0,2,14,2,5,['g142'],Not_Trojan
g143,dff,n26[5],"n1, 1'b1, n0, n2002",4,1,1,1,6,4,0,1,['g143'],Not_Trojan
g144,not,n482,n34[7],1,0,0,1,7,13,3,2,['g144'],Not_Trojan
g145,not,n291,n5[22],1,0,0,1,1,15,3,-1,['g145'],Not_Trojan
g146,nor,n986,"n669, n69",2,0,0,0,5,10,2,4,['g146'],Not_Trojan
g147,dff,n21[3],"n1, 1'b1, n0, n2113",4,1,1,1,4,12,0,1,['g147'],Not_Trojan
g148,nor,n835,"n762, n47",2,0,0,0,5,2,2,4,['g148'],Not_Trojan
g149,dff,n26[28],"n1, 1'b1, n0, n1807",4,1,1,1,6,4,0,1,['g149'],Not_Trojan
g150,dff,n35[14],"n1, 1'b1, n0, n1932",4,1,1,1,6,8,0,1,['g150'],Not_Trojan
g151,buf,n16[10],n15[6],1,0,0,1,8,0,-1,2,['g151'],Not_Trojan
g152,nor,n1084,"n98, n48",2,0,0,0,5,2,2,4,['g152'],Not_Trojan
g153,dff,n10[0],"n1, 1'b1, n0, n2080",4,1,1,1,6,0,0,1,['g153'],Not_Trojan
g154,xnor,n694,"n178, n431",2,0,0,0,9,17,3,3,['g154'],Not_Trojan
g155,or,n2041,"n1389, n1570",2,0,0,0,6,5,1,0,['g155'],Not_Trojan
g156,or,n2053,"n1490, n1575",2,0,0,0,6,5,1,0,['g156'],Not_Trojan
g157,nor,n1676,"n112, n63",2,0,0,0,5,20,2,3,['g157'],Not_Trojan
g158,nor,n1364,"n441, n61",2,0,0,0,6,19,2,3,['g158'],Not_Trojan
g159,dff,n17[1],"n1, 1'b1, n0, n822",4,1,1,1,5,0,0,1,['g159'],Not_Trojan
g160,or,n2135,"n1453, n1654",2,0,0,0,3,14,1,0,['g160'],Not_Trojan
g161,dff,n26[25],"n1, 1'b1, n0, n1816",4,1,1,1,7,4,0,1,['g161'],Not_Trojan
g162,dff,n32[8],"n1, 1'b1, n0, n1842",4,1,1,1,7,21,0,1,['g162'],Not_Trojan
g163,not,n103,n33[11],1,0,0,1,8,7,3,2,['g163'],Not_Trojan
g164,nor,n1414,"n573, n65",2,0,0,0,6,6,2,3,['g164'],Not_Trojan
g165,not,n459,n24[14],1,0,0,1,5,15,3,2,['g165'],Not_Trojan
g166,nor,n1622,"n313, n49",2,0,0,0,2,6,2,5,['g166'],Not_Trojan
g167,nor,n883,"n742, n60",2,0,0,0,5,23,2,3,['g167'],Not_Trojan
g168,dff,n22[1],"n1, 1'b1, n0, n2108",4,1,1,1,4,4,0,1,['g168'],Not_Trojan
g169,dff,n15[5],"n1, 1'b1, n0, n1747",4,1,1,1,7,0,0,1,['g169'],Not_Trojan
g170,nor,n1010,"n350, n818",2,0,0,0,6,6,2,3,['g170'],Not_Trojan
g171,or,n2214,"n1318, n2209",2,0,0,0,6,25,1,0,['g171'],Not_Trojan
g172,not,n418,n24[22],1,0,0,1,5,15,3,2,['g172'],Not_Trojan
g173,nor,n1591,"n294, n49",2,0,0,0,2,14,2,5,['g173'],Not_Trojan
g174,nor,n1221,"n544, n53",2,0,0,0,6,16,2,3,['g174'],Not_Trojan
g175,or,n2027,"n1378, n1563",2,0,0,0,6,5,1,0,['g175'],Not_Trojan
g176,nor,n1391,"n454, n44",2,0,0,0,6,6,2,3,['g176'],Not_Trojan
g177,or,n2168,"n1492, n964",2,0,0,0,6,19,1,0,['g177'],Not_Trojan
g178,dff,n29[7],"n1, 1'b1, n0, n1797",4,1,1,1,7,19,0,1,['g178'],Not_Trojan
g179,dff,n29[11],"n1, 1'b1, n0, n1772",4,1,1,1,7,18,0,1,['g179'],Not_Trojan
g180,dff,n33[22],"n1, 1'b1, n0, n2031",4,1,1,1,6,4,0,1,['g180'],Not_Trojan
g181,or,n822,"n17[1], n820",2,0,0,1,4,1,1,0,['g181'],Not_Trojan
g182,nor,n953,"n806, n63",2,0,0,0,5,21,2,4,['g182'],Not_Trojan
g183,not,n530,n28[21],1,0,0,1,7,22,3,2,['g183'],Not_Trojan
g184,not,n429,n30[26],1,0,0,1,8,16,3,2,['g184'],Not_Trojan
g185,not,n322,n4[30],1,0,0,1,1,14,3,-1,['g185'],Not_Trojan
g186,not,n498,n31[13],1,0,0,1,8,12,3,2,['g186'],Not_Trojan
g187,xnor,n646,"n494, n452",2,0,0,0,9,16,3,3,['g187'],Not_Trojan
g188,or,n1915,"n1301, n934",2,0,0,0,6,25,1,0,['g188'],Not_Trojan
g189,not,n181,n34[6],1,0,0,1,8,13,3,2,['g189'],Not_Trojan
g190,nor,n1253,"n515, n57",2,0,0,0,6,25,2,3,['g190'],Not_Trojan
g191,xnor,n20[0],"n2227, n18[0]",2,0,0,1,5,11,11,2,['g191'],Not_Trojan
g192,not,n211,n35[3],1,0,0,1,7,8,3,2,['g192'],Not_Trojan
g193,dff,n33[23],"n1, 1'b1, n0, n2028",4,1,1,1,7,4,0,1,['g193'],Not_Trojan
g194,or,n2083,"n1421, n1609",2,0,0,0,3,12,1,0,['g194'],Not_Trojan
g195,nor,n1304,"n452, n61",2,0,0,0,6,19,2,3,['g195'],Not_Trojan
g196,dff,n13[10],"n1, 1'b1, n0, n2180",4,1,1,1,7,0,0,1,['g196'],Not_Trojan
g197,nor,n1290,"n159, n57",2,0,0,0,6,26,2,3,['g197'],Not_Trojan
g198,nor,n1485,"n595, n68",2,0,0,0,4,11,2,3,['g198'],Not_Trojan
g199,nor,n1031,"n77, n818",2,0,0,0,6,15,2,3,['g199'],Not_Trojan
g200,or,n1921,"n1302, n1003",2,0,0,0,6,9,1,0,['g200'],Not_Trojan
g201,nor,n1505,"n260, n816",2,0,0,0,6,2,2,3,['g201'],Not_Trojan
g202,xnor,n735,"n21[29], n24[29]",2,0,0,1,5,25,3,2,['g202'],Not_Trojan
g203,not,n511,n29[0],1,0,0,1,8,18,3,2,['g203'],Not_Trojan
g204,not,n81,n21[6],1,0,0,1,5,16,3,2,['g204'],Not_Trojan
g205,xnor,n743,"n547, n368",2,0,0,0,9,22,3,3,['g205'],Not_Trojan
g206,nor,n1616,"n292, n52",2,0,0,0,2,14,2,5,['g206'],Not_Trojan
g207,not,n197,n28[15],1,0,0,1,8,22,3,2,['g207'],Not_Trojan
g208,dff,n11[29],"n1, 1'b1, n0, n1757",4,1,1,1,7,0,0,1,['g208'],Not_Trojan
g209,nor,n1352,"n529, n54",2,0,0,0,4,15,2,3,['g209'],Not_Trojan
g210,or,n2288,"n2233, n2240",2,0,0,0,6,10,10,3,['g210'],Trojan
g211,or,n2055,"n1400, n1576",2,0,0,0,6,5,1,0,['g211'],Not_Trojan
g212,not,n421,n24[3],1,0,0,1,5,16,3,2,['g212'],Not_Trojan
g213,nor,n1228,"n420, n57",2,0,0,0,6,23,2,3,['g213'],Not_Trojan
g214,nor,n829,"n766, n47",2,0,0,0,5,2,2,3,['g214'],Not_Trojan
g215,nor,n1337,"n487, n53",2,0,0,0,6,15,2,3,['g215'],Not_Trojan
g216,nor,n1100,"n90, n59",2,0,0,0,5,25,2,3,['g216'],Not_Trojan
g217,dff,n30[4],"n1, 1'b1, n0, n2063",4,1,1,1,7,18,0,1,['g217'],Not_Trojan
g218,nor,n889,"n747, n63",2,0,0,0,5,21,2,4,['g218'],Not_Trojan
g219,dff,n24[24],"n1, 1'b1, n0, n2096",4,1,1,1,4,11,0,1,['g219'],Not_Trojan
g220,nor,n1637,"n296, n49",2,0,0,0,2,13,2,5,['g220'],Not_Trojan
g221,not,n496,n34[30],1,0,0,1,7,13,3,2,['g221'],Not_Trojan
g222,dff,n29[2],"n1, 1'b1, n0, n1819",4,1,1,1,7,19,0,1,['g222'],Not_Trojan
g223,not,n175,n28[18],1,0,0,1,8,22,3,2,['g223'],Not_Trojan
g224,nor,n1195,"n415, n57",2,0,0,0,6,23,2,3,['g224'],Not_Trojan
g225,dff,n26[30],"n1, 1'b1, n0, n1792",4,1,1,1,6,4,0,1,['g225'],Not_Trojan
g226,not,n448,n32[13],1,0,0,1,7,20,3,2,['g226'],Not_Trojan
g227,dff,n21[24],"n1, 1'b1, n0, n1990",4,1,1,1,4,11,0,1,['g227'],Not_Trojan
g228,or,n2030,"n1042, n1597",2,0,0,0,3,13,1,0,['g228'],Not_Trojan
g229,or,n1873,"n1249, n1101",2,0,0,0,6,24,1,0,['g229'],Not_Trojan
g230,nor,n1419,"n433, n51",2,0,0,0,4,13,2,3,['g230'],Not_Trojan
g231,dff,n14[0],"n1, 1'b1, n0, n2143",4,1,1,1,7,0,0,1,['g231'],Not_Trojan
g232,not,n453,n30[12],1,0,0,1,7,16,3,2,['g232'],Not_Trojan
g233,not,n204,n28[25],1,0,0,1,8,22,3,2,['g233'],Not_Trojan
g234,or,n1773,"n1153, n1535",2,0,0,0,6,1,1,0,['g234'],Not_Trojan
g235,or,n2023,"n1375, n1561",2,0,0,0,6,5,1,0,['g235'],Not_Trojan
g236,nor,n1218,"n448, n58",2,0,0,0,4,23,2,3,['g236'],Not_Trojan
g237,or,n2077,"n1412, n1120",2,0,0,0,5,1,1,0,['g237'],Not_Trojan
g238,or,n1908,"n1290, n1113",2,0,0,0,6,25,1,0,['g238'],Not_Trojan
g239,buf,n12[5],n11[5],1,0,0,1,8,0,-1,2,['g239'],Not_Trojan
g240,xnor,n680,"n544, n208",2,0,0,0,8,12,3,3,['g240'],Not_Trojan
g241,nor,n1500,"n239, n43",2,0,0,0,6,2,2,3,['g241'],Not_Trojan
g242,nor,n974,"n792, n66",2,0,0,0,5,6,2,4,['g242'],Not_Trojan
g243,nor,n838,"n761, n45",2,0,0,0,5,2,2,4,['g243'],Not_Trojan
g244,not,n574,n13[16],1,0,0,1,8,3,3,2,['g244'],Not_Trojan
g245,dff,n13[20],"n1, 1'b1, n0, n2163",4,1,1,1,7,0,0,1,['g245'],Not_Trojan
g246,not,n503,n34[26],1,0,0,1,7,12,3,2,['g246'],Not_Trojan
g247,dff,n32[5],"n1, 1'b1, n0, n1848",4,1,1,1,6,23,0,1,['g247'],Not_Trojan
g248,or,n1937,"n1319, n947",2,0,0,0,6,15,1,0,['g248'],Not_Trojan
g249,nor,n1471,"n184, n61",2,0,0,0,6,20,2,3,['g249'],Not_Trojan
g250,dff,n34[30],"n1, 1'b1, n0, n1956",4,1,1,1,6,14,0,1,['g250'],Not_Trojan
g251,nor,n863,"n802, n48",2,0,0,0,5,2,2,3,['g251'],Not_Trojan
g252,nor,n1136,"n249, n65",2,0,0,0,6,2,2,3,['g252'],Not_Trojan
g253,dff,n31[6],"n1, 1'b1, n0, n1935",4,1,1,1,7,14,0,1,['g253'],Not_Trojan
g254,nor,n1540,"n462, n47",2,0,0,0,5,2,2,3,['g254'],Not_Trojan
g255,dff,n22[7],"n1, 1'b1, n0, n2084",4,1,1,1,4,4,0,1,['g255'],Not_Trojan
g256,or,n1768,"n1149, n1532",2,0,0,0,6,1,1,0,['g256'],Not_Trojan
g257,nor,n895,"n752, n60",2,0,0,0,5,23,2,3,['g257'],Not_Trojan
g258,buf,n16[11],n15[7],1,0,0,1,8,0,-1,2,['g258'],Not_Trojan
g259,nor,n1592,"n274, n49",2,0,0,0,2,14,2,5,['g259'],Not_Trojan
g260,nor,n1335,"n485, n54",2,0,0,0,4,16,2,3,['g260'],Not_Trojan
g261,nor,n1319,"n166, n53",2,0,0,0,6,16,2,3,['g261'],Not_Trojan
g262,or,n2196,"n1517, n1028",2,0,0,0,6,1,1,0,['g262'],Not_Trojan
g263,nor,n1132,"n231, n816",2,0,0,0,6,2,2,3,['g263'],Not_Trojan
g264,xor,n19[3],"n21[3], n22[3]",2,0,0,1,5,11,11,2,['g264'],Not_Trojan
g265,not,n615,n11[4],1,0,0,1,8,3,3,2,['g265'],Not_Trojan
g266,nor,n2210,"n59, n1744",2,0,0,0,5,26,2,3,['g266'],Not_Trojan
g267,nor,n1675,"n408, n63",2,0,0,0,5,20,2,3,['g267'],Not_Trojan
g268,or,n1859,"n1031, n1579",2,0,0,0,3,14,1,0,['g268'],Not_Trojan
g269,not,n168,n31[26],1,0,0,1,8,12,3,2,['g269'],Not_Trojan
g270,dff,n30[13],"n1, 1'b1, n0, n2024",4,1,1,1,6,17,0,1,['g270'],Not_Trojan
g271,dff,n28[14],"n1, 1'b1, n0, n1882",4,1,1,1,7,23,0,1,['g271'],Not_Trojan
g272,nor,n1257,"n405, n67",2,0,0,0,4,6,2,3,['g272'],Not_Trojan
g273,dff,n24[4],"n1, 1'b1, n0, n2128",4,1,1,1,4,11,0,1,['g273'],Not_Trojan
g274,nor,n852,"n720, n47",2,0,0,0,5,2,2,3,['g274'],Not_Trojan
g275,dff,n30[24],"n1, 1'b1, n0, n1983",4,1,1,1,7,17,0,1,['g275'],Not_Trojan
g276,nor,n832,"n781, n47",2,0,0,0,5,6,2,4,['g276'],Not_Trojan
g277,dff,n33[0],"n1, 1'b1, n0, n2073",4,1,1,1,7,4,0,1,['g277'],Not_Trojan
g278,not,n371,n21[26],1,0,0,1,5,14,3,2,['g278'],Not_Trojan
g279,nor,n2199,"n173, n1282",2,0,0,0,2,9,4,7,['g279'],Not_Trojan
g280,not,n463,n26[25],1,0,0,1,8,3,3,2,['g280'],Not_Trojan
g281,or,n1968,"n1342, n1676",2,0,0,0,6,19,1,0,['g281'],Not_Trojan
g282,nor,n1638,"n300, n49",2,0,0,0,2,14,2,5,['g282'],Not_Trojan
g283,not,n342,n9[7],1,0,0,1,1,7,3,-1,['g283'],Not_Trojan
g284,buf,n16[14],1'b0,1,0,1,1,-1,0,-1,-1,['g284'],Not_Trojan
g285,nor,n914,"n642, n56",2,0,0,0,5,16,2,4,['g285'],Not_Trojan
g286,dff,n32[20],"n1, 1'b1, n0, n1821",4,1,1,1,7,21,0,1,['g286'],Not_Trojan
g287,not,n276,n5[14],1,0,0,1,1,15,3,-1,['g287'],Not_Trojan
g288,nor,n869,"n733, n59",2,0,0,0,5,24,2,3,['g288'],Not_Trojan
g289,nor,n1235,"n404, n65",2,0,0,0,6,6,2,3,['g289'],Not_Trojan
