gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,gate_numbers,label
g27,nor,n1705,"n1643, n1610",2,0,0,0,4,7,7,4,['g27'],Not_Trojan
g28,nor,n1686,"n1648, n1610",2,0,0,0,4,5,5,4,['g28'],Not_Trojan
g29,nor,n1685,"n1636, n1610",2,0,0,0,4,5,5,4,['g29'],Not_Trojan
g30,nor,n1684,"n1623, n1609",2,0,0,0,3,9,9,3,['g30'],Not_Trojan
g31,nor,n1683,"n1628, n1610",2,0,0,0,4,5,5,4,['g31'],Not_Trojan
g32,nor,n1682,"n1630, n1609",2,0,0,0,3,9,9,3,['g32'],Not_Trojan
g33,nor,n1681,"n1622, n1610",2,0,0,0,4,5,5,4,['g33'],Not_Trojan
g34,nor,n1680,"n1615, n1609",2,0,0,0,3,9,9,3,['g34'],Not_Trojan
g35,nor,n1679,"n1650, n1609",2,0,0,0,3,9,9,3,['g35'],Not_Trojan
g36,nor,n1678,"n1649, n1610",2,0,0,0,4,5,5,4,['g36'],Not_Trojan
g37,nor,n1677,"n1612, n1610",2,0,0,0,4,5,5,4,['g37'],Not_Trojan
g38,nor,n1676,"n1621, n1609",2,0,0,0,3,9,9,3,['g38'],Not_Trojan
g39,nor,n1727,"n1618, n1609",2,0,0,0,3,6,6,3,['g39'],Not_Trojan
g40,nor,n1675,"n1627, n1609",2,0,0,0,3,9,9,3,['g40'],Not_Trojan
g41,nor,n1674,"n1625, n1609",2,0,0,0,3,9,9,3,['g41'],Not_Trojan
g42,nor,n1673,"n1616, n9[11]",2,0,0,1,2,9,9,2,['g42'],Not_Trojan
g43,nor,n1672,"n1619, n10[11]",2,0,0,1,3,5,5,3,['g43'],Not_Trojan
g44,nor,n1671,"n1624, n9[11]",2,0,0,1,2,9,9,2,['g44'],Not_Trojan
g45,nor,n1670,"n1633, n10[11]",2,0,0,1,3,5,5,3,['g45'],Not_Trojan
g46,nor,n1669,"n1632, n9[11]",2,0,0,1,2,9,9,2,['g46'],Not_Trojan
g47,nor,n1668,"n1644, n9[11]",2,0,0,1,2,9,9,2,['g47'],Not_Trojan
g48,nor,n1667,"n1641, n10[11]",2,0,0,1,3,5,5,3,['g48'],Not_Trojan
g49,nor,n1666,"n1647, n9[11]",2,0,0,1,2,9,9,2,['g49'],Not_Trojan
g50,nor,n1665,"n1629, n10[11]",2,0,0,1,3,5,5,3,['g50'],Not_Trojan
g51,nor,n1664,"n1640, n10[11]",2,0,0,1,3,5,5,3,['g51'],Not_Trojan
g52,nor,n1663,"n1646, n9[11]",2,0,0,1,2,9,9,2,['g52'],Not_Trojan
g53,nor,n1662,"n1635, n10[11]",2,0,0,1,3,5,5,3,['g53'],Not_Trojan
g54,nor,n1661,"n1652, n10[11]",2,0,0,1,3,5,5,3,['g54'],Not_Trojan
g55,nor,n1660,"n1626, n9[11]",2,0,0,1,2,9,9,2,['g55'],Not_Trojan
g56,nor,n1659,"n1613, n10[11]",2,0,0,1,3,5,5,3,['g56'],Not_Trojan
g57,nor,n1658,"n1614, n9[11]",2,0,0,1,2,9,9,2,['g57'],Not_Trojan
g58,nor,n1657,"n1639, n9[11]",2,0,0,1,2,9,9,2,['g58'],Not_Trojan
g59,nor,n1656,"n1631, n10[11]",2,0,0,1,3,5,5,3,['g59'],Not_Trojan
g60,nor,n1655,"n1651, n9[11]",2,0,0,1,2,9,9,2,['g60'],Not_Trojan
g61,nor,n1654,"n1617, n10[11]",2,0,0,1,3,5,5,3,['g61'],Not_Trojan
g62,nor,n1653,"n1645, n1610",2,0,0,0,4,5,5,4,['g62'],Not_Trojan
g63,not,n1652,n10[3],1,0,0,1,2,6,6,2,['g63'],Not_Trojan
g64,not,n1651,n9[1],1,0,0,1,2,10,10,2,['g64'],Not_Trojan
g65,not,n1783,n1,1,0,0,0,-1,11,4,-1,['g65'],Not_Trojan
g66,not,n1650,n1729,1,0,0,0,3,10,10,3,['g66'],Not_Trojan
g67,not,n1649,n1706,1,0,0,0,3,6,6,3,['g67'],Not_Trojan
g68,not,n1648,n1708,1,0,0,0,3,6,6,3,['g68'],Not_Trojan
g69,not,n1647,n9[7],1,0,0,1,2,10,10,2,['g69'],Not_Trojan
g70,not,n1646,n9[6],1,0,0,1,2,10,10,2,['g70'],Not_Trojan
g71,not,n1645,n1710,1,0,0,0,3,6,6,3,['g71'],Not_Trojan
g72,not,n1644,n9[5],1,0,0,1,2,10,10,2,['g72'],Not_Trojan
g73,not,n1643,n1716,1,0,0,0,4,8,8,4,['g73'],Not_Trojan
g74,not,n1642,n1733,1,0,0,0,3,10,10,3,['g74'],Not_Trojan
g75,not,n1641,n10[8],1,0,0,1,2,6,6,2,['g75'],Not_Trojan
g76,not,n1640,n10[2],1,0,0,1,2,6,6,2,['g76'],Not_Trojan
g77,not,n1639,n9[2],1,0,0,1,2,10,10,2,['g77'],Not_Trojan
g78,not,n1638,n1713,1,0,0,0,3,6,6,3,['g78'],Not_Trojan
g79,not,n1637,n1735,1,0,0,0,3,10,10,3,['g79'],Not_Trojan
g80,not,n1636,n1712,1,0,0,0,3,6,6,3,['g80'],Not_Trojan
g81,not,n1635,n10[9],1,0,0,1,2,6,6,2,['g81'],Not_Trojan
g82,not,n1634,n1709,1,0,0,0,3,6,6,3,['g82'],Not_Trojan
g83,not,n1633,n10[10],1,0,0,1,2,6,6,2,['g83'],Not_Trojan
g84,not,n1632,n9[8],1,0,0,1,2,10,10,2,['g84'],Not_Trojan
g85,not,n1631,n10[1],1,0,0,1,2,6,6,2,['g85'],Not_Trojan
g86,not,n1630,n1731,1,0,0,0,3,10,10,3,['g86'],Not_Trojan
g87,not,n1629,n10[4],1,0,0,1,2,6,6,2,['g87'],Not_Trojan
g88,not,n1628,n1714,1,0,0,0,3,6,6,3,['g88'],Not_Trojan
g89,not,n1627,n1737,1,0,0,0,3,10,10,3,['g89'],Not_Trojan
g90,not,n1626,n9[4],1,0,0,1,2,10,10,2,['g90'],Not_Trojan
g91,not,n1625,n1736,1,0,0,0,3,10,10,3,['g91'],Not_Trojan
g92,not,n1624,n9[9],1,0,0,1,2,10,10,2,['g92'],Not_Trojan
g93,not,n1623,n1732,1,0,0,0,3,10,10,3,['g93'],Not_Trojan
g94,not,n1622,n1707,1,0,0,0,3,6,6,3,['g94'],Not_Trojan
g95,not,n1621,n1728,1,0,0,0,3,10,10,3,['g95'],Not_Trojan
g96,not,n1620,n1734,1,0,0,0,3,10,10,3,['g96'],Not_Trojan
g97,not,n1619,n10[5],1,0,0,1,2,6,6,2,['g97'],Not_Trojan
g98,not,n1618,n1738,1,0,0,0,4,7,7,4,['g98'],Not_Trojan
g99,not,n1617,n10[6],1,0,0,1,2,6,6,2,['g99'],Not_Trojan
g100,not,n1616,n9[10],1,0,0,1,2,10,10,2,['g100'],Not_Trojan
g101,not,n1615,n1730,1,0,0,0,3,10,10,3,['g101'],Not_Trojan
g102,not,n1614,n9[3],1,0,0,1,2,10,10,2,['g102'],Not_Trojan
g103,not,n1613,n10[7],1,0,0,1,2,6,6,2,['g103'],Not_Trojan
g104,not,n1612,n1711,1,0,0,0,3,6,6,3,['g104'],Not_Trojan
g105,not,n1611,n1715,1,0,0,0,3,6,6,3,['g105'],Not_Trojan
g106,not,n1610,n10[11],1,0,0,1,3,6,6,3,['g106'],Not_Trojan
g107,not,n1609,n9[11],1,0,0,1,2,7,7,2,['g107'],Not_Trojan
g108,dff,n8[0],"n1, 1'b1, n0, n1597",4,1,1,1,5,0,0,1,['g108'],Not_Trojan
g109,dff,n8[1],"n1, 1'b1, n0, n1599",4,1,1,1,6,0,0,1,['g109'],Not_Trojan
g110,dff,n8[2],"n1, 1'b1, n0, n1596",4,1,1,1,6,0,0,1,['g110'],Not_Trojan
g111,dff,n8[3],"n1, 1'b1, n0, n1605",4,1,1,1,6,0,0,1,['g111'],Not_Trojan
g112,dff,n8[4],"n1, 1'b1, n0, n1604",4,1,1,1,6,0,0,1,['g112'],Not_Trojan
g113,dff,n8[5],"n1, 1'b1, n0, n1603",4,1,1,1,6,0,0,1,['g113'],Not_Trojan
g114,dff,n8[6],"n1, 1'b1, n0, n1602",4,1,1,1,6,0,0,1,['g114'],Not_Trojan
g115,dff,n8[7],"n1, 1'b1, n0, n1601",4,1,1,1,6,0,0,1,['g115'],Not_Trojan
g116,dff,n8[8],"n1, 1'b1, n0, n1606",4,1,1,1,6,0,0,1,['g116'],Not_Trojan
g117,dff,n8[9],"n1, 1'b1, n0, n1594",4,1,1,1,6,0,0,1,['g117'],Not_Trojan
g118,dff,n8[10],"n1, 1'b1, n0, n1598",4,1,1,1,6,0,0,1,['g118'],Not_Trojan
g119,dff,n8[11],"n1, 1'b1, n0, n1583",4,1,1,1,5,0,0,1,['g119'],Not_Trojan
g120,dff,n9[0],"n1, 1'b1, n0, n3[0]",4,1,1,1,1,6,0,1,['g120'],Not_Trojan
g121,dff,n9[1],"n1, 1'b1, n0, n3[1]",4,1,1,1,1,6,0,1,['g121'],Not_Trojan
g122,dff,n9[2],"n1, 1'b1, n0, n3[2]",4,1,1,1,1,6,0,1,['g122'],Not_Trojan
g123,dff,n9[3],"n1, 1'b1, n0, n3[3]",4,1,1,1,1,6,0,1,['g123'],Not_Trojan
g124,dff,n9[4],"n1, 1'b1, n0, n3[4]",4,1,1,1,1,6,0,1,['g124'],Not_Trojan
g125,dff,n9[5],"n1, 1'b1, n0, n3[5]",4,1,1,1,1,6,0,1,['g125'],Not_Trojan
g126,dff,n9[6],"n1, 1'b1, n0, n3[6]",4,1,1,1,1,6,0,1,['g126'],Not_Trojan
g127,dff,n9[7],"n1, 1'b1, n0, n3[7]",4,1,1,1,1,6,0,1,['g127'],Not_Trojan
g128,dff,n9[8],"n1, 1'b1, n0, n3[8]",4,1,1,1,1,6,0,1,['g128'],Not_Trojan
g129,dff,n9[9],"n1, 1'b1, n0, n3[9]",4,1,1,1,1,6,0,1,['g129'],Not_Trojan
g130,dff,n9[10],"n1, 1'b1, n0, n3[10]",4,1,1,1,1,6,0,1,['g130'],Not_Trojan
g131,dff,n9[11],"n1, 1'b1, n0, n3[11]",4,1,1,1,1,4,0,1,['g131'],Not_Trojan
g132,dff,n10[0],"n1, 1'b1, n0, n4[0]",4,1,1,1,1,4,0,1,['g132'],Not_Trojan
g133,dff,n10[1],"n1, 1'b1, n0, n4[1]",4,1,1,1,1,5,0,1,['g133'],Not_Trojan
g134,dff,n10[2],"n1, 1'b1, n0, n4[2]",4,1,1,1,1,5,0,1,['g134'],Not_Trojan
g135,dff,n10[3],"n1, 1'b1, n0, n4[3]",4,1,1,1,1,5,0,1,['g135'],Not_Trojan
g136,dff,n10[4],"n1, 1'b1, n0, n4[4]",4,1,1,1,1,5,0,1,['g136'],Not_Trojan
g137,dff,n10[5],"n1, 1'b1, n0, n4[5]",4,1,1,1,1,5,0,1,['g137'],Not_Trojan
g138,dff,n10[6],"n1, 1'b1, n0, n4[6]",4,1,1,1,1,5,0,1,['g138'],Not_Trojan
g139,dff,n10[7],"n1, 1'b1, n0, n4[7]",4,1,1,1,1,5,0,1,['g139'],Not_Trojan
g140,dff,n10[8],"n1, 1'b1, n0, n4[8]",4,1,1,1,1,5,0,1,['g140'],Not_Trojan
g141,dff,n10[9],"n1, 1'b1, n0, n4[9]",4,1,1,1,1,5,0,1,['g141'],Not_Trojan
g142,dff,n10[10],"n1, 1'b1, n0, n4[10]",4,1,1,1,1,5,0,1,['g142'],Not_Trojan
g143,dff,n1608,"n1, 1'b1, n0, n4[11]",4,1,1,1,1,4,0,1,['g143'],Not_Trojan
g144,dff,n11[0],"n1, 1'b1, n0, n5[0]",4,1,1,1,1,5,0,1,['g144'],Not_Trojan
g145,dff,n11[1],"n1, 1'b1, n0, n5[1]",4,1,1,1,1,5,0,1,['g145'],Not_Trojan
g146,dff,n11[2],"n1, 1'b1, n0, n5[2]",4,1,1,1,1,5,0,1,['g146'],Not_Trojan
g147,dff,n12[0],"n1, 1'b1, n0, n1518",4,1,1,1,4,10,0,1,['g147'],Not_Trojan
g148,dff,n12[1],"n1, 1'b1, n0, n1517",4,1,1,1,4,10,0,1,['g148'],Not_Trojan
g149,dff,n12[2],"n1, 1'b1, n0, n1516",4,1,1,1,4,10,0,1,['g149'],Not_Trojan
g150,dff,n12[3],"n1, 1'b1, n0, n1515",4,1,1,1,4,10,0,1,['g150'],Not_Trojan
g151,dff,n12[4],"n1, 1'b1, n0, n1514",4,1,1,1,4,10,0,1,['g151'],Not_Trojan
g152,dff,n12[5],"n1, 1'b1, n0, n1512",4,1,1,1,4,10,0,1,['g152'],Not_Trojan
g153,dff,n12[6],"n1, 1'b1, n0, n1531",4,1,1,1,4,10,0,1,['g153'],Not_Trojan
g154,dff,n12[7],"n1, 1'b1, n0, n1535",4,1,1,1,4,10,0,1,['g154'],Not_Trojan
g155,dff,n12[8],"n1, 1'b1, n0, n1534",4,1,1,1,4,10,0,1,['g155'],Not_Trojan
g156,dff,n12[9],"n1, 1'b1, n0, n1533",4,1,1,1,4,10,0,1,['g156'],Not_Trojan
g157,dff,n12[10],"n1, 1'b1, n0, n1532",4,1,1,1,4,10,0,1,['g157'],Not_Trojan
g158,dff,n12[11],"n1, 1'b1, n0, n1511",4,1,1,1,4,9,0,1,['g158'],Not_Trojan
g159,dff,n1095,"n1, 1'b1, n0, n1595",4,1,1,0,4,5,0,1,['g159'],Not_Trojan
g160,dff,n7,"n1, 1'b1, n0, n1607",4,1,1,0,6,0,0,1,['g160'],Not_Trojan
g161,dff,n1878,"n1, 1'b1, n0, n2",4,1,1,0,1,8,0,0,['g161'],Not_Trojan
g162,dff,n6,"n1, 1'b1, n0, n1878",4,1,1,0,2,-1,0,1,['g162'],Not_Trojan
g163,or,n1607,"n1529, n1600",2,0,0,0,5,1,1,0,['g163'],Not_Trojan
g164,or,n1606,"n1498, n1593",2,0,0,0,5,1,1,0,['g164'],Not_Trojan
g165,or,n1605,"n1509, n1587",2,0,0,0,5,1,1,0,['g165'],Not_Trojan
g166,or,n1604,"n1507, n1591",2,0,0,0,5,1,1,0,['g166'],Not_Trojan
g167,or,n1603,"n1505, n1590",2,0,0,0,5,1,1,0,['g167'],Not_Trojan
g168,or,n1602,"n1503, n1589",2,0,0,0,5,1,1,0,['g168'],Not_Trojan
g169,or,n1601,"n1501, n1588",2,0,0,0,5,1,1,0,['g169'],Not_Trojan
g170,or,n1600,"n1567, n1586",2,0,0,0,4,2,2,4,['g170'],Not_Trojan
g171,or,n1599,"n1492, n1584",2,0,0,0,5,1,1,0,['g171'],Not_Trojan
g172,or,n1598,"n1494, n1585",2,0,0,0,5,1,1,0,['g172'],Not_Trojan
g173,or,n1597,"n1499, n1592",2,0,0,0,4,1,1,0,['g173'],Not_Trojan
g174,or,n1596,"n1488, n1582",2,0,0,0,5,1,1,0,['g174'],Not_Trojan
g175,or,n1595,"n1299, n1581",2,0,0,0,3,6,1,0,['g175'],Not_Trojan
g176,or,n1594,"n1496, n1580",2,0,0,0,5,1,1,0,['g176'],Not_Trojan
g177,or,n1593,"n1462, n1579",2,0,0,0,4,2,2,4,['g177'],Not_Trojan
g178,or,n1592,"n1463, n1576",2,0,0,0,4,2,2,4,['g178'],Not_Trojan
g179,or,n1591,"n1468, n1578",2,0,0,0,4,2,2,4,['g179'],Not_Trojan
g180,or,n1590,"n1466, n1577",2,0,0,0,4,2,2,4,['g180'],Not_Trojan
g181,or,n1589,"n1465, n1575",2,0,0,0,4,2,2,4,['g181'],Not_Trojan
g182,or,n1588,"n1464, n1574",2,0,0,0,4,2,2,4,['g182'],Not_Trojan
g183,or,n1587,"n1471, n1573",2,0,0,0,4,2,2,4,['g183'],Not_Trojan
g184,nor,n1586,"n1319, n1572",2,0,0,0,3,3,3,3,['g184'],Not_Trojan
g185,or,n1585,"n1460, n1571",2,0,0,0,4,2,2,4,['g185'],Not_Trojan
g186,or,n1584,"n1459, n1570",2,0,0,0,4,2,2,4,['g186'],Not_Trojan
g187,or,n1583,"n1342, n1569",2,0,0,0,4,1,1,0,['g187'],Not_Trojan
g188,or,n1582,"n1458, n1568",2,0,0,0,4,2,2,4,['g188'],Not_Trojan
g189,nor,n1581,"n1373, n1572",2,0,0,0,4,7,2,3,['g189'],Not_Trojan
g190,or,n1580,"n1461, n1566",2,0,0,0,4,2,2,4,['g190'],Not_Trojan
g191,or,n1579,"n1560, n1541",2,0,0,0,6,3,3,6,['g191'],Not_Trojan
g192,or,n1578,"n1564, n1546",2,0,0,0,6,3,3,6,['g192'],Not_Trojan
g193,or,n1577,"n1563, n1545",2,0,0,0,6,3,3,6,['g193'],Not_Trojan
g194,or,n1576,"n1543, n1557",2,0,0,0,6,3,3,6,['g194'],Not_Trojan
g195,or,n1575,"n1562, n1544",2,0,0,0,6,3,3,6,['g195'],Not_Trojan
g196,or,n1574,"n1561, n1542",2,0,0,0,6,3,3,6,['g196'],Not_Trojan
g197,or,n1573,"n1565, n1549",2,0,0,0,6,3,3,6,['g197'],Not_Trojan
g198,or,n1571,"n1558, n1539",2,0,0,0,6,3,3,6,['g198'],Not_Trojan
g199,or,n1570,"n1555, n1537",2,0,0,0,6,3,3,6,['g199'],Not_Trojan
g200,or,n1569,"n1538, n1556",2,0,0,0,6,2,2,6,['g200'],Not_Trojan
g201,or,n1568,"n1554, n1536",2,0,0,0,6,3,3,6,['g201'],Not_Trojan
g202,nor,n1567,"n1320, n1552",2,0,0,0,3,3,3,3,['g202'],Not_Trojan
g203,or,n1566,"n1559, n1540",2,0,0,0,6,3,3,6,['g203'],Not_Trojan
g204,nor,n1572,"n1095, n1553",2,0,0,0,5,4,3,2,['g204'],Not_Trojan
g205,or,n1565,"n1456, n1530",2,0,0,0,5,4,4,5,['g205'],Not_Trojan
g206,or,n1564,"n1453, n1528",2,0,0,0,5,4,4,5,['g206'],Not_Trojan
g207,or,n1563,"n1450, n1527",2,0,0,0,5,4,4,5,['g207'],Not_Trojan
g208,or,n1562,"n1447, n1526",2,0,0,0,5,4,4,5,['g208'],Not_Trojan
g209,or,n1561,"n1444, n1525",2,0,0,0,5,4,4,5,['g209'],Not_Trojan
g210,or,n1560,"n1440, n1524",2,0,0,0,5,4,4,5,['g210'],Not_Trojan
g211,or,n1559,"n1437, n1523",2,0,0,0,5,4,4,5,['g211'],Not_Trojan
g212,or,n1558,"n1432, n1522",2,0,0,0,5,4,4,5,['g212'],Not_Trojan
g213,or,n1557,"n1521, n1433",2,0,0,0,5,4,4,5,['g213'],Not_Trojan
g214,or,n1556,"n1426, n1519",2,0,0,0,5,3,3,5,['g214'],Not_Trojan
g215,or,n1555,"n1425, n1520",2,0,0,0,5,4,4,5,['g215'],Not_Trojan
g216,or,n1554,"n1429, n1513",2,0,0,0,5,4,4,5,['g216'],Not_Trojan
g217,nor,n1553,"n1551, n1550",2,0,0,0,10,5,4,7,['g217'],Not_Trojan
g218,or,n1552,"n1548, n1547",2,0,0,0,9,4,4,9,['g218'],Not_Trojan
g219,nor,n1551,"n1303, n1473",2,0,0,0,9,6,5,6,['g219'],Not_Trojan
g220,nor,n1550,"n1266, n1472",2,0,0,0,9,6,5,6,['g220'],Not_Trojan
g221,or,n1549,"n1455, n1454",2,0,0,0,5,4,4,5,['g221'],Not_Trojan
g222,nor,n1548,"n1306, n1467",2,0,0,0,9,5,5,9,['g222'],Not_Trojan
g223,nor,n1547,"n1265, n1510",2,0,0,0,8,5,5,8,['g223'],Not_Trojan
g224,or,n1546,"n1452, n1451",2,0,0,0,5,4,4,5,['g224'],Not_Trojan
g225,or,n1545,"n1449, n1448",2,0,0,0,5,4,4,5,['g225'],Not_Trojan
g226,or,n1544,"n1446, n1445",2,0,0,0,5,4,4,5,['g226'],Not_Trojan
g227,or,n1543,"n1441, n1436",2,0,0,0,5,4,4,5,['g227'],Not_Trojan
g228,or,n1542,"n1443, n1442",2,0,0,0,5,4,4,5,['g228'],Not_Trojan
g229,or,n1541,"n1439, n1438",2,0,0,0,5,4,4,5,['g229'],Not_Trojan
g230,or,n1540,"n1435, n1434",2,0,0,0,5,4,4,5,['g230'],Not_Trojan
g231,or,n1539,"n1431, n1430",2,0,0,0,5,4,4,5,['g231'],Not_Trojan
g232,or,n1538,"n1428, n1427",2,0,0,0,5,3,3,5,['g232'],Not_Trojan
g233,or,n1537,"n1423, n1424",2,0,0,0,5,4,4,5,['g233'],Not_Trojan
g234,or,n1536,"n1422, n1457",2,0,0,0,5,4,4,5,['g234'],Not_Trojan
g235,or,n1535,"n1292, n1486",2,0,0,0,3,11,1,0,['g235'],Not_Trojan
g236,or,n1534,"n1312, n1485",2,0,0,0,3,11,1,0,['g236'],Not_Trojan
g237,or,n1533,"n1315, n1484",2,0,0,0,3,11,1,0,['g237'],Not_Trojan
g238,or,n1532,"n1295, n1483",2,0,0,0,3,11,1,0,['g238'],Not_Trojan
g239,or,n1531,"n1277, n1475",2,0,0,0,3,11,1,0,['g239'],Not_Trojan
g240,or,n1530,"n1407, n1508",2,0,0,0,5,5,5,5,['g240'],Not_Trojan
g241,or,n1529,"n1470, n1469",2,0,0,0,5,2,2,5,['g241'],Not_Trojan
g242,or,n1528,"n1406, n1506",2,0,0,0,5,5,5,5,['g242'],Not_Trojan
g243,or,n1527,"n1405, n1504",2,0,0,0,5,5,5,5,['g243'],Not_Trojan
g244,or,n1526,"n1404, n1502",2,0,0,0,5,5,5,5,['g244'],Not_Trojan
g245,or,n1525,"n1403, n1500",2,0,0,0,5,5,5,5,['g245'],Not_Trojan
g246,or,n1524,"n1401, n1497",2,0,0,0,5,5,5,5,['g246'],Not_Trojan
g247,or,n1523,"n1400, n1495",2,0,0,0,5,5,5,5,['g247'],Not_Trojan
g248,or,n1522,"n1399, n1493",2,0,0,0,5,5,5,5,['g248'],Not_Trojan
g249,or,n1521,"n1374, n1474",2,0,0,0,4,5,5,4,['g249'],Not_Trojan
g250,or,n1520,"n1420, n1489",2,0,0,0,5,5,5,5,['g250'],Not_Trojan
g251,or,n1519,"n1491, n1490",2,0,0,0,6,4,4,6,['g251'],Not_Trojan
g252,or,n1518,"n1278, n1481",2,0,0,0,3,11,1,0,['g252'],Not_Trojan
g253,or,n1517,"n1275, n1480",2,0,0,0,3,11,1,0,['g253'],Not_Trojan
g254,or,n1516,"n1281, n1479",2,0,0,0,3,11,1,0,['g254'],Not_Trojan
g255,or,n1515,"n1274, n1478",2,0,0,0,3,11,1,0,['g255'],Not_Trojan
g256,or,n1514,"n1296, n1477",2,0,0,0,3,11,1,0,['g256'],Not_Trojan
g257,or,n1513,"n1396, n1487",2,0,0,0,5,5,5,5,['g257'],Not_Trojan
g258,or,n1512,"n1313, n1476",2,0,0,0,3,11,1,0,['g258'],Not_Trojan
g259,or,n1511,"n1304, n1482",2,0,0,0,3,10,1,0,['g259'],Not_Trojan
g260,or,n1510,"n13[15], n1340",2,0,0,1,8,6,6,8,['g260'],Not_Trojan
g261,nor,n1509,"n1252, n1375",2,0,0,0,5,2,2,5,['g261'],Not_Trojan
g262,nor,n1508,"n1192, n1421",2,0,0,0,5,6,6,5,['g262'],Not_Trojan
g263,nor,n1507,"n1181, n1375",2,0,0,0,5,2,2,5,['g263'],Not_Trojan
g264,nor,n1506,"n1182, n1421",2,0,0,0,5,6,6,5,['g264'],Not_Trojan
g265,nor,n1505,"n1177, n1375",2,0,0,0,5,2,2,5,['g265'],Not_Trojan
g266,nor,n1504,"n1167, n1421",2,0,0,0,5,6,6,5,['g266'],Not_Trojan
g267,nor,n1503,"n1186, n1375",2,0,0,0,5,2,2,5,['g267'],Not_Trojan
g268,nor,n1502,"n1255, n1421",2,0,0,0,5,6,6,5,['g268'],Not_Trojan
g269,nor,n1501,"n1258, n1375",2,0,0,0,5,2,2,5,['g269'],Not_Trojan
g270,nor,n1500,"n1199, n1421",2,0,0,0,5,6,6,5,['g270'],Not_Trojan
g271,nor,n1499,"n1210, n1375",2,0,0,0,3,2,2,3,['g271'],Not_Trojan
g272,nor,n1498,"n1173, n1375",2,0,0,0,5,2,2,5,['g272'],Not_Trojan
g273,nor,n1497,"n1253, n1421",2,0,0,0,5,6,6,5,['g273'],Not_Trojan
g274,nor,n1496,"n1257, n1375",2,0,0,0,5,2,2,5,['g274'],Not_Trojan
g275,nor,n1495,"n1189, n1421",2,0,0,0,5,6,6,5,['g275'],Not_Trojan
g276,nor,n1494,"n1176, n1375",2,0,0,0,5,2,2,5,['g276'],Not_Trojan
g277,nor,n1493,"n1196, n1421",2,0,0,0,5,6,6,5,['g277'],Not_Trojan
g278,nor,n1492,"n1185, n1375",2,0,0,0,5,2,2,5,['g278'],Not_Trojan
g279,nor,n1491,"n1254, n1421",2,0,0,0,5,5,5,5,['g279'],Not_Trojan
g280,nor,n1490,"n1195, n1375",2,0,0,0,5,5,5,5,['g280'],Not_Trojan
g281,nor,n1489,"n1174, n1421",2,0,0,0,5,6,6,5,['g281'],Not_Trojan
g282,nor,n1488,"n1191, n1375",2,0,0,0,5,2,2,5,['g282'],Not_Trojan
