gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,gate_numbers,label
g32,not,n1756,n1755,1,0,0,0,9,12,12,6,['g32'],Trojan
g33,nor,n1449,"n1416, n1422",2,0,0,0,12,11,11,9,['g33'],Trojan
g34,nor,n415,"n258, n349",2,0,0,0,10,14,2,3,['g34'],Not_Trojan
g35,nor,n1614,"n1521, n1558",2,0,0,0,6,14,14,3,['g35'],Trojan
g36,nor,n1114,"n960, n1064",2,0,0,0,8,15,15,5,['g36'],Trojan
g37,nor,n1618,"n1520, n1551",2,0,0,0,6,14,14,3,['g37'],Trojan
g38,nor,n520,"n168, n348",2,0,0,0,11,14,2,5,['g38'],Not_Trojan
g39,nor,n3183,"n3095, n3141",2,0,0,0,6,6,6,3,['g39'],Trojan
g40,not,n1874,n22[2],1,0,0,1,5,13,13,2,['g40'],Trojan
g41,xor,n931,"n30[7], n77",2,0,0,1,15,15,4,2,['g41'],Not_Trojan
g42,dff,n25[5],"n1, 1'b1, n0, n581",4,1,1,1,12,9,0,1,['g42'],Not_Trojan
g43,not,n154,n9[1],1,0,0,1,8,5,5,2,['g43'],Not_Trojan
g44,buf,n9[21],1'b0,1,0,1,1,-1,0,-1,-1,['g44'],Not_Trojan
g45,xnor,n1788,"n1747, n1700",2,0,0,0,9,9,9,6,['g45'],Trojan
g46,xnor,n1293,"n1213, n1212",2,0,0,0,8,12,12,5,['g46'],Trojan
g47,nor,n2095,"n1882, n1891",2,0,0,0,6,15,15,3,['g47'],Trojan
g48,buf,n360,n347,1,0,0,0,10,-1,2,4,['g48'],Not_Trojan
g49,nor,n937,"n62, n61",2,0,0,0,15,18,4,3,['g49'],Not_Trojan
g50,or,n556,"n396, n484",2,0,0,0,12,13,1,0,['g50'],Not_Trojan
g51,xnor,n1217,"n1159, n1028",2,0,0,0,7,12,12,4,['g51'],Trojan
g52,xor,n924,"n25[7], n101",2,0,0,1,13,13,4,2,['g52'],Not_Trojan
g53,xnor,n2477,"n2181, n2379",2,0,0,0,9,13,13,6,['g53'],Trojan
g54,xnor,n3037,"n3301, n3285",2,0,0,0,13,8,8,10,['g54'],Trojan
g55,or,n535,"n376, n453",2,0,0,0,12,14,1,0,['g55'],Not_Trojan
g56,xnor,n3028,"n3290, n3274",2,0,0,0,10,10,10,7,['g56'],Trojan
g57,nor,n2153,"n1905, n1929",2,0,0,0,7,18,18,4,['g57'],Trojan
g58,not,n75,n74,1,0,0,0,16,16,6,4,['g58'],Not_Trojan
g59,nor,n2510,"n2368, n2396",2,0,0,0,8,15,15,5,['g59'],Trojan
g60,buf,n12[23],n10[15],1,0,0,1,12,0,-1,2,['g60'],Not_Trojan
g61,xnor,n2654,"n2536, n2459",2,0,0,0,8,14,14,5,['g61'],Trojan
g62,nor,n2025,"n1869, n1878",2,0,0,0,6,11,11,3,['g62'],Trojan
g63,buf,n13[29],n10[5],1,0,0,1,13,0,-1,2,['g63'],Not_Trojan
g64,nor,n426,"n282, n347",2,0,0,0,10,2,2,3,['g64'],Not_Trojan
g65,dff,n20[1],"n1, 1'b1, n0, n847",4,1,1,1,4,6,0,1,['g65'],Not_Trojan
g66,nor,n698,"n111, n659",2,0,0,0,2,7,2,6,['g66'],Not_Trojan
g67,not,n3126,n3285,1,0,0,0,14,7,7,11,['g67'],Trojan
g68,xnor,n1735,"n1673, n1669",2,0,0,0,8,12,12,5,['g68'],Trojan
g69,xnor,n1552,"n3266, n23[2]",2,0,0,1,5,12,12,2,['g69'],Trojan
g70,nor,n2628,"n2524, n2567",2,0,0,0,10,14,14,7,['g70'],Trojan
g71,not,n66,n65,1,0,0,0,17,21,6,4,['g71'],Not_Trojan
g72,buf,n12[7],1'b0,1,0,1,1,-1,0,-1,-1,['g72'],Not_Trojan
g73,nor,n480,"n173, n104",2,0,0,0,12,12,2,5,['g73'],Not_Trojan
g74,not,n998,n997,1,0,0,0,6,16,16,3,['g74'],Trojan
g75,not,n1718,n1717,1,0,0,0,8,12,12,5,['g75'],Trojan
g76,buf,n11[19],n10[3],1,0,0,1,13,0,-1,2,['g76'],Not_Trojan
g77,dff,n26[5],"n1, 1'b1, n0, n571",4,1,1,1,13,8,0,1,['g77'],Not_Trojan
g78,nor,n1698,"n1586, n1649",2,0,0,0,8,12,12,5,['g78'],Trojan
g79,nor,n1495,"n1454, n1494",2,0,0,0,12,10,10,9,['g79'],Trojan
g80,nor,n70,"n30[4], n68",2,0,0,1,15,19,5,2,['g80'],Not_Trojan
g81,not,n3058,n3057,1,0,0,0,15,11,11,12,['g81'],Trojan
g82,or,n1064,"n1021, n1035",2,0,0,0,7,14,14,4,['g82'],Trojan
g83,xnor,n2690,"n2612, n2634",2,0,0,0,10,13,13,7,['g83'],Trojan
g84,not,n2134,n2133,1,0,0,0,7,17,17,4,['g84'],Trojan
g85,not,n3115,n3298,1,0,0,0,13,7,7,10,['g85'],Trojan
g86,or,n557,"n438, n513",2,0,0,0,7,1,1,0,['g86'],Not_Trojan
g87,dff,n26[9],"n1, 1'b1, n0, n565",4,1,1,1,14,11,0,1,['g87'],Not_Trojan
g88,buf,n10[19],1'b0,1,0,1,1,-1,0,-1,-1,['g88'],Not_Trojan
g89,or,n641,"n5[4], n639",2,0,0,1,1,7,5,-1,['g89'],Not_Trojan
g90,xnor,n2394,"n2260, n1997",2,0,0,0,7,16,16,4,['g90'],Trojan
g91,nor,n1391,"n1353, n1351",2,0,0,0,11,12,12,8,['g91'],Trojan
g92,xor,n3270,"n20[6], n21[6]",2,0,0,1,5,16,16,2,['g92'],Trojan
g93,not,n648,n649,1,0,0,0,3,9,3,6,['g93'],Not_Trojan
g94,nor,n2323,"n2281, n2278",2,0,0,0,8,15,15,5,['g94'],Trojan
g95,or,n46,"n30[7], n45",2,0,0,1,15,10,6,2,['g95'],Not_Trojan
g96,not,n1511,n23[5],1,0,0,1,5,16,16,2,['g96'],Trojan
g97,not,n2013,n2012,1,0,0,0,7,18,18,4,['g97'],Trojan
g98,nor,n614,"n231, n524",2,0,0,0,9,4,4,3,['g98'],Not_Trojan
g99,xnor,n1719,"n1642, n1628",2,0,0,0,8,12,12,5,['g99'],Trojan
g100,not,n1777,n1776,1,0,0,0,9,11,11,6,['g100'],Trojan
g101,not,n1025,n1026,1,0,0,0,8,14,14,5,['g101'],Trojan
g102,xnor,n2585,"n2416, n2502",2,0,0,0,8,15,15,5,['g102'],Trojan
g103,not,n1916,n1915,1,0,0,0,7,17,17,4,['g103'],Trojan
g104,or,n846,"n740, n697",2,0,0,0,3,7,1,0,['g104'],Not_Trojan
g105,nor,n501,"n135, n346",2,0,0,0,10,2,2,5,['g105'],Not_Trojan
g106,xnor,n1419,"n1379, n1356",2,0,0,0,9,11,11,6,['g106'],Trojan
g107,not,n286,n30[2],1,0,0,1,15,17,3,2,['g107'],Not_Trojan
g108,nor,n1452,"n1413, n1424",2,0,0,0,12,10,10,9,['g108'],Trojan
g109,not,n2421,n2420,1,0,0,0,8,15,15,5,['g109'],Trojan
g110,nor,n1007,"n976, n988",2,0,0,0,7,12,12,4,['g110'],Trojan
g111,not,n1341,n1340,1,0,0,0,10,12,12,7,['g111'],Trojan
g112,nor,n1466,"n1441, n1447",2,0,0,0,11,9,9,8,['g112'],Trojan
g113,xnor,n2410,"n2259, n2010",2,0,0,0,7,14,14,4,['g113'],Trojan
g114,nor,n1342,"n1277, n1311",2,0,0,0,9,12,12,6,['g114'],Trojan
g115,nor,n797,"n217, n655",2,0,0,0,3,4,4,3,['g115'],Not_Trojan
g116,nor,n2941,"n2914, n2931",2,0,0,0,13,9,9,10,['g116'],Trojan
g117,or,n569,"n405, n476",2,0,0,0,12,9,1,0,['g117'],Not_Trojan
g118,nor,n1369,"n1255, n1323",2,0,0,0,9,11,11,6,['g118'],Trojan
g119,not,n152,n31[10],1,0,0,1,9,3,3,6,['g119'],Not_Trojan
g120,xnor,n1228,"n1028, n1145",2,0,0,0,7,15,15,4,['g120'],Trojan
g121,xor,n3286,"n2882, n2953",2,0,0,0,12,8,8,9,['g121'],Trojan
g122,nor,n813,"n192, n665",2,0,0,0,3,4,4,3,['g122'],Not_Trojan
g123,not,n1811,n1810,1,0,0,0,12,12,12,9,['g123'],Trojan
g124,not,n227,n10[15],1,0,0,1,12,3,3,2,['g124'],Not_Trojan
g125,nor,n507,"n149, n346",2,0,0,0,10,2,2,5,['g125'],Not_Trojan
g126,xnor,n1173,"n1017, n1098",2,0,0,0,7,13,13,4,['g126'],Trojan
g127,nor,n2565,"n2467, n2492",2,0,0,0,9,15,15,6,['g127'],Trojan
g128,not,n3084,n3286,1,0,0,0,13,7,7,10,['g128'],Trojan
g129,xnor,n328,"n208, n186",2,0,0,0,6,12,3,3,['g129'],Not_Trojan
g130,nor,n2811,"n2733, n2765",2,0,0,0,11,12,12,8,['g130'],Trojan
g131,not,n2919,n2918,1,0,0,0,13,11,11,10,['g131'],Trojan
g132,xnor,n2249,"n2055, n2079",2,0,0,0,7,16,16,4,['g132'],Trojan
g133,nor,n611,"n320, n351",2,0,0,0,9,7,1,0,['g133'],Not_Trojan
g134,not,n1912,n1911,1,0,0,0,7,16,16,4,['g134'],Trojan
g135,not,n2417,n2416,1,0,0,0,8,15,15,5,['g135'],Trojan
g136,nor,n1682,"n1663, n1630",2,0,0,0,8,12,12,5,['g136'],Trojan
g137,nor,n1810,"n1783, n1800",2,0,0,0,11,10,10,8,['g137'],Trojan
g138,not,n69,n68,1,0,0,0,17,19,6,4,['g138'],Not_Trojan
g139,or,n895,"n886, n884",2,0,0,0,5,2,2,5,['g139'],Not_Trojan
g140,nor,n1683,"n1627, n1648",2,0,0,0,8,13,13,5,['g140'],Trojan
g141,or,n43,"n30[1], n41",2,0,0,1,15,13,9,2,['g141'],Not_Trojan
g142,xnor,n1295,"n1203, n1220",2,0,0,0,8,13,13,5,['g142'],Trojan
g143,nor,n3186,"n3079, n3141",2,0,0,0,6,6,6,3,['g143'],Trojan
g144,nor,n464,"n142, n104",2,0,0,0,10,17,2,5,['g144'],Not_Trojan
g145,nor,n812,"n122, n654",2,0,0,0,4,4,4,3,['g145'],Not_Trojan
g146,xnor,n1795,"n1729, n1759",2,0,0,0,9,10,10,6,['g146'],Trojan
g147,nor,n719,"n195, n651",2,0,0,0,3,8,2,3,['g147'],Not_Trojan
g148,nor,n1919,"n1885, n1889",2,0,0,0,6,16,16,3,['g148'],Trojan
g149,nor,n370,"n237, n103",2,0,0,0,13,10,2,3,['g149'],Not_Trojan
g150,dff,n29[9],"n1, 1'b1, n0, n528",4,1,1,1,13,15,0,1,['g150'],Not_Trojan
g151,nor,n1406,"n1370, n1376",2,0,0,0,10,10,10,7,['g151'],Trojan
g152,not,n174,n927,1,0,0,0,15,14,3,4,['g152'],Not_Trojan
g153,or,n1536,"n1516, n1518",2,0,0,0,6,12,12,3,['g153'],Trojan
g154,or,n599,"n428, n508",2,0,0,0,11,1,1,0,['g154'],Not_Trojan
g155,nor,n3063,"n3037, n3062",2,0,0,0,14,10,10,11,['g155'],Trojan
g156,nor,n1610,"n1521, n1552",2,0,0,0,6,14,14,3,['g156'],Trojan
g157,or,n870,"n800, n799",2,0,0,0,5,3,3,4,['g157'],Not_Trojan
g158,nor,n1258,"n1212, n1213",2,0,0,0,8,11,11,5,['g158'],Trojan
g159,or,n299,"n5[27], n5[26]",2,0,0,1,1,13,12,-1,['g159'],Not_Trojan
g160,nor,n1050,"n948, n1034",2,0,0,0,8,15,15,5,['g160'],Trojan
g161,nor,n2325,"n2190, n2317",2,0,0,0,9,16,16,6,['g161'],Trojan
g162,nor,n720,"n207, n651",2,0,0,0,3,8,2,3,['g162'],Not_Trojan
g163,nor,n759,"n220, n658",2,0,0,0,4,8,2,3,['g163'],Not_Trojan
g164,nor,n1408,"n943, n1382",2,0,0,0,10,11,11,7,['g164'],Trojan
g165,nor,n1817,"n1771, n1798",2,0,0,0,10,10,10,7,['g165'],Trojan
g166,not,n2054,n2053,1,0,0,0,7,17,17,4,['g166'],Trojan
g167,or,n842,"n736, n693",2,0,0,0,3,7,1,0,['g167'],Not_Trojan
g168,nor,n1262,"n1172, n1239",2,0,0,0,9,12,12,6,['g168'],Trojan
g169,or,n886,"n812, n811",2,0,0,0,5,3,3,4,['g169'],Not_Trojan
g170,nor,n3008,"n3291, n3275",2,0,0,0,11,11,11,8,['g170'],Trojan
g171,or,n652,"n523, n647",2,0,0,0,4,4,4,7,['g171'],Not_Trojan
g172,nor,n476,"n147, n102",2,0,0,0,11,10,2,3,['g172'],Not_Trojan
g173,not,n1525,n23[1],1,0,0,1,5,14,14,2,['g173'],Trojan
g174,dff,n29[2],"n1, 1'b1, n0, n540",4,1,1,1,9,9,0,1,['g174'],Not_Trojan
g175,xnor,n2918,"n2883, n2870",2,0,0,0,12,10,10,9,['g175'],Trojan
g176,buf,n17[5],1'b0,1,0,1,1,-1,0,-1,-1,['g176'],Not_Trojan
g177,dff,n9[3],"n1, 1'b1, n0, n917",4,1,1,1,7,0,0,1,['g177'],Not_Trojan
g178,nor,n2784,"n2712, n2748",2,0,0,0,11,9,9,8,['g178'],Trojan
g179,xnor,n1789,"n1749, n1735",2,0,0,0,9,11,11,6,['g179'],Trojan
g180,nor,n2897,"n2775, n2872",2,0,0,0,11,11,11,8,['g180'],Trojan
g181,nor,n1971,"n1865, n1861",2,0,0,0,6,17,17,3,['g181'],Trojan
g182,xnor,n2543,"n2410, n2400",2,0,0,0,8,13,13,5,['g182'],Trojan
g183,nor,n2367,"n2204, n2290",2,0,0,0,9,14,14,6,['g183'],Trojan
g184,buf,n11[7],1'b0,1,0,1,1,-1,0,-1,-1,['g184'],Not_Trojan
g185,nor,n2327,"n2195, n2299",2,0,0,0,9,16,16,6,['g185'],Trojan
g186,nor,n2866,"n2792, n2851",2,0,0,0,12,10,10,9,['g186'],Trojan
g187,nor,n2352,"n2196, n2292",2,0,0,0,9,16,16,6,['g187'],Trojan
g188,xnor,n2252,"n2075, n1943",2,0,0,0,7,15,15,4,['g188'],Trojan
g189,dff,n26[1],"n1, 1'b1, n0, n623",4,1,1,1,13,6,0,1,['g189'],Not_Trojan
g190,not,n1479,n1478,1,0,0,0,10,10,10,7,['g190'],Trojan
g191,xnor,n1251,"n1178, n1090",2,0,0,0,9,13,13,6,['g191'],Trojan
g192,not,n3116,n3293,1,0,0,0,12,7,7,9,['g192'],Trojan
g193,nor,n1164,"n1050, n1119",2,0,0,0,9,14,14,6,['g193'],Trojan
g194,not,n103,n104,1,0,0,0,12,8,3,5,['g194'],Not_Trojan
g195,nor,n455,"n133, n102",2,0,0,0,10,18,2,5,['g195'],Not_Trojan
g196,xnor,n2398,"n2258, n2104",2,0,0,0,7,15,15,4,['g196'],Trojan
g197,nor,n621,"n154, n524",2,0,0,0,9,4,4,3,['g197'],Not_Trojan
g198,dff,n28[15],"n1, 1'b1, n0, n534",4,1,1,1,11,16,0,1,['g198'],Not_Trojan
g199,not,n319,n318,1,0,0,0,9,9,3,3,['g199'],Not_Trojan
g200,nor,n1797,"n1778, n1772",2,0,0,0,10,10,10,7,['g200'],Trojan
g201,nor,n2573,"n2432, n2485",2,0,0,0,8,14,14,5,['g201'],Trojan
g202,nor,n1925,"n1867, n1881",2,0,0,0,6,18,18,3,['g202'],Trojan
g203,not,n2270,n2269,1,0,0,0,8,17,17,5,['g203'],Trojan
g204,dff,n26[14],"n1, 1'b1, n0, n560",4,1,1,1,13,8,0,1,['g204'],Not_Trojan
g205,nor,n2778,"n2707, n2741",2,0,0,0,11,11,11,8,['g205'],Trojan
g206,xnor,n1457,"n1423, n1413",2,0,0,0,11,9,9,8,['g206'],Trojan
g207,or,n1063,"n1024, n1033",2,0,0,0,7,15,15,4,['g207'],Trojan
g208,nor,n357,"n104, n334",2,0,0,0,7,14,2,4,['g208'],Not_Trojan
g209,not,n223,n17[4],1,0,0,1,9,3,3,2,['g209'],Not_Trojan
g210,dff,n23[7],"n1, 1'b1, n0, n883",4,1,1,1,4,6,0,1,['g210'],Not_Trojan
g211,xnor,n2981,"n22[3], n23[3]",2,0,0,1,5,16,16,2,['g211'],Trojan
g212,nor,n1273,"n1221, n1216",2,0,0,0,9,16,16,6,['g212'],Trojan
g213,not,n2956,n23[2],1,0,0,1,5,18,18,2,['g213'],Trojan
g214,dff,n26[6],"n1, 1'b1, n0, n569",4,1,1,1,13,8,0,1,['g214'],Not_Trojan
g215,xor,n3262,"n3036, n3064",2,0,0,0,14,8,8,11,['g215'],Trojan
g216,not,n1422,n1421,1,0,0,0,11,10,10,8,['g216'],Trojan
g217,nor,n2187,"n1968, n1970",2,0,0,0,8,17,17,5,['g217'],Trojan
g218,nor,n424,"n235, n347",2,0,0,0,10,2,2,3,['g218'],Not_Trojan
g219,dff,n21[6],"n1, 1'b1, n0, n832",4,1,1,1,4,6,0,1,['g219'],Not_Trojan
g220,xnor,n2638,"n2408, n2557",2,0,0,0,8,14,14,5,['g220'],Trojan
g221,nor,n3044,"n3026, n3043",2,0,0,0,12,11,11,9,['g221'],Trojan
g222,not,n2887,n2886,1,0,0,0,13,12,12,10,['g222'],Trojan
g223,nor,n1741,"n1656, n1713",2,0,0,0,8,11,11,5,['g223'],Trojan
g224,nor,n1277,"n1223, n1217",2,0,0,0,8,13,13,5,['g224'],Trojan
g225,not,n287,n10[14],1,0,0,1,12,3,3,2,['g225'],Not_Trojan
g226,not,n1714,n1713,1,0,0,0,8,11,11,5,['g226'],Trojan
g227,nor,n3199,"n3125, n3142",2,0,0,0,6,6,6,3,['g227'],Trojan
g228,nor,n1911,"n1885, n1888",2,0,0,0,6,15,15,3,['g228'],Trojan
g229,not,n2464,n2463,1,0,0,0,8,14,14,5,['g229'],Trojan
g230,not,n1586,n1585,1,0,0,0,7,13,13,4,['g230'],Trojan
g231,xnor,n1360,"n1295, n1245",2,0,0,0,9,12,12,6,['g231'],Trojan
g232,nor,n1383,"n1191, n1362",2,0,0,0,9,12,12,6,['g232'],Trojan
g233,nor,n1539,"n1519, n1538",2,0,0,0,6,14,14,3,['g233'],Trojan
g234,nor,n1565,"n1519, n1533",2,0,0,0,6,14,14,3,['g234'],Trojan
g235,nor,n1125,"n956, n1089",2,0,0,0,7,14,14,4,['g235'],Trojan
g236,nor,n2118,"n1879, n1878",2,0,0,0,6,15,15,3,['g236'],Trojan
g237,not,n1862,n23[7],1,0,0,1,5,14,14,2,['g237'],Trojan
g238,xnor,n527,"n348, n25[0]",2,0,0,1,11,13,1,0,['g238'],Not_Trojan
g239,nor,n2437,"n2180, n2349",2,0,0,0,8,11,11,5,['g239'],Trojan
g240,nor,n770,"n206, n655",2,0,0,0,3,4,4,3,['g240'],Not_Trojan
g241,nor,n2021,"n1864, n1877",2,0,0,0,6,18,18,3,['g241'],Trojan
g242,nor,n3188,"n3086, n3142",2,0,0,0,6,6,6,3,['g242'],Trojan
g243,nor,n1078,"n958, n1040",2,0,0,0,8,11,11,5,['g243'],Trojan
g244,not,n117,n27[0],1,0,0,1,5,3,3,2,['g244'],Not_Trojan
g245,xnor,n2234,"n1957, n1971",2,0,0,0,7,16,16,4,['g245'],Trojan
g246,nor,n1190,"n1017, n1171",2,0,0,0,7,14,14,4,['g246'],Trojan
g247,xnor,n1225,"n1030, n1138",2,0,0,0,7,13,13,4,['g247'],Trojan
g248,buf,n12[12],n10[4],1,0,0,1,13,0,-1,2,['g248'],Not_Trojan
g249,not,n965,n20[4],1,0,0,1,5,16,16,2,['g249'],Trojan
g250,dff,n26[11],"n1, 1'b1, n0, n562",4,1,1,1,13,11,0,1,['g250'],Not_Trojan
g251,nor,n431,"n277, n347",2,0,0,0,10,2,2,3,['g251'],Not_Trojan
g252,buf,n12[21],n10[13],1,0,0,1,13,0,-1,2,['g252'],Not_Trojan
g253,not,n1180,n1179,1,0,0,0,9,12,12,6,['g253'],Trojan
g254,xnor,n1017,"n997, n978",2,0,0,0,6,9,9,3,['g254'],Trojan
g255,or,n606,"n397, n488",2,0,0,0,13,15,1,0,['g255'],Not_Trojan
g256,not,n2072,n2071,1,0,0,0,7,17,17,4,['g256'],Trojan
g257,dff,n10[14],"n1, 1'b1, n0, n588",4,1,1,1,11,0,0,1,['g257'],Not_Trojan
g258,nor,n1139,"n1051, n1105",2,0,0,0,9,14,14,6,['g258'],Trojan
g259,nor,n2310,"n2002, n2165",2,0,0,0,8,16,16,5,['g259'],Trojan
g260,nor,n817,"n189, n656",2,0,0,0,4,4,4,3,['g260'],Not_Trojan
g261,or,n363,"n26[12], n343",2,0,0,1,15,8,8,2,['g261'],Not_Trojan
g262,buf,n11[1],1'b0,1,0,1,1,-1,0,-1,-1,['g262'],Not_Trojan
g263,not,n167,n929,1,0,0,0,15,15,3,4,['g263'],Not_Trojan
g264,not,n2552,n2551,1,0,0,0,9,15,15,6,['g264'],Trojan
g265,xnor,n1244,"n1028, n1152",2,0,0,0,7,12,12,4,['g265'],Trojan
g266,nor,n795,"n130, n665",2,0,0,0,3,4,4,3,['g266'],Not_Trojan
g267,not,n2998,n3301,1,0,0,0,13,11,11,10,['g267'],Trojan
g268,or,n337,"n18[0], n319",2,0,0,1,10,9,5,2,['g268'],Not_Trojan
g269,nor,n3131,"n3316, n32[9]",2,0,0,1,13,8,8,10,['g269'],Trojan
g270,nor,n3180,"n3113, n3142",2,0,0,0,6,6,6,3,['g270'],Trojan
g271,nor,n2033,"n1885, n1870",2,0,0,0,6,16,16,3,['g271'],Trojan
g272,nor,n3045,"n3013, n3044",2,0,0,0,12,10,10,9,['g272'],Trojan
g273,nor,n1386,"n1366, n1360",2,0,0,0,10,11,11,7,['g273'],Trojan
g274,not,n283,n9[2],1,0,0,1,8,5,5,2,['g274'],Not_Trojan
g275,nor,n3209,"n3094, n3155",2,0,0,0,6,6,6,3,['g275'],Trojan
g276,nor,n2443,"n2378, n2360",2,0,0,0,9,13,13,6,['g276'],Trojan
g277,xnor,n1733,"n1675, n1648",2,0,0,0,8,12,12,5,['g277'],Trojan
g278,nor,n784,"n181, n652",2,0,0,0,5,3,3,3,['g278'],Not_Trojan
g279,not,n2272,n2271,1,0,0,0,8,13,13,5,['g279'],Trojan
g280,nor,n1937,"n1892, n1888",2,0,0,0,6,17,17,3,['g280'],Trojan
g281,nor,n1130,"n959, n1064",2,0,0,0,8,17,17,5,['g281'],Trojan
g282,nor,n1168,"n1080, n1123",2,0,0,0,8,13,13,5,['g282'],Trojan
g283,or,n844,"n738, n695",2,0,0,0,3,7,1,0,['g283'],Not_Trojan
g284,nor,n2439,"n2328, n2326",2,0,0,0,11,17,17,8,['g284'],Trojan
g285,nor,n450,"n135, n104",2,0,0,0,10,21,2,5,['g285'],Not_Trojan
g286,not,n2659,n2658,1,0,0,0,10,15,15,7,['g286'],Trojan
g287,not,n2431,n2430,1,0,0,0,8,15,15,5,['g287'],Trojan
g288,nor,n1991,"n1863, n1878",2,0,0,0,6,16,16,3,['g288'],Trojan
g289,not,n271,n29[3],1,0,0,1,10,8,3,2,['g289'],Not_Trojan
g290,not,n2589,n2588,1,0,0,0,11,12,12,8,['g290'],Trojan
g291,nor,n2204,"n2066, n1912",2,0,0,0,8,15,15,5,['g291'],Trojan
g292,xnor,n1399,"n1358, n1280",2,0,0,0,9,9,9,6,['g292'],Trojan
g293,nor,n755,"n150, n658",2,0,0,0,4,8,2,3,['g293'],Not_Trojan
g294,not,n1602,n1601,1,0,0,0,7,11,11,4,['g294'],Trojan
g295,nor,n1642,"n1548, n1589",2,0,0,0,7,13,13,4,['g295'],Trojan
g296,nor,n800,"n214, n654",2,0,0,0,4,4,4,3,['g296'],Not_Trojan
g297,nor,n1105,"n946, n1062",2,0,0,0,8,15,15,5,['g297'],Trojan
g298,xor,n3267,"n20[3], n21[3]",2,0,0,1,5,14,14,2,['g298'],Trojan
g299,nor,n3212,"n3073, n3155",2,0,0,0,6,6,6,3,['g299'],Trojan
g300,nor,n2636,"n2509, n2566",2,0,0,0,10,13,13,7,['g300'],Trojan
g301,nor,n474,"n232, n102",2,0,0,0,12,13,2,3,['g301'],Not_Trojan
g302,xnor,n2385,"n2273, n2226",2,0,0,0,8,15,15,5,['g302'],Trojan
g303,not,n278,n29[13],1,0,0,1,14,11,3,2,['g303'],Not_Trojan
g304,not,n2078,n2077,1,0,0,0,7,14,14,4,['g304'],Trojan
g305,nor,n392,"n204, n105",2,0,0,0,11,16,2,3,['g305'],Not_Trojan
g306,nor,n684,"n113, n650",2,0,0,0,2,8,2,7,['g306'],Not_Trojan
g307,not,n1265,n1264,1,0,0,0,10,13,13,7,['g307'],Trojan
g308,not,n141,n10[4],1,0,0,1,13,3,3,2,['g308'],Not_Trojan
g309,nor,n2139,"n1882, n1866",2,0,0,0,6,10,10,3,['g309'],Trojan
