gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel,gate_numbers,label
g23,dff,n14[0],"1'b1, 1'b1, n0, n281",4,1,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g23'],Not_Trojan
g24,xnor,n3[7],"n491, n6[0]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,1,0,0,20,0,3,9,0,2,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,['g24'],Not_Trojan
g25,nor,n466,"n203, n453",2,0,0,0,3,3,2,3,0,1,0,1,0,0,0,0,0,0,27,0,16,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,['g25'],Not_Trojan
g26,nor,n306,"n250, n193",2,0,0,0,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,['g26'],Not_Trojan
g27,dff,n10[9],"1'b1, 1'b1, n0, n365",4,1,1,1,4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g27'],Not_Trojan
g28,dff,n10[2],"1'b1, 1'b1, n0, n363",4,1,1,1,4,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g28'],Not_Trojan
g29,dff,n10[15],"1'b1, 1'b1, n0, n346",4,1,1,1,4,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g29'],Not_Trojan
g30,nor,n162,"n10[7], n160",2,0,0,1,5,25,4,2,0,0,0,3,1,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,['g30'],Not_Trojan
g31,not,n134,n10[5],1,0,0,1,5,27,5,2,0,0,0,58,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g31'],Not_Trojan
g32,or,n41,"n10[13], n10[12]",2,0,0,1,5,19,13,2,0,10,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,['g32'],Not_Trojan
g33,or,n553,"n17[5], n1",2,0,0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['g33'],Trojan
g34,not,n39,n10[7],1,0,0,1,5,20,14,2,0,9,0,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g34'],Not_Trojan
g35,nor,n301,"n193, n11[0]",2,0,0,1,2,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,['g35'],Not_Trojan
g36,not,n497,n520,1,0,0,0,7,15,9,4,0,6,0,13,3,0,0,0,0,0,11,0,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g36'],Not_Trojan
g37,or,n472,"n445, n462",2,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,54,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,['g37'],Not_Trojan
g38,or,n26,"n15[11], n15[10]",2,0,0,1,4,21,15,2,0,12,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,['g38'],Not_Trojan
g39,not,n204,n16[55],1,0,0,1,3,4,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g39'],Not_Trojan
g40,nor,n157,"n134, n155",2,0,0,0,6,26,4,3,0,0,0,58,29,0,1,0,0,0,0,0,5,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,['g40'],Not_Trojan
g41,nor,n377,"n233, n332",2,0,0,0,3,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,22,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,['g41'],Not_Trojan
g42,or,n332,"n193, n197",2,0,0,0,2,6,2,-1,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,['g42'],Not_Trojan
g43,nor,n562,"n539, n1",2,0,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,['g43'],Trojan
g44,buf,n3[5],n3[7],1,0,0,1,7,0,-1,3,0,0,0,0,0,0,0,0,0,0,20,0,3,9,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g44'],Not_Trojan
g45,nor,n465,"n201, n453",2,0,0,0,3,3,2,3,0,1,0,1,0,0,0,0,0,0,27,0,16,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,['g45'],Not_Trojan
g46,nor,n191,"n12[2], n189",2,0,0,1,4,22,6,2,0,0,0,5,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,['g46'],Not_Trojan
g47,not,n262,n15[8],1,0,0,1,4,14,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g47'],Not_Trojan
g48,nor,n174,"n10[11], n172",2,0,0,1,5,24,4,2,0,0,0,3,1,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,['g48'],Not_Trojan
g49,or,n419,"n242, n380",2,0,0,0,5,12,6,3,0,6,0,11,2,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,['g49'],Not_Trojan
g50,nor,n323,"n261, n194",2,0,0,0,5,13,3,3,0,0,0,3,0,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,['g50'],Not_Trojan
g51,dff,n15[0],"1'b1, 1'b1, n0, n401",4,1,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g51'],Not_Trojan
g52,not,n259,n15[9],1,0,0,1,4,14,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g52'],Not_Trojan
g53,not,n243,n11[2],1,0,0,1,7,9,3,2,0,22,0,60,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g53'],Not_Trojan
g54,nor,n528,"n112, n113",2,0,0,0,5,15,5,3,0,0,0,4,1,0,0,0,0,0,0,0,19,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,['g54'],Not_Trojan
g55,not,n186,n12[0],1,0,0,1,4,23,7,2,0,0,0,18,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g55'],Not_Trojan
g56,nor,n501,"n145, n144",2,0,0,0,6,27,3,3,0,0,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,['g56'],Not_Trojan
g57,dff,n17[15],"1'b1, 1'b1, n0, n554",4,1,1,1,2,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g57'],Trojan
g58,not,n120,n119,1,0,0,0,6,16,7,4,0,0,0,28,9,0,1,0,0,0,0,0,11,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g58'],Not_Trojan
g59,not,n544,n17[10],1,0,0,1,3,12,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g59'],Trojan
g60,nor,n294,"n218, n498",2,0,0,0,6,13,3,4,0,0,0,3,0,0,0,0,0,0,7,0,20,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,['g60'],Not_Trojan
g61,not,n251,n12[3],1,0,0,1,4,15,4,2,0,6,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g61'],Not_Trojan
g62,or,n554,"n17[16], n1",2,0,0,1,1,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['g62'],Trojan
g63,dff,n5[4],"1'b1, 1'b1, n0, n305",4,1,1,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g63'],Not_Trojan
g64,not,n90,n89,1,0,0,0,6,17,7,4,0,0,0,128,39,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g64'],Not_Trojan
g65,nor,n384,"n193, n337",2,0,0,0,2,14,1,0,0,0,0,1,0,0,0,0,0,0,14,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,['g65'],Not_Trojan
g66,dff,n8[1],"1'b1, 1'b1, n0, n405",4,1,1,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g66'],Not_Trojan
g67,dff,n10[14],"1'b1, 1'b1, n0, n379",4,1,1,1,4,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g67'],Not_Trojan
g68,nor,n115,"n15[10], n113",2,0,0,1,4,15,6,2,0,0,0,5,1,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,['g68'],Not_Trojan
g69,nor,n107,"n80, n105",2,0,0,0,5,16,6,3,0,0,0,78,23,0,1,0,0,0,0,0,7,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,['g69'],Not_Trojan
g70,not,n161,n160,1,0,0,0,7,26,5,4,0,0,0,46,24,0,1,0,0,0,0,0,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g70'],Not_Trojan
g71,not,n218,n528,1,0,0,0,6,14,4,4,0,0,0,3,1,0,0,0,0,0,0,0,19,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g71'],Not_Trojan
g72,dff,n15[8],"1'b1, 1'b1, n0, n394",4,1,1,1,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g72'],Not_Trojan
g73,buf,n3[41],n3[47],1,0,0,1,7,0,-1,3,0,0,0,0,0,0,0,0,0,0,20,0,3,9,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g73'],Not_Trojan
g74,not,n40,n10[6],1,0,0,1,5,20,14,2,0,9,0,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g74'],Not_Trojan
g75,nor,n70,"n64, n68",2,0,0,0,5,8,8,3,0,28,0,35,4,0,3,8,0,0,2,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g75'],Not_Trojan
g76,nor,n351,"n323, n289",2,0,0,0,6,12,2,4,0,0,0,2,0,0,0,0,0,0,14,0,16,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g76'],Not_Trojan
g77,nor,n413,"n240, n361",2,0,0,0,7,19,3,5,0,0,0,3,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,['g77'],Not_Trojan
g78,or,n380,"n278, n357",2,0,0,0,4,13,7,3,0,7,0,11,2,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g78'],Not_Trojan
g79,nor,n424,"n381, n411",2,0,0,0,4,7,6,3,0,18,0,18,1,0,0,0,0,0,22,0,9,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g79'],Not_Trojan
g80,dff,n12[3],"1'b1, 1'b1, n0, n431",4,1,1,1,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g80'],Not_Trojan
g81,xnor,n481,"n11[0], n12[0]",2,0,0,1,4,4,-1,2,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,['g81'],Not_Trojan
g82,dff,n6[48],"1'b1, 1'b1, n0, n471",4,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g82'],Not_Trojan
g83,not,n200,n16[39],1,0,0,1,3,4,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g83'],Not_Trojan
g84,nor,n28,"n19, n21",2,0,0,0,5,22,16,3,0,10,0,16,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g84'],Not_Trojan
g85,dff,n10[5],"1'b1, 1'b1, n0, n366",4,1,1,1,4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g85'],Not_Trojan
g86,nor,n518,"n191, n192",2,0,0,0,5,21,5,3,0,0,0,4,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,['g86'],Not_Trojan
g87,dff,n6[16],"1'b1, 1'b1, n0, n476",4,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g87'],Not_Trojan
g88,nor,n144,"n10[1], n10[0]",2,0,0,1,5,28,4,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,['g88'],Not_Trojan
g89,nor,n510,"n171, n172",2,0,0,0,6,23,3,3,0,0,0,2,1,0,0,0,0,0,0,0,21,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,['g89'],Not_Trojan
g90,buf,n3[8],n3[15],1,0,0,1,7,0,-1,3,0,0,0,0,0,0,0,0,0,0,20,0,3,9,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g90'],Not_Trojan
g91,nor,n324,"n258, n194",2,0,0,0,5,14,3,3,0,0,0,3,0,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,['g91'],Not_Trojan
g92,or,n484,"n4[0], n500",2,0,0,1,4,8,7,2,0,30,0,125,4,0,4,8,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,['g92'],Not_Trojan
g93,or,n477,"n447, n466",2,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,54,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,['g93'],Not_Trojan
g94,or,n359,"n196, n273",2,0,0,0,5,10,9,3,0,20,0,19,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g94'],Not_Trojan
g95,buf,n3[21],n3[23],1,0,0,1,7,0,-1,3,0,0,0,0,0,0,0,0,0,0,20,0,3,9,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g95'],Not_Trojan
g96,or,n60,"n15[13], n15[12]",2,0,0,1,4,8,8,2,0,29,0,34,4,0,3,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,['g96'],Not_Trojan
g97,buf,n3[20],n3[23],1,0,0,1,7,0,-1,3,0,0,0,0,0,0,0,0,0,0,20,0,3,9,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g97'],Not_Trojan
g98,not,n114,n113,1,0,0,0,6,16,7,4,0,0,0,48,15,0,1,0,0,0,0,0,9,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g98'],Not_Trojan
g99,not,n255,n15[7],1,0,0,1,4,14,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g99'],Not_Trojan
g100,xnor,n3[15],"n491, n6[8]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,1,0,0,20,0,3,9,0,2,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,['g100'],Not_Trojan
g101,nor,n369,"n497, n300",2,0,0,0,8,14,8,5,0,6,0,13,2,0,0,0,0,0,11,0,6,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,['g101'],Not_Trojan
g102,nor,n416,"n408, n414",2,0,0,0,6,18,2,4,0,0,0,2,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g102'],Not_Trojan
g103,not,n267,n5[5],1,0,0,1,4,8,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g103'],Not_Trojan
g104,buf,n3[62],n3[63],1,0,0,1,7,0,-1,3,0,0,0,0,0,0,0,0,0,0,20,0,3,9,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g104'],Not_Trojan
g105,nor,n405,"n193, n339",2,0,0,0,2,10,1,0,0,1,0,2,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,['g105'],Not_Trojan
g106,or,n470,"n443, n460",2,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,54,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,['g106'],Not_Trojan
g107,xnor,n567,"n17[7], n17[0]",2,0,0,1,3,39,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,['g107'],Trojan
g108,dff,n9[0],"1'b1, 1'b1, n0, n386",4,1,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g108'],Not_Trojan
g109,nor,n314,"n255, n194",2,0,0,0,5,13,3,3,0,0,0,3,0,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,['g109'],Not_Trojan
