gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout,gate_numbers,label
g63,or,n24,"n20, n23",2,0,0,0,6,20,16,3,0,6,0,24,2,0,0,0,0,0,7,0,0,0,0,0,0,0,['g63'],Not_Trojan
g64,not,n163,n5[1],1,0,0,1,4,6,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['g64'],Not_Trojan
g65,dff,n5[2],"1'b1, 1'b1, n0, n198",4,1,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g65'],Not_Trojan
g66,dff,n14[8],"n390, 1'b1, n0, n14[7]",4,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g66'],Trojan
g67,xnor,n4[9],"n338, n6[9]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g67'],Not_Trojan
g68,xnor,n380,"n14[13], n14[15]",2,0,0,1,3,8,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,['g68'],Trojan
g69,nor,n204,"n151, n147",2,0,0,0,5,9,8,3,0,6,0,41,2,0,0,16,0,0,0,0,1,2,0,0,0,0,['g69'],Not_Trojan
g70,nor,n256,"n249, n247",2,0,0,0,6,12,2,4,0,0,0,2,0,0,0,0,0,0,2,0,16,23,0,0,0,0,['g70'],Not_Trojan
g71,or,n232,"n230, n231",2,0,0,0,3,11,7,4,0,1,0,21,1,0,0,0,0,0,16,0,4,4,0,0,0,0,['g71'],Not_Trojan
g72,not,n344,n369,1,0,0,0,7,13,9,4,0,1,0,22,2,0,0,0,0,0,13,0,2,2,0,0,0,0,['g72'],Not_Trojan
g73,dff,n14[12],"1'b1, n390, n0, n14[11]",4,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g73'],Trojan
g74,nor,n45,"n41, n38",2,0,0,0,5,20,6,3,0,0,0,58,17,0,1,0,0,0,0,0,1,2,0,0,0,0,['g74'],Not_Trojan
g75,not,n296,n297,1,0,0,0,7,8,4,5,0,0,0,9,1,0,0,0,0,0,43,0,14,26,0,0,1,0,['g75'],Not_Trojan
g76,or,n361,"n32, n36",2,0,0,0,5,8,14,3,0,7,0,42,3,0,1,16,0,0,5,0,2,1,0,0,0,0,['g76'],Not_Trojan
g77,xor,n8[38],"n2[6], n3[2]",2,0,0,1,1,6,2,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,['g77'],Not_Trojan
g78,nor,n115,"n11[14], n113",2,0,0,1,5,20,4,2,0,0,0,3,1,0,0,0,0,0,0,0,14,26,0,0,0,0,['g78'],Not_Trojan
g79,dff,n5[7],"1'b1, 1'b1, n0, n193",4,1,1,1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g79'],Not_Trojan
g80,dff,n13[0],"n390, 1'b1, n0, n371",4,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g80'],Trojan
g81,not,n156,n7[5],1,0,0,1,4,15,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['g81'],Not_Trojan
g82,dff,n13[4],"n390, 1'b1, n0, n372",4,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g82'],Trojan
g83,not,n153,n5[4],1,0,0,1,4,10,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['g83'],Not_Trojan
g84,xnor,n4[15],"n338, n6[15]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g84'],Not_Trojan
g85,nor,n311,"n117, n294",2,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,15,0,15,14,0,0,1,0,['g85'],Not_Trojan
g86,not,n339,n5[3],1,0,0,1,4,4,10,2,0,3,0,42,3,0,1,16,0,0,0,0,0,1,0,0,0,0,['g86'],Not_Trojan
g87,dff,n11[3],"1'b1, 1'b1, n0, n220",4,1,1,1,4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g87'],Not_Trojan
g88,nor,n195,"n155, n117",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g88'],Not_Trojan
g89,nor,n317,"n147, n296",2,0,0,0,5,7,3,3,0,0,0,3,0,0,0,0,0,0,43,0,15,27,0,0,1,0,['g89'],Not_Trojan
g90,nor,n217,"n125, n186",2,0,0,0,3,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,18,31,0,0,0,0,['g90'],Not_Trojan
g91,nor,n91,"n11[6], n89",2,0,0,1,5,26,4,2,0,0,0,3,1,0,0,0,0,0,0,0,6,10,0,0,0,0,['g91'],Not_Trojan
g92,nor,n353,"n97, n98",2,0,0,0,6,28,3,3,0,0,0,2,1,0,0,0,0,0,0,0,17,30,0,0,0,0,['g92'],Not_Trojan
g93,nor,n193,"n164, n117",2,0,0,0,2,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g93'],Not_Trojan
g94,xnor,n4[13],"n338, n6[13]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g94'],Not_Trojan
g95,nor,n359,"n115, n116",2,0,0,0,6,19,3,3,0,0,0,2,1,0,0,0,0,0,0,0,29,54,0,0,0,0,['g95'],Not_Trojan
g96,nor,n255,"n235, n233",2,0,0,0,5,6,5,3,0,1,0,18,0,0,0,16,0,0,13,0,11,11,0,0,0,0,['g96'],Not_Trojan
g97,not,n52,n51,1,0,0,0,6,17,7,4,0,0,0,28,9,0,1,0,0,0,0,0,3,7,0,0,0,0,['g97'],Not_Trojan
g98,not,n69,n11[1],1,0,0,1,5,25,5,2,0,0,0,82,42,0,1,0,0,0,0,0,0,1,0,0,0,0,['g98'],Not_Trojan
g99,xnor,n337,"n335, n332",2,0,0,0,5,2,-1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,['g99'],Not_Trojan
g100,not,n72,n11[14],1,0,0,1,5,21,5,2,0,0,0,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,['g100'],Not_Trojan
g101,nor,n265,"n10[2], n255",2,0,0,1,4,5,4,2,0,1,0,17,0,0,0,16,0,0,13,0,12,11,0,0,0,0,['g101'],Not_Trojan
g102,xor,n385,"n8[45], n14[13]",2,0,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,['g102'],Trojan
g103,not,n133,n349,1,0,0,0,7,25,2,4,0,0,0,1,1,0,0,0,0,0,0,0,9,15,0,0,0,0,['g103'],Not_Trojan
g104,nor,n112,"n11[13], n110",2,0,0,1,5,20,4,2,0,0,0,3,1,0,0,0,0,0,0,0,13,24,0,0,0,0,['g104'],Not_Trojan
g105,xor,n376,"n8[34], n14[2]",2,0,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,['g105'],Trojan
g106,xnor,n332,"n9[0], n10[0]",2,0,0,1,4,3,-1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,['g106'],Not_Trojan
g107,not,n90,n89,1,0,0,0,7,27,5,4,0,0,0,52,27,0,1,0,0,0,0,0,5,11,0,0,0,0,['g107'],Not_Trojan
g108,nor,n219,"n137, n186",2,0,0,0,3,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,12,19,0,0,0,0,['g108'],Not_Trojan
g109,nor,n262,"n10[2], n232",2,0,0,1,4,10,6,2,0,0,0,21,1,0,0,0,0,0,16,0,5,4,0,0,0,0,['g109'],Not_Trojan
g110,nor,n315,"n250, n297",2,0,0,0,5,11,3,3,0,0,0,3,0,0,0,0,0,0,44,0,15,27,0,0,2,0,['g110'],Not_Trojan
g111,nor,n185,"n156, n117",2,0,0,0,2,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g111'],Not_Trojan
g112,nor,n94,"n11[7], n92",2,0,0,1,5,29,4,2,0,0,0,3,1,0,0,0,0,0,0,0,7,12,0,0,0,0,['g112'],Not_Trojan
g113,nor,n51,"n40, n49",2,0,0,0,5,17,6,3,0,0,0,38,11,0,1,0,0,0,0,0,3,6,0,0,0,0,['g113'],Not_Trojan
g114,dff,n6[15],"1'b1, 1'b1, n0, n301",4,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g114'],Not_Trojan
g115,nor,n243,"n152, n228",2,0,0,0,5,5,4,3,0,1,0,17,0,0,0,16,0,0,1,0,2,3,0,0,0,0,['g115'],Not_Trojan
g116,dff,n11[2],"1'b1, 1'b1, n0, n221",4,1,1,1,4,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g116'],Not_Trojan
g117,xnor,n4[1],"n338, n6[1]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g117'],Not_Trojan
g118,nor,n214,"n142, n186",2,0,0,0,3,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,51,0,0,0,0,['g118'],Not_Trojan
g119,xor,n371,"n8[32], n14[0]",2,0,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,['g119'],Trojan
g120,or,n173,"n7[5], n7[7]",2,0,0,1,4,13,9,2,0,4,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['g120'],Not_Trojan
g121,nor,n213,"n127, n186",2,0,0,0,3,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,15,29,0,1,0,0,['g121'],Not_Trojan
g122,nor,n247,"n131, n228",2,0,0,0,7,13,3,5,0,0,0,3,0,0,0,0,0,0,1,0,13,21,0,0,0,0,['g122'],Not_Trojan
g123,or,n31,"n12[2], n12[1]",2,0,0,1,4,13,19,2,0,10,0,44,3,0,1,16,0,0,1,0,0,0,0,0,0,0,['g123'],Not_Trojan
g124,nor,n230,"n344, n188",2,0,0,0,6,12,8,4,0,1,0,22,1,0,0,0,0,0,14,0,3,4,0,0,0,0,['g124'],Not_Trojan
g125,not,n41,n12[1],1,0,0,1,4,21,7,2,0,0,0,58,18,0,1,0,0,0,0,0,0,1,0,0,0,0,['g125'],Not_Trojan
g126,not,n99,n98,1,0,0,0,7,26,5,4,0,0,0,34,18,0,1,0,0,0,0,0,8,17,0,0,0,0,['g126'],Not_Trojan
g127,nor,n346,"n77, n76",2,0,0,0,6,23,3,3,0,0,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,['g127'],Not_Trojan
g128,or,n201,"n167, n123",2,0,0,0,5,11,7,3,0,2,0,20,1,0,0,0,0,0,1,0,0,2,0,0,0,0,['g128'],Not_Trojan
g129,nor,n48,"n43, n46",2,0,0,0,5,19,6,3,0,0,0,48,14,0,1,0,0,0,0,0,2,4,0,0,0,0,['g129'],Not_Trojan
g130,dff,n14[7],"1'b1, n390, n0, n14[6]",4,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g130'],Trojan
g131,dff,n13[3],"n390, 1'b1, n0, n375",4,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g131'],Trojan
g132,xor,n8[43],"n2[11], n3[3]",2,0,0,1,1,6,2,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,['g132'],Not_Trojan
g133,not,n168,n9[2],1,0,0,1,4,13,2,2,0,3,0,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,['g133'],Not_Trojan
g134,nor,n57,"n42, n55",2,0,0,0,5,16,6,3,0,0,0,18,5,0,1,0,0,0,0,0,5,10,0,0,0,0,['g134'],Not_Trojan
g135,not,n154,n7[3],1,0,0,1,4,15,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['g135'],Not_Trojan
g136,xnor,n290,"n278, n13[7]",2,0,0,1,3,3,2,2,0,0,0,1,0,0,0,1,0,0,15,0,14,14,0,0,1,0,['g136'],Not_Trojan
g137,xnor,n4[11],"n338, n6[11]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g137'],Not_Trojan
g138,nor,n323,"n117, n322",2,0,0,0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,87,0,32,52,0,0,2,0,['g138'],Not_Trojan
g139,not,n134,n367,1,0,0,0,6,18,4,4,0,0,0,3,1,0,0,0,0,0,0,0,5,7,0,0,0,0,['g139'],Not_Trojan
g140,not,n390,n1,1,0,0,0,1,5,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['g140'],Trojan
g141,dff,n13[2],"n390, 1'b1, n0, n376",4,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g141'],Trojan
g142,nor,n191,"n151, n117",2,0,0,0,2,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g142'],Not_Trojan
g143,not,n165,n12[5],1,0,0,1,4,14,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['g143'],Not_Trojan
g144,dff,n14[6],"n390, 1'b1, n0, n14[5]",4,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g144'],Trojan
g145,or,n327,"n339, n5[2]",2,0,0,1,4,3,9,2,0,3,0,42,2,0,1,16,0,0,1,0,0,1,0,0,0,0,['g145'],Not_Trojan
g146,xnor,n4[0],"n338, n6[0]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g146'],Not_Trojan
g147,nor,n77,"n69, n74",2,0,0,0,6,24,4,3,0,0,0,82,41,0,1,0,0,0,0,0,1,2,0,0,0,0,['g147'],Not_Trojan
g148,not,n46,n45,1,0,0,0,6,20,7,4,0,0,0,48,15,0,1,0,0,0,0,0,1,3,0,0,0,0,['g148'],Not_Trojan
g149,dff,n12[0],"1'b1, 1'b1, n0, n274",4,1,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g149'],Not_Trojan
g150,or,n334,"n328, n333",2,0,0,0,5,4,10,3,0,4,0,42,2,0,1,16,0,0,10,0,2,4,0,0,0,0,['g150'],Not_Trojan
g151,xnor,n381,"n14[10], n14[12]",2,0,0,1,3,8,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,['g151'],Trojan
g152,not,n43,n12[2],1,0,0,1,4,20,7,2,0,0,0,48,15,0,1,0,0,0,0,0,0,1,0,0,0,0,['g152'],Not_Trojan
g153,xnor,n4[6],"n338, n6[6]",2,0,0,1,4,0,-1,2,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,1,5,0,['g153'],Not_Trojan
g154,not,n123,n7[6],1,0,0,1,4,12,2,2,0,2,0,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,['g154'],Not_Trojan
g155,nor,n216,"n135, n186",2,0,0,0,3,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,24,43,0,0,0,0,['g155'],Not_Trojan
g156,not,n139,n351,1,0,0,0,7,24,2,4,0,0,0,1,1,0,0,0,0,0,0,0,13,23,0,0,0,0,['g156'],Not_Trojan
g157,nor,n242,"n170, n229",2,0,0,0,5,13,3,3,0,0,0,3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,['g157'],Not_Trojan
g158,not,n130,n362,1,0,0,0,5,15,4,3,0,0,0,3,1,0,0,0,0,0,0,0,6,13,0,1,0,0,['g158'],Not_Trojan
g159,not,n38,n12[0],1,0,0,1,4,21,7,2,0,0,0,58,18,0,1,0,0,0,0,0,0,1,0,0,0,0,['g159'],Not_Trojan
g160,not,n158,n12[7],1,0,0,1,4,15,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['g160'],Not_Trojan
g161,nor,n319,"n210, n297",2,0,0,0,5,9,3,3,0,0,0,3,0,0,0,0,0,0,45,0,15,27,0,0,1,0,['g161'],Not_Trojan
