gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout
g20,nor,n7315,"n7304, n7314",2,0,0,0,13,11,11,13,0,2879,0,2421,1096,0,427,1287,0,0,2879,0,2421,1096,0,427,1287,0
g21,nor,n6454,"n6093, n6330",2,0,0,0,6,17,17,6,0,12288,0,9578,4380,0,1479,6133,0,0,12288,0,9578,4380,0,1479,6133,0
g22,not,n3163,n3162,1,0,0,0,6,12,12,6,0,150,0,134,52,0,21,39,0,0,150,0,134,52,0,21,39,0
g23,nor,n4641,"n4463, n4528",2,0,0,0,5,16,16,5,0,339589,0,294093,125393,0,54244,88355,0,0,339589,0,294093,125393,0,54244,88355,0
g24,xnor,n6403,"n6154, n6152",2,0,0,0,5,18,18,5,0,2628978,0,2288265,1005349,0,428310,849073,0,0,2628978,0,2288265,1005349,0,428310,849073,0
g25,not,n809,n27[4],1,0,0,1,2,12,3,2,0,3,0,3,1,0,0,2,0,0,3,0,3,1,0,0,2,0
g26,nor,n5607,"n5264, n5440",2,0,0,0,4,21,21,4,0,5182930,0,4502761,1985922,0,838649,1745401,0,0,5182930,0,4502761,1985922,0,838649,1745401,0
g27,xnor,n4900,"n4820, n4733",2,0,0,0,6,13,13,6,0,175765,0,152354,65171,0,27820,47617,0,0,175765,0,152354,65171,0,27820,47617,0
g28,nor,n5206,"n5088, n5119",2,0,0,0,3,19,19,3,0,22819060,0,19816717,8731306,0,3693016,7624818,0,0,22819060,0,19816717,8731306,0,3693016,7624818,0
g29,not,n4666,n4665,1,0,0,0,7,14,14,7,0,198475,0,171412,72495,0,32141,47781,0,0,198475,0,171412,72495,0,32141,47781,0
g30,nor,n511,"n436, n482",2,0,0,0,7,22,7,7,0,12,0,33,11,0,4,6,0,0,12,0,33,11,0,4,6,0
g31,not,n4925,n4924,1,0,0,0,8,14,14,8,0,12792,0,11034,4741,0,1888,4083,0,0,12792,0,11034,4741,0,1888,4083,0
g32,not,n3215,n3214,1,0,0,0,7,16,16,7,0,192,0,164,67,0,33,36,0,0,192,0,164,67,0,33,36,0
g33,not,n7242,n7241,1,0,0,0,12,13,13,12,0,23045,0,20033,8876,0,3719,8077,0,0,23045,0,20033,8876,0,3719,8077,0
g34,not,n745,n1874,1,0,0,0,3,11,3,3,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g35,nor,n7459,"n41[7], n7821",2,0,0,1,12,9,9,12,0,7,0,5,1,0,0,2,0,0,7,0,5,1,0,0,2,0
g36,xnor,n7812,"n2406, n2414",2,0,0,0,8,9,9,8,0,7344,0,6374,2798,0,1146,2537,0,0,7344,0,6374,2798,0,1146,2537,0
g37,xnor,n6183,"n5782, n5530",2,0,0,0,4,16,16,4,0,12246680,0,10664191,4641188,0,2013919,3606099,0,0,12246680,0,10664191,4641188,0,2013919,3606099,0
g38,or,n7638,"n7534, n7543",2,0,0,0,4,6,6,4,0,6,0,3,1,0,0,2,0,0,6,0,3,1,0,0,2,0
g39,not,n2248,n2247,1,0,0,0,7,13,13,7,0,339,0,252,115,0,30,187,0,0,339,0,252,115,0,30,187,0
g40,nor,n4329,"n4167, n4069",2,0,0,0,5,17,17,5,0,1837187,0,1591644,681287,0,287952,510621,0,0,1837187,0,1591644,681287,0,287952,510621,0
g41,nor,n3560,"n3526, n3532",2,0,0,0,10,12,12,10,0,18,0,16,6,0,3,3,0,0,18,0,16,6,0,3,3,0
g42,not,n4219,n4218,1,0,0,0,4,18,18,4,0,330002,0,284812,122292,0,49407,102237,0,0,330002,0,284812,122292,0,49407,102237,0
g43,xnor,n3076,"n40[13], n7752",2,0,0,1,12,15,15,12,0,162,0,144,64,0,27,57,0,0,162,0,144,64,0,27,57,0
g44,or,n3038,"n3000, n3001",2,0,0,0,11,16,16,11,0,1069,0,931,398,0,178,253,0,0,1069,0,931,398,0,178,253,0
g45,nor,n5573,"n5108, n5106",2,0,0,0,3,20,20,3,0,1530071,0,1291771,581034,0,229214,640906,0,0,1530071,0,1291771,581034,0,229214,640906,0
g46,xnor,n4606,"n4474, n4499",2,0,0,0,7,17,17,7,0,22825,0,19107,8194,0,2914,8813,0,0,22825,0,19107,8194,0,2914,8813,0
g47,nor,n7013,"n6924, n6941",2,0,0,0,8,12,12,8,0,925406,0,803600,344902,0,153407,239748,0,0,925406,0,803600,344902,0,153407,239748,0
g48,or,n1585,"n1246, n1110",2,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g49,or,n7693,"n7625, n7640",2,0,0,0,5,5,5,5,0,5,0,3,1,0,0,2,0,0,5,0,3,1,0,0,2,0
g50,nor,n7558,"n7418, n7478",2,0,0,0,4,7,7,4,0,6,0,3,1,0,0,1,0,0,6,0,3,1,0,0,1,0
g51,not,n948,n29[6],1,0,0,1,2,11,3,2,0,3,0,2,1,0,0,0,0,0,3,0,2,1,0,0,0,0
g52,nor,n117,"n102, n115",2,0,0,0,3,13,5,3,0,4,0,10,5,0,1,0,0,0,4,0,10,5,0,1,0,0
g53,xor,n4371,"n4244, n4044",2,0,0,0,4,16,16,4,0,1837187,0,1591642,681287,0,287953,510621,0,0,1837187,0,1591642,681287,0,287953,510621,0
g54,or,n7662,"n7594, n7593",2,0,0,0,4,6,6,4,0,6,0,3,1,0,0,2,0,0,6,0,3,1,0,0,2,0
g55,xor,n5798,"n5539, n5148",2,0,0,0,4,20,20,4,0,4690218,0,4076358,1796554,0,759983,1567088,0,0,4690218,0,4076358,1796554,0,759983,1567088,0
g56,nor,n2743,"n2697, n2698",2,0,0,0,5,12,12,5,0,127900,0,109887,45988,0,20504,28718,0,0,127900,0,109887,45988,0,20504,28718,0
g57,nor,n1355,"n853, n636",2,0,0,0,3,6,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g58,not,n3006,n7746,1,0,0,0,11,17,17,11,0,2017,0,1731,725,0,336,417,0,0,2017,0,1731,725,0,336,417,0
g59,nor,n316,"n170, n240",2,0,0,0,5,28,9,5,0,23,0,49,21,0,4,12,0,0,23,0,49,21,0,4,12,0
g60,nor,n2922,"n2878, n2892",2,0,0,0,8,10,10,8,0,134459,0,115551,48253,0,21906,29541,0,0,134459,0,115551,48253,0,21906,29541,0
g61,not,n4195,n4194,1,0,0,0,4,18,18,4,0,1313596,0,1138071,486889,0,206584,361329,0,0,1313596,0,1138071,486889,0,206584,361329,0
g62,not,n406,n405,1,0,0,0,5,28,9,5,0,28,0,70,27,0,8,15,0,0,28,0,70,27,0,8,15,0
g63,or,n1728,"n1369, n1178",2,0,0,0,4,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g64,nor,n5619,"n5172, n5356",2,0,0,0,4,20,20,4,0,3659598,0,3182314,1400951,0,594146,1208079,0,0,3659598,0,3182314,1400951,0,594146,1208079,0
g65,nor,n7304,"n7299, n7290",2,0,0,0,12,12,12,12,0,2879,0,2422,1096,0,427,1287,0,0,2879,0,2422,1096,0,427,1287,0
g66,nor,n2755,"n2666, n2717",2,0,0,0,6,11,11,6,0,274364,0,235868,97868,0,44982,59144,0,0,274364,0,235868,97868,0,44982,59144,0
g67,nor,n1159,"n1102, n1077",2,0,0,0,4,11,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g68,nor,n2087,"n2015, n2040",2,0,0,0,5,14,14,5,0,3491553,0,3027001,1293437,0,576196,883909,0,0,3491553,0,3027001,1293437,0,576196,883909,0
g69,nor,n572,"n541, n553",2,0,0,0,8,23,7,8,0,10,0,27,9,0,3,5,0,0,10,0,27,9,0,3,5,0
g70,nor,n7281,"n7261, n7251",2,0,0,0,11,11,11,11,0,52404,0,45693,20074,0,8564,16805,0,0,52404,0,45693,20074,0,8564,16805,0
g71,xnor,n3401,"n3329, n3152",2,0,0,0,6,13,13,6,0,246,0,207,86,0,41,47,0,0,246,0,207,86,0,41,47,0
g72,nor,n5190,"n5088, n5102",2,0,0,0,3,19,19,3,0,1743983,0,1466196,660225,0,258469,740058,0,0,1743983,0,1466196,660225,0,258469,740058,0
g73,not,n831,n23[5],1,0,0,1,2,10,3,2,0,2,0,2,1,0,0,1,0,0,2,0,2,1,0,0,1,0
g74,or,n7615,"n7596, n7587",2,0,0,0,4,6,6,4,0,6,0,2,1,0,0,1,0,0,6,0,2,1,0,0,1,0
g75,nor,n5297,"n5103, n5094",2,0,0,0,3,14,14,3,0,41157710,0,35709589,15290978,0,6825187,10521158,0,0,41157710,0,35709589,15290978,0,6825187,10521158,0
g76,nor,n5005,"n4916, n4976",2,0,0,0,10,13,13,10,0,2160,0,1812,776,0,275,835,0,0,2160,0,1812,776,0,275,835,0
g77,not,n5103,n21[1],1,0,0,1,2,14,14,2,0,542591195,0,471246430,203733091,0,89356247,152188377,0,0,542591195,0,471246430,203733091,0,89356247,152188377,0
g78,not,n6107,n6106,1,0,0,0,5,18,18,5,0,655373,0,562322,251279,0,102305,254524,0,0,655373,0,562322,251279,0,102305,254524,0
g79,xnor,n7106,"n6998, n7046",2,0,0,0,8,15,15,8,0,28321,0,23749,10739,0,4169,12502,0,0,28321,0,23749,10739,0,4169,12502,0
g80,not,n7215,n7214,1,0,0,0,11,13,13,11,0,106963,0,93283,40682,0,17599,31877,0,0,106963,0,93283,40682,0,17599,31877,0
g81,xnor,n2810,"n2736, n2710",2,0,0,0,5,13,13,5,0,62987,0,53799,22295,0,9053,15137,0,0,62987,0,53799,22295,0,9053,15137,0
g82,not,n7084,n7083,1,0,0,0,9,16,16,9,0,19041,0,16127,7271,0,2873,8125,0,0,19041,0,16127,7271,0,2873,8125,0
g83,not,n878,n21[5],1,0,0,1,2,10,3,2,0,3,0,2,1,0,0,0,0,0,3,0,2,1,0,0,0,0
g84,nor,n622,"n599, n621",2,0,0,0,9,24,5,9,0,8,0,19,7,0,2,4,0,0,8,0,19,7,0,2,4,0
g85,nor,n621,"n606, n620",2,0,0,0,10,25,6,10,0,8,0,20,7,0,2,4,0,0,8,0,20,7,0,2,4,0
g86,nor,n557,"n517, n530",2,0,0,0,7,27,8,7,0,11,0,27,10,0,3,5,0,0,11,0,27,10,0,3,5,0
g87,not,n2323,n2322,1,0,0,0,8,12,12,8,0,43,0,27,14,0,3,28,0,0,43,0,27,14,0,3,28,0
g88,nor,n4510,"n4317, n4448",2,0,0,0,5,13,13,5,0,1379012,0,1189418,500664,0,224258,322272,0,0,1379012,0,1189418,500664,0,224258,322272,0
g89,or,n93,"n33[1], n91",2,0,0,1,2,10,9,2,0,5,0,3,1,0,0,0,0,0,5,0,3,1,0,0,0,0
g90,nor,n7008,"n6869, n6939",2,0,0,0,9,12,12,9,0,902087,0,781340,332980,0,149830,221726,0,0,902087,0,781340,332980,0,149830,221726,0
g91,not,n6570,n6569,1,0,0,0,7,19,19,7,0,9922,0,7837,3581,0,1242,4910,0,0,9922,0,7837,3581,0,1242,4910,0
g92,not,n2699,n2698,1,0,0,0,5,14,14,5,0,127900,0,109888,45989,0,20504,28718,0,0,127900,0,109888,45989,0,20504,28718,0
g93,nor,n571,"n542, n557",2,0,0,0,8,26,7,8,0,11,0,26,10,0,3,5,0,0,11,0,26,10,0,3,5,0
g94,xnor,n2773,"n2694, n2720",2,0,0,0,5,14,14,5,0,41093,0,35149,14621,0,5783,10427,0,0,41093,0,35149,14621,0,5783,10427,0
g95,xnor,n2856,"n2781, n2702",2,0,0,0,5,12,12,5,0,187935,0,161345,67450,0,29813,42404,0,0,187935,0,161345,67450,0,29813,42404,0
g96,xnor,n3789,"n3727, n3703",2,0,0,0,11,10,10,11,0,6,0,3,2,0,0,3,0,0,6,0,3,2,0,0,3,0
g97,nor,n1955,"n1902, n1937",2,0,0,0,4,15,15,4,0,1256309,0,1092348,471301,0,205595,346579,0,0,1256309,0,1092348,471301,0,205595,346579,0
g98,nor,n394,"n298, n357",2,0,0,0,6,28,9,6,0,55,0,130,51,0,15,30,0,0,55,0,130,51,0,15,30,0
g99,nor,n3369,"n3313, n3358",2,0,0,0,7,14,14,7,0,120,0,102,42,0,20,24,0,0,120,0,102,42,0,20,24,0
g100,not,n2714,n2713,1,0,0,0,5,15,15,5,0,31833,0,27156,11501,0,4190,9838,0,0,31833,0,27156,11501,0,4190,9838,0
g101,nor,n624,"n615, n623",2,0,0,0,10,24,5,10,0,7,0,16,6,0,2,3,0,0,7,0,16,6,0,2,3,0
g102,nor,n5651,"n5414, n5130",2,0,0,0,4,21,21,4,0,3721770,0,3198947,1426474,0,584020,1415014,0,0,3721770,0,3198947,1426474,0,584020,1415014,0
g103,nor,n2020,"n1903, n1982",2,0,0,0,4,16,16,4,0,2818859,0,2448749,1053169,0,462762,755092,0,0,2818859,0,2448749,1053169,0,462762,755092,0
g104,or,n7633,"n7600, n7513",2,0,0,0,4,6,6,4,0,6,0,2,1,0,0,1,0,0,6,0,2,1,0,0,1,0
g105,not,n773,n4[7],1,0,0,1,1,19,3,-1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g106,not,n805,n6[1],1,0,0,1,1,15,3,-1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g107,nor,n2952,"n2927, n2933",2,0,0,0,9,12,12,9,0,80,0,64,29,0,10,38,0,0,80,0,64,29,0,10,38,0
g108,nor,n6661,"n6488, n6557",2,0,0,0,8,18,18,8,0,52749,0,43285,19659,0,7336,24474,0,0,52749,0,43285,19659,0,7336,24474,0
g109,not,n5277,n5276,1,0,0,0,4,21,21,4,0,887727,0,756839,339094,0,136358,355719,0,0,887727,0,756839,339094,0,136358,355719,0
g110,nor,n1430,"n684, n638",2,0,0,0,3,14,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g111,nor,n4413,"n4080, n4353",2,0,0,0,4,17,17,4,0,541110,0,468757,200140,0,86007,143612,0,0,541110,0,468757,200140,0,86007,143612,0
g112,not,n6639,n6638,1,0,0,0,6,18,18,6,0,659301,0,573173,252832,0,106805,221844,0,0,659301,0,573173,252832,0,106805,221844,0
g113,nor,n259,"n156, n153",2,0,0,0,3,26,10,3,0,334,0,866,321,0,99,193,0,0,334,0,866,321,0,99,193,0
g114,not,n6793,n6792,1,0,0,0,8,18,18,8,0,35125,0,29241,13244,0,5074,15803,0,0,35125,0,29241,13244,0,5074,15803,0
g115,dff,n22[1],"n1, 1'b1, n0, n1773",4,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g116,not,n3209,n3208,1,0,0,0,7,16,16,7,0,6,0,6,3,0,1,4,0,0,6,0,6,3,0,1,4,0
g117,xnor,n4785,"n4673, n4691",2,0,0,0,6,11,11,6,0,403972,0,348042,145828,0,65926,91913,0,0,403972,0,348042,145828,0,65926,91913,0
g118,not,n149,n19[2],1,0,0,1,2,24,8,2,0,1912,0,4914,1833,0,586,1073,0,0,1912,0,4914,1833,0,586,1073,0
g119,nor,n561,"n502, n522",2,0,0,0,7,27,8,7,0,13,0,33,12,0,4,6,0,0,13,0,33,12,0,4,6,0
g120,nor,n1551,"n938, n1100",2,0,0,0,3,13,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g121,xor,n7780,"n4767, n4711",2,0,0,0,6,9,9,6,0,76728,0,66027,27127,0,12595,16261,0,0,76728,0,66027,27127,0,12595,16261,0
g122,nor,n3683,"n3627, n3636",2,0,0,0,11,12,12,11,0,134,0,106,35,0,0,35,0,0,134,0,106,35,0,0,35,0
g123,not,n3595,n7784,1,0,0,0,11,14,14,11,0,165,0,133,45,0,0,46,0,0,165,0,133,45,0,0,46,0
g124,nor,n2370,"n2312, n2358",2,0,0,0,9,11,11,9,0,371226,0,322391,138463,0,61059,97895,0,0,371226,0,322391,138463,0,61059,97895,0
g125,not,n885,n21[3],1,0,0,1,2,13,3,2,0,3,0,2,1,0,0,0,0,0,3,0,2,1,0,0,0,0
g126,nor,n2488,"n2442, n2477",2,0,0,0,4,16,16,4,0,593852,0,510026,213194,0,95017,132986,0,0,593852,0,510026,213194,0,95017,132986,0
g127,nor,n5670,"n5265, n5441",2,0,0,0,5,20,20,5,0,5182930,0,4502760,1985922,0,838649,1745401,0,0,5182930,0,4502760,1985922,0,838649,1745401,0
g128,nor,n7494,"n7362, n7475",2,0,0,0,3,7,7,3,0,6,0,3,1,0,0,1,0,0,6,0,3,1,0,0,1,0
g129,nor,n6483,"n6013, n6363",2,0,0,0,6,12,12,6,0,5694082,0,4926612,2091829,0,946161,1370457,0,0,5694082,0,4926612,2091829,0,946161,1370457,0
g130,not,n5112,n22[2],1,0,0,1,2,16,16,2,0,478748425,0,415895615,180352998,0,78656743,137854155,0,0,478748425,0,415895615,180352998,0,78656743,137854155,0
g131,not,n6153,n6152,1,0,0,0,5,19,19,5,0,1030620,0,894046,395603,0,165836,359007,0,0,1030620,0,894046,395603,0,165836,359007,0
g132,not,n688,n32[7],1,0,0,1,2,8,3,2,0,2,0,2,1,0,0,1,0,0,2,0,2,1,0,0,1,0
g133,nor,n7551,"n7435, n7481",2,0,0,0,4,7,7,4,0,6,0,4,1,0,0,2,0,0,6,0,4,1,0,0,2,0
g134,not,n5463,n5462,1,0,0,0,4,19,19,4,0,3385008,0,2914774,1298495,0,533654,1272334,0,0,3385008,0,2914774,1298495,0,533654,1272334,0
g135,nor,n2615,"n2444, n2549",2,0,0,0,5,18,18,5,0,61745,0,52812,22182,0,8327,17653,0,0,61745,0,52812,22182,0,8327,17653,0
g136,xnor,n3843,"n37[7], n19[7]",2,0,0,1,2,18,18,2,0,1024182,0,875311,365638,0,143062,271046,0,0,1024182,0,875311,365638,0,143062,271046,0
g137,nor,n7321,"n7320, n7284",2,0,0,0,14,11,11,14,0,37,0,23,10,0,2,16,0,0,37,0,23,10,0,2,16,0
g138,nor,n1431,"n932, n637",2,0,0,0,3,2,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g139,xnor,n6722,"n6515, n6581",2,0,0,0,6,16,16,6,0,3037652,0,2646792,1152140,0,499942,892989,0,0,3037652,0,2646792,1152140,0,499942,892989,0
g140,xnor,n7083,"n6975, n6883",2,0,0,0,8,14,14,8,0,93363,0,79932,35818,0,14483,37285,0,0,93363,0,79932,35818,0,14483,37285,0
g141,not,n6826,n6825,1,0,0,0,9,19,19,9,0,36317,0,30159,13665,0,5212,16415,0,0,36317,0,30159,13665,0,5212,16415,0
g142,not,n2964,n2963,1,0,0,0,7,11,11,7,0,2384,0,2039,859,0,319,693,0,0,2384,0,2039,859,0,319,693,0
g143,dff,n23[0],"n1, 1'b1, n0, n1755",4,1,1,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g144,or,n7696,"n7645, n7642",2,0,0,0,5,5,5,5,0,5,0,2,1,0,0,1,0,0,5,0,2,1,0,0,1,0
g145,nor,n1328,"n944, n642",2,0,0,0,3,12,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g146,xnor,n3074,"n40[0], n7739",2,0,0,1,6,10,10,6,0,1218,0,1088,417,0,177,308,0,0,1218,0,1088,417,0,177,308,0
g147,not,n675,n36[9],1,0,0,1,7,3,3,7,0,2,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0
g148,nor,n3575,"n3530, n3574",2,0,0,0,10,10,10,10,0,48,0,39,16,0,8,8,0,0,48,0,39,16,0,8,8,0
g149,nor,n2091,"n2024, n2044",2,0,0,0,5,16,16,5,0,2642,0,2049,918,0,270,1365,0,0,2642,0,2049,918,0,270,1365,0
g150,nor,n7294,"n7278, n7276",2,0,0,0,11,11,11,11,0,789,0,629,288,0,102,400,0,0,789,0,629,288,0,102,400,0
g151,nor,n1484,"n793, n639",2,0,0,0,2,15,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g152,or,n979,"n18[0], n18[1]",2,0,0,1,2,8,4,1,0,110,0,105,3,0,0,0,0,0,110,0,105,3,0,0,0,0
g153,nor,n4188,"n4020, n4028",2,0,0,0,3,18,18,3,0,400740,0,341568,146696,0,55755,139942,0,0,400740,0,341568,146696,0,55755,139942,0
g154,xnor,n7030,"n6913, n6835",2,0,0,0,9,15,15,9,0,93363,0,79932,35818,0,14483,37286,0,0,93363,0,79932,35818,0,14483,37286,0
g155,nor,n3916,"n3889, n3915",2,0,0,0,11,11,11,11,0,35065,0,30558,13195,0,5813,9439,0,0,35065,0,30558,13195,0,5813,9439,0
g156,nor,n1227,"n827, n642",2,0,0,0,3,18,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g157,nor,n1119,"n635, n1053",2,0,0,0,4,2,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g158,nor,n3229,"n3044, n3130",2,0,0,0,6,14,14,6,0,192,0,168,73,0,32,46,0,0,192,0,168,73,0,32,46,0
g159,nor,n6666,"n6130, n6535",2,0,0,0,5,14,14,5,0,3734643,0,3233890,1376921,0,620360,913505,0,0,3734643,0,3233890,1376921,0,620360,913505,0
g160,nor,n559,"n484, n526",2,0,0,0,7,27,7,7,0,17,0,44,16,0,5,9,0,0,17,0,44,16,0,5,9,0
g161,nor,n3944,"n3935, n3932",2,0,0,0,10,12,12,10,0,25024,0,21501,8973,0,4174,5325,0,0,25024,0,21501,8973,0,4174,5325,0
g162,nor,n6675,"n6328, n6512",2,0,0,0,7,16,16,7,0,2257,0,1655,758,0,224,1163,0,0,2257,0,1655,758,0,224,1163,0
g163,xnor,n2845,"n2780, n2730",2,0,0,0,6,13,13,6,0,86712,0,74222,30875,0,13184,19924,0,0,86712,0,74222,30875,0,13184,19924,0
g164,nor,n5142,"n5095, n5110",2,0,0,0,3,20,20,3,0,4683169,0,4015287,1792608,0,730207,1805413,0,0,4683169,0,4015287,1792608,0,730207,1805413,0
g165,xnor,n1981,"n1959, n1951",2,0,0,0,4,10,10,4,0,3166013,0,2732793,1146738,0,524775,721891,0,0,3166013,0,2732793,1146738,0,524775,721891,0
g166,nor,n2410,"n2409, n2361",2,0,0,0,9,10,10,9,0,59690,0,51932,22655,0,9565,18680,0,0,59690,0,51932,22655,0,9565,18680,0
g167,not,n2296,n2295,1,0,0,0,8,14,14,8,0,1539,0,1239,549,0,174,739,0,0,1539,0,1239,549,0,174,739,0
g168,xnor,n6856,"n6720, n6548",2,0,0,0,8,15,15,8,0,1310376,0,1141918,499686,0,214700,405382,0,0,1310376,0,1141918,499686,0,214700,405382,0
g169,not,n4816,n4815,1,0,0,0,8,16,16,8,0,24050,0,20659,8880,0,3468,8005,0,0,24050,0,20659,8880,0,3468,8005,0
g170,nor,n1998,"n1890, n1978",2,0,0,0,4,16,16,4,0,3067,0,2358,1060,0,306,1610,0,0,3067,0,2358,1060,0,306,1610,0
g171,not,n2576,n2575,1,0,0,0,6,16,16,6,0,59279,0,50717,21120,0,8293,15283,0,0,59279,0,50717,21120,0,8293,15283,0
g172,nor,n1128,"n635, n1097",2,0,0,0,4,6,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g173,nor,n2623,"n2532, n2592",2,0,0,0,6,15,15,6,0,122266,0,104517,43414,0,17346,30421,0,0,122266,0,104517,43414,0,17346,30421,0
g174,not,n5375,n5374,1,0,0,0,4,21,21,4,0,99299,0,79593,36258,0,12950,47661,0,0,99299,0,79593,36258,0,12950,47661,0
g175,buf,n13[0],n10[0],1,0,0,1,2,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g176,not,n4360,n4359,1,0,0,0,6,17,17,6,0,725157,0,628016,269270,0,112136,209356,0,0,725157,0,628016,269270,0,112136,209356,0
