gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g86,nor,n672,"n699, n669",2,0,0,0,2,2,-1,3
g87,nor,n671,"n706, n668",2,0,0,0,3,2,-1,3
g88,nor,n670,"n695, n667",2,0,0,0,4,2,-1,3
g89,xor,n734,"n11[8], n735",2,0,0,1,3,8,7,-1
g90,xor,n732,"n11[7], n733",2,0,0,1,3,8,7,-1
g91,xor,n730,"n11[6], n731",2,0,0,1,3,8,7,-1
g92,xor,n728,"n11[5], n729",2,0,0,1,3,8,7,-1
g93,xor,n726,"n11[4], n727",2,0,0,1,3,8,7,-1
g94,xor,n724,"n11[3], n725",2,0,0,1,3,8,7,-1
g95,xor,n722,"n11[2], n723",2,0,0,1,3,8,7,-1
g96,xor,n720,"n11[1], n721",2,0,0,1,3,7,6,-1
g97,xor,n792,"n11[11], n2[11]",2,0,0,1,1,8,7,-1
g98,xor,n791,"n11[10], n2[10]",2,0,0,1,1,8,7,-1
g99,xor,n790,"n11[9], n2[9]",2,0,0,1,1,8,7,-1
g100,xor,n783,"n11[2], n2[2]",2,0,0,1,1,8,7,-1
g101,xor,n787,"n11[6], n2[6]",2,0,0,1,1,8,7,-1
g102,xor,n785,"n11[4], n2[4]",2,0,0,1,1,8,7,-1
g103,xor,n784,"n11[3], n2[3]",2,0,0,1,1,8,7,-1
g104,xor,n782,"n11[1], n2[1]",2,0,0,1,1,7,6,-1
g105,xor,n786,"n11[5], n2[5]",2,0,0,1,1,8,7,-1
g106,xor,n760,"n11[5], n3[5]",2,0,0,1,1,8,7,-1
g107,xor,n766,"n11[11], n3[11]",2,0,0,1,1,8,7,-1
g108,xor,n765,"n11[10], n3[10]",2,0,0,1,1,8,7,-1
g109,xor,n742,"n11[12], n743",2,0,0,1,2,8,7,-1
g110,xor,n793,"n11[12], n2[12]",2,0,0,1,1,7,6,-1
g111,xor,n767,"n11[12], n3[12]",2,0,0,1,1,7,6,-1
g112,xor,n781,"n2[0], n3[0]",2,0,0,1,1,8,7,-1
g113,not,n12[1],n669,1,0,0,1,2,6,5,-1
g114,not,n12[11],n668,1,0,0,1,3,8,7,-1
g115,not,n12[6],n667,1,0,0,1,4,8,7,-1
g116,not,n12[9],n666,1,0,0,1,4,8,7,-1
g117,nor,n665,"n656, n697",2,0,0,0,4,2,-1,3
g118,nor,n664,"n655, n696",2,0,0,0,4,2,-1,3
g119,nor,n669,"n3[0], n11[2]",2,0,0,1,1,3,6,-1
g120,nor,n668,"n11[12], n11[10]",2,0,0,1,2,3,8,-1
g121,nor,n667,"n11[7], n11[5]",2,0,0,1,3,3,8,-1
g122,nor,n666,"n11[10], n11[8]",2,0,0,1,3,3,8,-1
g123,not,n12[7],n663,1,0,0,1,4,8,7,-1
g124,not,n12[4],n662,1,0,0,1,4,8,7,-1
g125,not,n12[8],n661,1,0,0,1,4,8,7,-1
g126,not,n12[3],n660,1,0,0,1,4,8,7,-1
g127,not,n12[2],n659,1,0,0,1,4,7,6,-1
g128,not,n12[10],n658,1,0,0,1,4,8,7,-1
g129,not,n12[5],n657,1,0,0,1,4,8,7,-1
g130,nor,n663,"n11[8], n11[6]",2,0,0,1,3,3,8,-1
g131,nor,n662,"n11[5], n11[3]",2,0,0,1,3,3,8,-1
g132,nor,n661,"n11[9], n11[7]",2,0,0,1,3,3,8,-1
g133,nor,n660,"n11[4], n11[2]",2,0,0,1,3,3,8,-1
g134,nor,n659,"n11[3], n11[1]",2,0,0,1,3,3,7,-1
g135,nor,n658,"n11[11], n11[9]",2,0,0,1,3,3,8,-1
g136,nor,n657,"n11[6], n11[4]",2,0,0,1,3,3,8,-1
g137,not,n656,n11[1],1,0,0,1,3,3,-1,-1
g138,not,n655,n11[11],1,0,0,1,3,3,-1,-1
g139,dff,n9[0],"1'b1, 1'b1, n0, n594",4,1,1,1,5,1,0,1
g140,dff,n9[1],"1'b1, 1'b1, n0, n570",4,1,1,1,5,1,0,1
g141,dff,n9[2],"1'b1, 1'b1, n0, n603",4,1,1,1,5,1,0,1
g142,dff,n9[3],"1'b1, 1'b1, n0, n597",4,1,1,1,5,1,0,1
g143,dff,n9[4],"1'b1, 1'b1, n0, n596",4,1,1,1,5,1,0,1
g144,dff,n9[5],"1'b1, 1'b1, n0, n587",4,1,1,1,5,1,0,1
g145,dff,n9[6],"1'b1, 1'b1, n0, n586",4,1,1,1,5,1,0,1
g146,dff,n9[7],"1'b1, 1'b1, n0, n581",4,1,1,1,5,1,0,1
g147,dff,n9[8],"1'b1, 1'b1, n0, n580",4,1,1,1,5,1,0,1
g148,dff,n9[9],"1'b1, 1'b1, n0, n579",4,1,1,1,5,1,0,1
g149,dff,n9[10],"1'b1, 1'b1, n0, n575",4,1,1,1,5,1,0,1
g150,dff,n9[11],"1'b1, 1'b1, n0, n578",4,1,1,1,5,1,0,1
g151,dff,n9[12],"1'b1, 1'b1, n0, n577",4,1,1,1,5,1,0,1
g152,dff,n8[0],"1'b1, 1'b1, n0, n576",4,1,1,1,5,1,0,1
g153,dff,n8[1],"1'b1, 1'b1, n0, n601",4,1,1,1,5,1,0,1
g154,dff,n8[2],"1'b1, 1'b1, n0, n574",4,1,1,1,5,1,0,1
g155,dff,n8[3],"1'b1, 1'b1, n0, n573",4,1,1,1,5,1,0,1
g156,dff,n8[4],"1'b1, 1'b1, n0, n572",4,1,1,1,5,1,0,1
g157,dff,n8[5],"1'b1, 1'b1, n0, n571",4,1,1,1,5,1,0,1
g158,dff,n8[6],"1'b1, 1'b1, n0, n602",4,1,1,1,5,1,0,1
g159,dff,n8[7],"1'b1, 1'b1, n0, n616",4,1,1,1,5,1,0,1
g160,dff,n8[8],"1'b1, 1'b1, n0, n631",4,1,1,1,5,1,0,1
g161,dff,n8[9],"1'b1, 1'b1, n0, n567",4,1,1,1,5,1,0,1
g162,dff,n8[10],"1'b1, 1'b1, n0, n600",4,1,1,1,5,1,0,1
g163,dff,n8[11],"1'b1, 1'b1, n0, n599",4,1,1,1,5,1,0,1
g164,dff,n8[12],"1'b1, 1'b1, n0, n598",4,1,1,1,5,1,0,1
g165,dff,n10[0],"1'b1, 1'b1, n0, n640",4,1,1,1,5,1,0,1
g166,dff,n10[1],"1'b1, 1'b1, n0, n568",4,1,1,1,5,1,0,1
g167,dff,n10[2],"1'b1, 1'b1, n0, n595",4,1,1,1,5,1,0,1
g168,dff,n10[3],"1'b1, 1'b1, n0, n593",4,1,1,1,5,1,0,1
g169,dff,n10[4],"1'b1, 1'b1, n0, n592",4,1,1,1,5,1,0,1
g170,dff,n10[5],"1'b1, 1'b1, n0, n591",4,1,1,1,5,1,0,1
g171,dff,n10[6],"1'b1, 1'b1, n0, n590",4,1,1,1,5,1,0,1
g172,dff,n10[7],"1'b1, 1'b1, n0, n589",4,1,1,1,5,1,0,1
g173,dff,n10[8],"1'b1, 1'b1, n0, n588",4,1,1,1,5,1,0,1
g174,dff,n10[9],"1'b1, 1'b1, n0, n585",4,1,1,1,5,1,0,1
g175,dff,n10[10],"1'b1, 1'b1, n0, n584",4,1,1,1,5,1,0,1
g176,dff,n10[11],"1'b1, 1'b1, n0, n583",4,1,1,1,5,1,0,1
g177,dff,n10[12],"1'b1, 1'b1, n0, n582",4,1,1,1,5,1,0,1
g178,dff,n7[0],"1'b1, 1'b1, n0, n646",4,1,1,1,4,4,0,1
g179,dff,n7[1],"1'b1, 1'b1, n0, n645",4,1,1,1,4,4,0,1
g180,dff,n7[2],"1'b1, 1'b1, n0, n644",4,1,1,1,4,4,0,1
g181,dff,n7[3],"1'b1, 1'b1, n0, n643",4,1,1,1,4,4,0,1
g182,dff,n7[4],"1'b1, 1'b1, n0, n642",4,1,1,1,4,4,0,1
g183,dff,n7[5],"1'b1, 1'b1, n0, n641",4,1,1,1,4,4,0,1
g184,dff,n7[6],"1'b1, 1'b1, n0, n647",4,1,1,1,4,4,0,1
g185,dff,n7[7],"1'b1, 1'b1, n0, n639",4,1,1,1,4,4,0,1
g186,dff,n7[8],"1'b1, 1'b1, n0, n638",4,1,1,1,4,4,0,1
g187,dff,n7[9],"1'b1, 1'b1, n0, n637",4,1,1,1,4,4,0,1
g188,dff,n7[10],"1'b1, 1'b1, n0, n636",4,1,1,1,4,4,0,1
g189,dff,n7[11],"1'b1, 1'b1, n0, n635",4,1,1,1,4,4,0,1
g190,dff,n7[12],"1'b1, 1'b1, n0, n634",4,1,1,1,4,4,0,1
g191,dff,n13[0],"1'b1, 1'b1, n0, n496",4,1,1,1,2,10,0,1
g192,dff,n13[1],"1'b1, 1'b1, n0, n495",4,1,1,1,2,10,0,1
g193,dff,n13[2],"1'b1, 1'b1, n0, n525",4,1,1,1,2,10,0,1
g194,dff,n14[0],"1'b1, 1'b1, n0, n654",4,1,1,1,2,8,0,1
g195,dff,n14[1],"1'b1, 1'b1, n0, n653",4,1,1,1,2,6,0,1
g196,dff,n14[2],"1'b1, 1'b1, n0, n652",4,1,1,1,2,5,0,1
g197,nor,n654,"n1, n651",2,0,0,0,1,9,1,0
g198,nor,n653,"n1, n650",2,0,0,0,1,7,1,0
g199,nor,n652,"n1, n648",2,0,0,0,1,6,1,0
g200,or,n651,"n364, n649",2,0,0,0,4,10,2,3
g201,or,n650,"n373, n649",2,0,0,0,5,8,2,4
g202,not,n648,n649,1,0,0,0,5,7,2,4
g203,nor,n649,"n369, n633",2,0,0,0,4,8,3,3
g204,or,n647,"n618, n617",2,0,0,0,3,5,1,0
g205,or,n646,"n629, n628",2,0,0,0,3,5,1,0
g206,or,n645,"n626, n627",2,0,0,0,3,5,1,0
g207,or,n644,"n625, n624",2,0,0,0,3,5,1,0
g208,or,n643,"n622, n623",2,0,0,0,3,5,1,0
g209,or,n642,"n619, n621",2,0,0,0,3,5,1,0
g210,or,n641,"n630, n620",2,0,0,0,3,5,1,0
g211,or,n640,"n557, n569",2,0,0,0,4,2,1,0
g212,or,n639,"n615, n632",2,0,0,0,3,5,1,0
g213,or,n638,"n614, n613",2,0,0,0,3,5,1,0
g214,or,n637,"n611, n612",2,0,0,0,3,5,1,0
g215,or,n636,"n610, n609",2,0,0,0,3,5,1,0
g216,or,n635,"n607, n608",2,0,0,0,3,5,1,0
g217,or,n634,"n605, n606",2,0,0,0,3,5,1,0
g218,nor,n633,"n14[0], n604",2,0,0,1,3,9,4,2
g219,nor,n632,"n259, n566",2,0,0,0,2,6,2,6
g220,or,n631,"n563, n523",2,0,0,0,4,2,1,0
g221,nor,n630,"n307, n526",2,0,0,0,2,6,2,3
g222,nor,n629,"n317, n526",2,0,0,0,2,6,2,3
g223,nor,n628,"n251, n566",2,0,0,0,2,6,2,6
g224,nor,n627,"n262, n566",2,0,0,0,2,6,2,6
g225,nor,n626,"n313, n526",2,0,0,0,2,6,2,3
g226,nor,n625,"n319, n526",2,0,0,0,2,6,2,3
g227,nor,n624,"n257, n566",2,0,0,0,2,6,2,6
g228,nor,n623,"n254, n566",2,0,0,0,2,6,2,6
g229,nor,n622,"n312, n526",2,0,0,0,2,6,2,3
g230,nor,n621,"n255, n566",2,0,0,0,2,6,2,6
g231,nor,n620,"n264, n566",2,0,0,0,2,6,2,6
g232,nor,n619,"n315, n526",2,0,0,0,2,6,2,3
g233,nor,n618,"n309, n526",2,0,0,0,2,6,2,3
g234,nor,n617,"n252, n566",2,0,0,0,2,6,2,6
g235,or,n616,"n564, n524",2,0,0,0,4,2,1,0
g236,nor,n615,"n318, n526",2,0,0,0,2,6,2,3
g237,nor,n614,"n310, n526",2,0,0,0,2,6,2,3
g238,nor,n613,"n260, n566",2,0,0,0,2,6,2,6
g239,nor,n612,"n258, n566",2,0,0,0,2,6,2,6
g240,nor,n611,"n311, n526",2,0,0,0,2,6,2,3
g241,nor,n610,"n316, n526",2,0,0,0,2,6,2,3
g242,nor,n609,"n253, n566",2,0,0,0,2,6,2,6
g243,nor,n608,"n261, n566",2,0,0,0,2,6,2,6
g244,nor,n607,"n314, n526",2,0,0,0,2,6,2,3
g245,nor,n606,"n265, n566",2,0,0,0,2,6,2,6
g246,nor,n605,"n306, n526",2,0,0,0,2,6,2,3
g247,nor,n604,"n360, n529",2,0,0,0,6,10,5,3
g248,or,n603,"n560, n517",2,0,0,0,4,2,1,0
g249,or,n602,"n545, n527",2,0,0,0,4,2,1,0
g250,or,n601,"n427, n489",2,0,0,0,4,2,1,0
g251,or,n600,"n561, n519",2,0,0,0,4,2,1,0
g252,or,n599,"n559, n518",2,0,0,0,4,2,1,0
g253,or,n598,"n558, n516",2,0,0,0,4,2,1,0
g254,or,n597,"n556, n515",2,0,0,0,4,2,1,0
g255,or,n596,"n553, n511",2,0,0,0,4,2,1,0
g256,or,n595,"n555, n513",2,0,0,0,4,2,1,0
g257,or,n594,"n538, n491",2,0,0,0,4,2,1,0
g258,or,n593,"n554, n512",2,0,0,0,4,2,1,0
g259,or,n592,"n552, n490",2,0,0,0,4,2,1,0
g260,or,n591,"n551, n510",2,0,0,0,4,2,1,0
g261,or,n590,"n549, n509",2,0,0,0,4,2,1,0
g262,or,n589,"n548, n507",2,0,0,0,4,2,1,0
g263,or,n588,"n547, n506",2,0,0,0,4,2,1,0
g264,or,n587,"n550, n508",2,0,0,0,4,2,1,0
g265,or,n586,"n565, n504",2,0,0,0,4,2,1,0
g266,or,n585,"n546, n505",2,0,0,0,4,2,1,0
g267,or,n584,"n544, n522",2,0,0,0,4,2,1,0
g268,or,n583,"n543, n503",2,0,0,0,4,2,1,0
g269,or,n582,"n542, n502",2,0,0,0,4,2,1,0
g270,or,n581,"n541, n500",2,0,0,0,4,2,1,0
g271,or,n580,"n540, n498",2,0,0,0,4,2,1,0
g272,or,n579,"n539, n497",2,0,0,0,4,2,1,0
g273,or,n578,"n536, n494",2,0,0,0,4,2,1,0
g274,or,n577,"n535, n493",2,0,0,0,4,2,1,0
g275,or,n576,"n534, n492",2,0,0,0,4,2,1,0
g276,or,n575,"n537, n499",2,0,0,0,4,2,1,0
g277,or,n574,"n533, n488",2,0,0,0,4,2,1,0
g278,or,n573,"n532, n487",2,0,0,0,4,2,1,0
g279,or,n572,"n531, n486",2,0,0,0,4,2,1,0
g280,or,n571,"n530, n501",2,0,0,0,4,2,1,0
g281,or,n570,"n459, n521",2,0,0,0,4,2,1,0
g282,or,n569,"n479, n528",2,0,0,0,4,3,2,4
g283,or,n568,"n452, n514",2,0,0,0,4,2,1,0
g284,or,n567,"n562, n520",2,0,0,0,4,2,1,0
g285,nor,n565,"n323, n435",2,0,0,0,3,3,2,3
g286,nor,n564,"n357, n447",2,0,0,0,3,3,2,3
g287,nor,n563,"n352, n446",2,0,0,0,3,3,2,3
g288,nor,n562,"n356, n442",2,0,0,0,3,3,2,3
g289,nor,n561,"n333, n443",2,0,0,0,3,3,2,3
g290,nor,n560,"n343, n440",2,0,0,0,3,3,2,3
g291,nor,n559,"n263, n441",2,0,0,0,3,3,2,3
g292,nor,n558,"n331, n439",2,0,0,0,3,3,2,3
g293,nor,n557,"n346, n436",2,0,0,0,3,3,2,3
g294,nor,n556,"n341, n438",2,0,0,0,3,3,2,3
g295,nor,n555,"n340, n440",2,0,0,0,3,3,2,3
g296,nor,n554,"n332, n438",2,0,0,0,3,3,2,3
g297,nor,n553,"n335, n444",2,0,0,0,3,3,2,3
g298,nor,n552,"n349, n444",2,0,0,0,3,3,2,3
g299,nor,n551,"n324, n445",2,0,0,0,3,3,2,3
g300,nor,n550,"n344, n445",2,0,0,0,3,3,2,3
g301,nor,n549,"n327, n435",2,0,0,0,3,3,2,3
g302,nor,n548,"n330, n447",2,0,0,0,3,3,2,3
g303,nor,n547,"n338, n446",2,0,0,0,3,3,2,3
g304,nor,n546,"n348, n442",2,0,0,0,3,3,2,3
g305,nor,n545,"n325, n435",2,0,0,0,3,3,2,3
g306,nor,n544,"n326, n443",2,0,0,0,3,3,2,3
g307,nor,n543,"n353, n441",2,0,0,0,3,3,2,3
g308,nor,n542,"n350, n439",2,0,0,0,3,3,2,3
g309,nor,n541,"n329, n447",2,0,0,0,3,3,2,3
g310,nor,n540,"n334, n446",2,0,0,0,3,3,2,3
g311,nor,n539,"n355, n442",2,0,0,0,3,3,2,3
g312,nor,n538,"n347, n436",2,0,0,0,3,3,2,3
g313,nor,n537,"n336, n443",2,0,0,0,3,3,2,3
g314,nor,n536,"n342, n441",2,0,0,0,3,3,2,3
g315,nor,n535,"n328, n439",2,0,0,0,3,3,2,3
g316,nor,n534,"n339, n436",2,0,0,0,3,3,2,3
g317,nor,n533,"n351, n440",2,0,0,0,3,3,2,3
g318,nor,n532,"n354, n438",2,0,0,0,3,3,2,3
g319,nor,n531,"n345, n444",2,0,0,0,3,3,2,3
g320,nor,n530,"n337, n445",2,0,0,0,3,3,2,3
g321,or,n529,"n377, n420",2,0,0,0,7,11,6,4
g322,nor,n528,"n367, n419",2,0,0,0,3,4,3,4
g323,or,n527,"n461, n478",2,0,0,0,5,3,2,4
g324,or,n566,"n1, n449",2,0,0,0,1,7,3,5
g325,nor,n525,"n1, n415",2,0,0,0,1,11,1,0
g326,or,n524,"n460, n485",2,0,0,0,5,3,2,4
g327,or,n523,"n458, n480",2,0,0,0,5,3,2,4
g328,or,n522,"n473, n482",2,0,0,0,5,3,2,4
g329,nor,n521,"n418, n437",2,0,0,0,3,3,2,3
g330,or,n520,"n467, n481",2,0,0,0,5,3,2,4
g331,or,n519,"n456, n482",2,0,0,0,5,3,2,4
g332,or,n518,"n430, n483",2,0,0,0,5,3,2,4
g333,or,n517,"n453, n474",2,0,0,0,5,3,2,4
g334,or,n516,"n454, n484",2,0,0,0,5,3,2,4
g335,or,n515,"n450, n476",2,0,0,0,5,3,2,4
g336,nor,n514,"n416, n437",2,0,0,0,3,3,2,3
g337,or,n513,"n457, n474",2,0,0,0,5,3,2,4
g338,or,n512,"n455, n476",2,0,0,0,5,3,2,4
g339,or,n511,"n464, n477",2,0,0,0,5,3,2,4
g340,or,n510,"n465, n475",2,0,0,0,5,3,2,4
g341,or,n509,"n466, n478",2,0,0,0,5,3,2,4
g342,or,n508,"n462, n475",2,0,0,0,5,3,2,4
g343,or,n507,"n469, n485",2,0,0,0,5,3,2,4
g344,or,n506,"n468, n480",2,0,0,0,5,3,2,4
g345,or,n505,"n451, n481",2,0,0,0,5,3,2,4
g346,or,n504,"n471, n478",2,0,0,0,5,3,2,4
g347,or,n503,"n470, n483",2,0,0,0,5,3,2,4
g348,or,n502,"n472, n484",2,0,0,0,5,3,2,4
g349,or,n501,"n422, n475",2,0,0,0,5,3,2,4
g350,or,n500,"n417, n485",2,0,0,0,5,3,2,4
g351,or,n499,"n433, n482",2,0,0,0,5,3,2,4
g352,or,n498,"n421, n480",2,0,0,0,5,3,2,4
g353,or,n497,"n432, n481",2,0,0,0,5,3,2,4
g354,nor,n496,"n1, n434",2,0,0,0,1,11,1,0
g355,nor,n495,"n1, n413",2,0,0,0,1,11,1,0
g356,or,n494,"n431, n483",2,0,0,0,5,3,2,4
g357,or,n493,"n429, n484",2,0,0,0,5,3,2,4
g358,or,n492,"n428, n479",2,0,0,0,5,3,2,4
g359,or,n491,"n426, n479",2,0,0,0,5,3,2,4
g360,or,n490,"n463, n477",2,0,0,0,5,3,2,4
g361,nor,n489,"n414, n437",2,0,0,0,3,3,2,3
g362,or,n488,"n425, n474",2,0,0,0,5,3,2,4
g363,or,n487,"n424, n476",2,0,0,0,5,3,2,4
g364,or,n486,"n423, n477",2,0,0,0,5,3,2,4
g365,or,n526,"n1, n448",2,0,0,0,1,7,3,4
g366,nor,n473,"n289, n384",2,0,0,0,4,4,3,3
g367,nor,n472,"n272, n384",2,0,0,0,4,4,3,3
g368,nor,n471,"n275, n384",2,0,0,0,4,4,3,3
g369,nor,n470,"n271, n384",2,0,0,0,4,4,3,3
g370,nor,n469,"n305, n384",2,0,0,0,4,4,3,3
g371,nor,n468,"n287, n384",2,0,0,0,4,4,3,3
g372,nor,n467,"n297, n384",2,0,0,0,4,4,3,3
g373,nor,n466,"n288, n384",2,0,0,0,4,4,3,3
g374,nor,n465,"n293, n384",2,0,0,0,4,4,3,3
g375,nor,n464,"n302, n384",2,0,0,0,4,4,3,3
g376,nor,n463,"n266, n384",2,0,0,0,4,4,3,3
g377,nor,n462,"n279, n384",2,0,0,0,4,4,3,3
g378,nor,n461,"n301, n384",2,0,0,0,4,4,3,3
g379,nor,n460,"n283, n384",2,0,0,0,4,4,3,3
g380,nor,n459,"n277, n384",2,0,0,0,4,3,2,3
g381,nor,n458,"n280, n384",2,0,0,0,4,4,3,3
g382,nor,n457,"n273, n384",2,0,0,0,4,4,3,3
g383,nor,n456,"n285, n384",2,0,0,0,4,4,3,3
g384,nor,n455,"n284, n384",2,0,0,0,4,4,3,3
g385,nor,n454,"n303, n384",2,0,0,0,4,4,3,3
g386,nor,n453,"n300, n384",2,0,0,0,4,4,3,3
g387,nor,n452,"n270, n384",2,0,0,0,4,3,2,3
g388,nor,n451,"n299, n384",2,0,0,0,4,4,3,3
g389,nor,n450,"n268, n384",2,0,0,0,4,4,3,3
g390,nor,n485,"n318, n408",2,0,0,0,5,4,3,3
g391,nor,n484,"n306, n394",2,0,0,0,5,4,3,3
g392,nor,n483,"n314, n406",2,0,0,0,5,4,3,3
g393,nor,n482,"n316, n404",2,0,0,0,5,4,3,3
g394,nor,n481,"n311, n396",2,0,0,0,5,4,3,3
