gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout
g19,nor,n2172,"n2025, n2077",2,0,0,0,7,14,14,4,0,7441,0,8796,3374,0,794,726,0,0,7441,0,8796,3374,0,794,726,0
g20,nor,n1361,"n1329, n1322",2,0,0,0,9,10,10,6,0,848,0,1001,379,0,80,88,0,0,848,0,1001,379,0,80,88,0
g21,nor,n2010,"n1869, n1891",2,0,0,0,6,15,15,3,0,30284,0,36624,15418,0,5080,2594,0,0,30284,0,36624,15418,0,5080,2594,0
g22,nor,n1095,"n1012, n1069",2,0,0,0,8,13,13,5,0,2463,0,2972,1213,0,328,255,0,0,2463,0,2972,1213,0,328,255,0
g23,nor,n2951,"n2924, n2950",2,0,0,0,14,9,9,11,0,47,0,53,26,0,12,3,0,0,47,0,53,26,0,12,3,0
g24,nor,n2681,"n2580, n2629",2,0,0,0,11,15,15,8,0,1628,0,1991,902,0,378,111,0,0,1628,0,1991,902,0,378,111,0
g25,not,n1734,n1733,1,0,0,0,9,13,13,6,0,171,0,169,54,0,5,7,0,0,171,0,169,54,0,5,7,0
g26,nor,n727,"n125, n649",2,0,0,0,3,8,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g27,nor,n989,"n961, n971",2,0,0,0,6,15,15,3,0,62797,0,76428,32875,0,9965,7072,0,0,62797,0,76428,32875,0,9965,7072,0
g28,or,n605,"n379, n356",2,0,0,0,8,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g29,not,n191,n20[4],1,0,0,1,5,5,3,2,0,4,0,2,1,0,0,0,0,0,4,0,2,1,0,0,0,0
g30,not,n1232,n942,1,0,0,0,8,11,11,5,0,1025,0,1204,449,0,88,107,0,0,1025,0,1204,449,0,88,107,0
g31,nor,n1102,"n949, n1062",2,0,0,0,8,15,15,5,0,1881,0,2334,1058,0,376,198,0,0,1881,0,2334,1058,0,376,198,0
g32,not,n1756,n1755,1,0,0,0,9,12,12,6,0,67,0,64,22,0,0,4,0,0,67,0,64,22,0,0,4,0
g33,nor,n1449,"n1416, n1422",2,0,0,0,12,11,11,9,0,320,0,390,163,0,48,32,0,0,320,0,390,163,0,48,32,0
g34,nor,n415,"n258, n349",2,0,0,0,10,14,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g35,nor,n1614,"n1521, n1558",2,0,0,0,6,14,14,3,0,989,0,970,309,0,21,52,0,0,989,0,970,309,0,21,52,0
g36,nor,n1114,"n960, n1064",2,0,0,0,8,15,15,5,0,1983,0,2431,1169,0,406,279,0,0,1983,0,2431,1169,0,406,279,0
g37,nor,n1618,"n1520, n1551",2,0,0,0,6,14,14,3,0,1056,0,1034,330,0,22,57,0,0,1056,0,1034,330,0,22,57,0
g38,nor,n520,"n168, n348",2,0,0,0,11,14,2,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g39,nor,n3183,"n3095, n3141",2,0,0,0,6,6,6,3,0,4,0,3,1,0,0,0,0,0,4,0,3,1,0,0,0,0
g40,not,n1874,n22[2],1,0,0,1,5,13,13,2,0,233340,0,281827,120951,0,42934,19027,0,0,233340,0,281827,120951,0,42934,19027,0
g41,xor,n931,"n30[7], n77",2,0,0,1,15,15,4,2,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0
g42,dff,n25[5],"n1, 1'b1, n0, n581",4,1,1,1,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g43,not,n154,n9[1],1,0,0,1,8,5,5,2,0,3,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0
g44,buf,n9[21],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g45,xnor,n1788,"n1747, n1700",2,0,0,0,9,9,9,6,0,13,0,11,4,0,1,1,0,0,13,0,11,4,0,1,1,0
g46,xnor,n1293,"n1213, n1212",2,0,0,0,8,12,12,5,0,1237,0,1472,576,0,136,130,0,0,1237,0,1472,576,0,136,130,0
g47,nor,n2095,"n1882, n1891",2,0,0,0,6,15,15,3,0,19372,0,23153,9273,0,2568,1806,0,0,19372,0,23153,9273,0,2568,1806,0
g48,buf,n360,n347,1,0,0,0,10,-1,2,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
g49,nor,n937,"n62, n61",2,0,0,0,15,18,4,3,0,1,0,2,1,0,0,0,0,0,1,0,2,1,0,0,0,0
g50,or,n556,"n396, n484",2,0,0,0,12,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g51,xnor,n1217,"n1159, n1028",2,0,0,0,7,12,12,4,0,5420,0,6579,2740,0,784,559,0,0,5420,0,6579,2740,0,784,559,0
g52,xor,n924,"n25[7], n101",2,0,0,1,13,13,4,2,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0
g53,xnor,n2477,"n2181, n2379",2,0,0,0,9,13,13,6,0,4023,0,4767,1849,0,454,390,0,0,4023,0,4767,1849,0,454,390,0
g54,xnor,n3037,"n3301, n3285",2,0,0,0,13,8,8,10,0,11,0,13,6,0,3,1,0,0,11,0,13,6,0,3,1,0
g55,or,n535,"n376, n453",2,0,0,0,12,14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g56,xnor,n3028,"n3290, n3274",2,0,0,0,10,10,10,7,0,100,0,113,38,0,4,11,0,0,100,0,113,38,0,4,11,0
g57,nor,n2153,"n1905, n1929",2,0,0,0,7,18,18,4,0,21515,0,26284,11681,0,4582,1590,0,0,21515,0,26284,11681,0,4582,1590,0
g58,not,n75,n74,1,0,0,0,16,16,6,4,0,2,0,4,3,0,1,0,0,0,2,0,4,3,0,1,0,0
g59,nor,n2510,"n2368, n2396",2,0,0,0,8,15,15,5,0,3032,0,3649,1501,0,456,273,0,0,3032,0,3649,1501,0,456,273,0
g60,buf,n12[23],n10[15],1,0,0,1,12,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g61,xnor,n2654,"n2536, n2459",2,0,0,0,8,14,14,5,0,3669,0,4478,1996,0,788,271,0,0,3669,0,4478,1996,0,788,271,0
g62,nor,n2025,"n1869, n1878",2,0,0,0,6,11,11,3,0,17131,0,20222,7721,0,1783,1678,0,0,17131,0,20222,7721,0,1783,1678,0
g63,buf,n13[29],n10[5],1,0,0,1,13,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g64,nor,n426,"n282, n347",2,0,0,0,10,2,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g65,dff,n20[1],"n1, 1'b1, n0, n847",4,1,1,1,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g66,nor,n698,"n111, n659",2,0,0,0,2,7,2,6,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g67,not,n3126,n3285,1,0,0,0,14,7,7,11,0,4,0,3,2,0,0,0,0,0,4,0,3,2,0,0,0,0
g68,xnor,n1735,"n1673, n1669",2,0,0,0,8,12,12,5,0,383,0,373,120,0,7,22,0,0,383,0,373,120,0,7,22,0
g69,xnor,n1552,"n3266, n23[2]",2,0,0,1,5,12,12,2,0,3981,0,3922,1240,0,111,188,0,0,3981,0,3922,1240,0,111,188,0
g70,nor,n2628,"n2524, n2567",2,0,0,0,10,14,14,7,0,6541,0,7996,3585,0,1446,468,0,0,6541,0,7996,3585,0,1446,468,0
g71,not,n66,n65,1,0,0,0,17,21,6,4,0,8,0,22,12,0,1,0,0,0,8,0,22,12,0,1,0,0
g72,buf,n12[7],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g73,nor,n480,"n173, n104",2,0,0,0,12,12,2,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g74,not,n998,n997,1,0,0,0,6,16,16,3,0,61121,0,73879,30734,0,8723,6546,0,0,61121,0,73879,30734,0,8723,6546,0
g75,not,n1718,n1717,1,0,0,0,8,12,12,5,0,223,0,220,70,0,6,10,0,0,223,0,220,70,0,6,10,0
g76,buf,n11[19],n10[3],1,0,0,1,13,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g77,dff,n26[5],"n1, 1'b1, n0, n571",4,1,1,1,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g78,nor,n1698,"n1586, n1649",2,0,0,0,8,12,12,5,0,227,0,218,72,0,1,15,0,0,227,0,218,72,0,1,15,0
g79,nor,n1495,"n1454, n1494",2,0,0,0,12,10,10,9,0,233,0,286,124,0,40,23,0,0,233,0,286,124,0,40,23,0
g80,nor,n70,"n30[4], n68",2,0,0,1,15,19,5,2,0,1,0,3,1,0,0,0,0,0,1,0,3,1,0,0,0,0
g81,not,n3058,n3057,1,0,0,0,15,11,11,12,0,15,0,20,9,0,4,0,0,0,15,0,20,9,0,4,0,0
g82,or,n1064,"n1021, n1035",2,0,0,0,7,14,14,4,0,28725,0,34827,14702,0,4312,3115,0,0,28725,0,34827,14702,0,4312,3115,0
g83,xnor,n2690,"n2612, n2634",2,0,0,0,10,13,13,7,0,1863,0,2253,949,0,310,162,0,0,1863,0,2253,949,0,310,162,0
g84,not,n2134,n2133,1,0,0,0,7,17,17,4,0,14974,0,18285,8096,0,3136,1121,0,0,14974,0,18285,8096,0,3136,1121,0
g85,not,n3115,n3298,1,0,0,0,13,7,7,10,0,4,0,3,2,0,0,0,0,0,4,0,3,2,0,0,0,0
g86,or,n557,"n438, n513",2,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g87,dff,n26[9],"n1, 1'b1, n0, n565",4,1,1,1,14,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g88,buf,n10[19],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g89,or,n641,"n5[4], n639",2,0,0,1,1,7,5,-1,0,167,0,100,4,0,0,0,0,0,167,0,100,4,0,0,0,0
g90,xnor,n2394,"n2260, n1997",2,0,0,0,7,16,16,4,0,8887,0,10839,4903,0,2035,626,0,0,8887,0,10839,4903,0,2035,626,0
g91,nor,n1391,"n1353, n1351",2,0,0,0,11,12,12,8,0,277,0,345,156,0,56,28,0,0,277,0,345,156,0,56,28,0
g92,xor,n3270,"n20[6], n21[6]",2,0,0,1,5,16,16,2,0,9078,0,8826,2857,0,125,548,0,0,9078,0,8826,2857,0,125,548,0
g93,not,n648,n649,1,0,0,0,3,9,3,6,0,8,0,8,1,0,0,0,0,0,8,0,8,1,0,0,0,0
g94,nor,n2323,"n2281, n2278",2,0,0,0,8,15,15,5,0,5296,0,6394,2666,0,849,464,0,0,5296,0,6394,2666,0,849,464,0
g95,or,n46,"n30[7], n45",2,0,0,1,15,10,6,2,0,4,0,2,1,0,0,0,0,0,4,0,2,1,0,0,0,0
g96,not,n1511,n23[5],1,0,0,1,5,16,16,2,0,2932,0,2850,923,0,41,175,0,0,2932,0,2850,923,0,41,175,0
g97,not,n2013,n2012,1,0,0,0,7,18,18,4,0,4965,0,5907,2809,0,1266,374,0,0,4965,0,5907,2809,0,1266,374,0
g98,nor,n614,"n231, n524",2,0,0,0,9,4,4,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0
g99,xnor,n1719,"n1642, n1628",2,0,0,0,8,12,12,5,0,368,0,360,115,0,11,18,0,0,368,0,360,115,0,11,18,0
g100,not,n1777,n1776,1,0,0,0,9,11,11,6,0,27,0,25,9,0,0,1,0,0,27,0,25,9,0,0,1,0
g101,not,n1025,n1026,1,0,0,0,8,14,14,5,0,11010,0,13390,5625,0,1651,1137,0,0,11010,0,13390,5625,0,1651,1137,0
g102,xnor,n2585,"n2416, n2502",2,0,0,0,8,15,15,5,0,830,0,983,470,0,213,63,0,0,830,0,983,470,0,213,63,0
g103,not,n1916,n1915,1,0,0,0,7,17,17,4,0,21515,0,26283,11682,0,4582,1589,0,0,21515,0,26283,11682,0,4582,1589,0
g104,or,n846,"n740, n697",2,0,0,0,3,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g105,nor,n501,"n135, n346",2,0,0,0,10,2,2,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g106,xnor,n1419,"n1379, n1356",2,0,0,0,9,11,11,6,0,277,0,342,156,0,56,30,0,0,277,0,342,156,0,56,30,0
g107,not,n286,n30[2],1,0,0,1,15,17,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g108,nor,n1452,"n1413, n1424",2,0,0,0,12,10,10,9,0,233,0,286,124,0,40,23,0,0,233,0,286,124,0,40,23,0
g109,not,n2421,n2420,1,0,0,0,8,15,15,5,0,4913,0,6006,2683,0,1068,356,0,0,4913,0,6006,2683,0,1068,356,0
g110,nor,n1007,"n976, n988",2,0,0,0,7,12,12,4,0,90054,0,108987,45909,0,13258,9932,0,0,90054,0,108987,45909,0,13258,9932,0
g111,not,n1341,n1340,1,0,0,0,10,12,12,7,0,425,0,513,209,0,56,43,0,0,425,0,513,209,0,56,43,0
g112,nor,n1466,"n1441, n1447",2,0,0,0,11,9,9,8,0,7,0,8,4,0,1,2,0,0,7,0,8,4,0,1,2,0
g113,xnor,n2410,"n2259, n2010",2,0,0,0,7,14,14,4,0,11871,0,14264,5838,0,1742,1075,0,0,11871,0,14264,5838,0,1742,1075,0
g114,nor,n1342,"n1277, n1311",2,0,0,0,9,12,12,6,0,1851,0,2254,949,0,280,190,0,0,1851,0,2254,949,0,280,190,0
g115,nor,n797,"n217, n655",2,0,0,0,3,4,4,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0
g116,nor,n2941,"n2914, n2931",2,0,0,0,13,9,9,10,0,322,0,388,163,0,53,27,0,0,322,0,388,163,0,53,27,0
g117,or,n569,"n405, n476",2,0,0,0,12,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g118,nor,n1369,"n1255, n1323",2,0,0,0,9,11,11,6,0,465,0,576,264,0,96,49,0,0,465,0,576,264,0,96,49,0
g119,not,n152,n31[10],1,0,0,1,9,3,3,6,0,2,0,2,1,0,0,0,0,0,2,0,2,1,0,0,0,0
g120,xnor,n1228,"n1028, n1145",2,0,0,0,7,15,15,4,0,1983,0,2430,1169,0,406,279,0,0,1983,0,2430,1169,0,406,279,0
g121,xor,n3286,"n2882, n2953",2,0,0,0,12,8,8,9,0,16,0,16,9,0,4,1,0,0,16,0,16,9,0,4,1,0
g122,nor,n813,"n192, n665",2,0,0,0,3,4,4,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0
g123,not,n1811,n1810,1,0,0,0,12,12,12,9,0,27,0,26,9,0,0,1,0,0,27,0,26,9,0,0,1,0
g124,not,n227,n10[15],1,0,0,1,12,3,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g125,nor,n507,"n149, n346",2,0,0,0,10,2,2,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g126,xnor,n1173,"n1017, n1098",2,0,0,0,7,13,13,4,0,4011,0,4767,1849,0,424,419,0,0,4011,0,4767,1849,0,424,419,0
g127,nor,n2565,"n2467, n2492",2,0,0,0,9,15,15,6,0,1096,0,1295,621,0,281,83,0,0,1096,0,1295,621,0,281,83,0
g128,not,n3084,n3286,1,0,0,0,13,7,7,10,0,4,0,3,2,0,0,0,0,0,4,0,3,2,0,0,0,0
g129,xnor,n328,"n208, n186",2,0,0,0,6,12,3,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
g130,nor,n2811,"n2733, n2765",2,0,0,0,11,12,12,8,0,473,0,577,264,0,115,30,0,0,473,0,577,264,0,115,30,0
g131,not,n2919,n2918,1,0,0,0,13,11,11,10,0,166,0,203,92,0,37,11,0,0,166,0,203,92,0,37,11,0
g132,xnor,n2249,"n2055, n2079",2,0,0,0,7,16,16,4,0,7427,0,8971,4175,0,1846,511,0,0,7427,0,8971,4175,0,1846,511,0
g133,nor,n611,"n320, n351",2,0,0,0,9,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g134,not,n1912,n1911,1,0,0,0,7,16,16,4,0,13232,0,15886,6476,0,1904,1206,0,0,13232,0,15886,6476,0,1904,1206,0
g135,not,n2417,n2416,1,0,0,0,8,15,15,5,0,369,0,426,210,0,94,35,0,0,369,0,426,210,0,94,35,0
g136,nor,n1682,"n1663, n1630",2,0,0,0,8,12,12,5,0,264,0,258,82,0,5,14,0,0,264,0,258,82,0,5,14,0
g137,nor,n1810,"n1783, n1800",2,0,0,0,11,10,10,8,0,67,0,63,21,0,0,4,0,0,67,0,63,21,0,0,4,0
g138,not,n69,n68,1,0,0,0,17,19,6,4,0,6,0,16,9,0,1,0,0,0,6,0,16,9,0,1,0,0
g139,or,n895,"n886, n884",2,0,0,0,5,2,2,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
g140,nor,n1683,"n1627, n1648",2,0,0,0,8,13,13,5,0,725,0,711,226,0,16,37,0,0,725,0,711,226,0,16,37,0
g141,or,n43,"n30[1], n41",2,0,0,1,15,13,9,2,0,5,0,4,1,0,0,0,0,0,5,0,4,1,0,0,0,0
g142,xnor,n1295,"n1203, n1220",2,0,0,0,8,13,13,5,0,1298,0,1576,660,0,192,135,0,0,1298,0,1576,660,0,192,135,0
g143,nor,n3186,"n3079, n3141",2,0,0,0,6,6,6,3,0,4,0,3,1,0,0,0,0,0,4,0,3,1,0,0,0,0
g144,nor,n464,"n142, n104",2,0,0,0,10,17,2,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g145,nor,n812,"n122, n654",2,0,0,0,4,4,4,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0
g146,xnor,n1795,"n1729, n1759",2,0,0,0,9,10,10,6,0,223,0,218,69,0,6,11,0,0,223,0,218,69,0,6,11,0
g147,nor,n719,"n195, n651",2,0,0,0,3,8,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g148,nor,n1919,"n1885, n1889",2,0,0,0,6,16,16,3,0,22623,0,27607,12282,0,4840,1672,0,0,22623,0,27607,12282,0,4840,1672,0
g149,nor,n370,"n237, n103",2,0,0,0,13,10,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g150,dff,n29[9],"n1, 1'b1, n0, n528",4,1,1,1,13,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g151,nor,n1406,"n1370, n1376",2,0,0,0,10,10,10,7,0,7,0,8,4,0,1,3,0,0,7,0,8,4,0,1,3,0
g152,not,n174,n927,1,0,0,0,15,14,3,4,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g153,or,n1536,"n1516, n1518",2,0,0,0,6,12,12,3,0,2818,0,2777,881,0,83,128,0,0,2818,0,2777,881,0,83,128,0
g154,or,n599,"n428, n508",2,0,0,0,11,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g155,nor,n3063,"n3037, n3062",2,0,0,0,14,10,10,11,0,8,0,10,4,0,2,0,0,0,8,0,10,4,0,2,0,0
g156,nor,n1610,"n1521, n1552",2,0,0,0,6,14,14,3,0,1498,0,1477,467,0,44,69,0,0,1498,0,1477,467,0,44,69,0
g157,or,n870,"n800, n799",2,0,0,0,5,3,3,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
g158,nor,n1258,"n1212, n1213",2,0,0,0,8,11,11,5,0,973,0,1168,468,0,120,100,0,0,973,0,1168,468,0,120,100,0
g159,or,n299,"n5[27], n5[26]",2,0,0,1,1,13,12,-1,0,265,0,157,7,0,0,0,0,0,265,0,157,7,0,0,0,0
g160,nor,n1050,"n948, n1034",2,0,0,0,8,15,15,5,0,1883,0,2324,1092,0,392,232,0,0,1883,0,2324,1092,0,392,232,0
g161,nor,n2325,"n2190, n2317",2,0,0,0,9,16,16,6,0,7454,0,9028,4184,0,1846,506,0,0,7454,0,9028,4184,0,1846,506,0
g162,nor,n720,"n207, n651",2,0,0,0,3,8,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g163,nor,n759,"n220, n658",2,0,0,0,4,8,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g164,nor,n1408,"n943, n1382",2,0,0,0,10,11,11,7,0,29,0,36,18,0,5,7,0,0,29,0,36,18,0,5,7,0
g165,nor,n1817,"n1771, n1798",2,0,0,0,10,10,10,7,0,119,0,115,37,0,2,6,0,0,119,0,115,37,0,2,6,0
g166,not,n2054,n2053,1,0,0,0,7,17,17,4,0,18413,0,22359,9580,0,3338,1519,0,0,18413,0,22359,9580,0,3338,1519,0
g167,or,n842,"n736, n693",2,0,0,0,3,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g168,nor,n1262,"n1172, n1239",2,0,0,0,9,12,12,6,0,168,0,202,103,0,30,43,0,0,168,0,202,103,0,30,43,0
g169,or,n886,"n812, n811",2,0,0,0,5,3,3,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
g170,nor,n3008,"n3291, n3275",2,0,0,0,11,11,11,8,0,82,0,95,32,0,4,8,0,0,82,0,95,32,0,4,8,0
g171,or,n652,"n523, n647",2,0,0,0,4,4,4,7,0,19,0,8,0,0,0,0,0,0,19,0,8,0,0,0,0,0
g172,nor,n476,"n147, n102",2,0,0,0,11,10,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g173,not,n1525,n23[1],1,0,0,1,5,14,14,2,0,4707,0,4634,1467,0,127,225,0,0,4707,0,4634,1467,0,127,225,0
g174,dff,n29[2],"n1, 1'b1, n0, n540",4,1,1,1,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g175,xnor,n2918,"n2883, n2870",2,0,0,0,12,10,10,9,0,401,0,488,216,0,82,31,0,0,401,0,488,216,0,82,31,0
g176,buf,n17[5],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g177,dff,n9[3],"n1, 1'b1, n0, n917",4,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g178,nor,n2784,"n2712, n2748",2,0,0,0,11,9,9,8,0,850,0,1000,379,0,85,83,0,0,850,0,1000,379,0,85,83,0
g179,xnor,n1789,"n1749, n1735",2,0,0,0,9,11,11,6,0,145,0,140,45,0,3,9,0,0,145,0,140,45,0,3,9,0
g180,nor,n2897,"n2775, n2872",2,0,0,0,11,11,11,8,0,557,0,676,288,0,98,46,0,0,557,0,676,288,0,98,46,0
g181,nor,n1971,"n1865, n1861",2,0,0,0,6,17,17,3,0,22008,0,26731,12280,0,5301,1513,0,0,22008,0,26731,12280,0,5301,1513,0
g182,xnor,n2543,"n2410, n2400",2,0,0,0,8,13,13,5,0,3195,0,3809,1513,0,406,302,0,0,3195,0,3809,1513,0,406,302,0
g183,nor,n2367,"n2204, n2290",2,0,0,0,9,14,14,6,0,13232,0,15885,6475,0,1904,1206,0,0,13232,0,15885,6475,0,1904,1206,0
g184,buf,n11[7],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g185,nor,n2327,"n2195, n2299",2,0,0,0,9,16,16,6,0,7454,0,9028,4184,0,1846,506,0,0,7454,0,9028,4184,0,1846,506,0
g186,nor,n2866,"n2792, n2851",2,0,0,0,12,10,10,9,0,427,0,512,208,0,61,38,0,0,427,0,512,208,0,61,38,0
g187,nor,n2352,"n2196, n2292",2,0,0,0,9,16,16,6,0,3766,0,4495,2128,0,959,276,0,0,3766,0,4495,2128,0,959,276,0
