gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel
g27,buf,n4[4],1'b0,1,0,1,1,4,17,0,1,0,94,0,279,67,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
g28,buf,n4[3],1'b0,1,0,1,1,4,16,0,1,0,129,0,319,69,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
g29,buf,n4[2],1'b0,1,0,1,1,4,16,0,1,0,94,0,292,71,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
g30,buf,n4[1],1'b0,1,0,1,1,4,19,0,1,0,98,0,300,74,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
g31,buf,n4[0],1'b0,1,0,1,1,4,24,0,1,0,56,0,197,71,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
g32,dff,n3[0],"1'b1, 1'b1, n0, n599",4,1,1,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g33,dff,n3[1],"1'b1, 1'b1, n0, n631",4,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g34,dff,n3[2],"1'b1, 1'b1, n0, n630",4,1,1,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g35,dff,n3[3],"1'b1, 1'b1, n0, n629",4,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g36,dff,n3[4],"1'b1, 1'b1, n0, n628",4,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g37,dff,n3[5],"1'b1, 1'b1, n0, n627",4,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g38,dff,n3[6],"1'b1, 1'b1, n0, n633",4,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g39,dff,n3[7],"1'b1, 1'b1, n0, n635",4,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g40,dff,n3[8],"1'b1, 1'b1, n0, n622",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g41,dff,n3[9],"1'b1, 1'b1, n0, n626",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g42,dff,n3[10],"1'b1, 1'b1, n0, n625",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g43,dff,n3[11],"1'b1, 1'b1, n0, n634",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g44,dff,n3[12],"1'b1, 1'b1, n0, n623",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g45,dff,n3[13],"1'b1, 1'b1, n0, n624",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g46,dff,n3[14],"1'b1, 1'b1, n0, n632",4,1,1,1,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g47,dff,n3[15],"1'b1, 1'b1, n0, n621",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g48,dff,n3[16],"1'b1, 1'b1, n0, n620",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g49,dff,n3[17],"1'b1, 1'b1, n0, n619",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g50,dff,n3[18],"1'b1, 1'b1, n0, n618",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g51,dff,n3[19],"1'b1, 1'b1, n0, n608",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g52,dff,n3[20],"1'b1, 1'b1, n0, n616",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g53,dff,n3[21],"1'b1, 1'b1, n0, n615",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g54,dff,n3[22],"1'b1, 1'b1, n0, n614",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g55,dff,n3[23],"1'b1, 1'b1, n0, n613",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g56,dff,n3[24],"1'b1, 1'b1, n0, n612",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g57,dff,n3[25],"1'b1, 1'b1, n0, n611",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g58,dff,n3[26],"1'b1, 1'b1, n0, n610",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g59,dff,n3[27],"1'b1, 1'b1, n0, n607",4,1,1,1,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g60,dff,n3[28],"1'b1, 1'b1, n0, n609",4,1,1,1,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g61,dff,n3[29],"1'b1, 1'b1, n0, n617",4,1,1,1,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g62,dff,n3[30],"1'b1, 1'b1, n0, n606",4,1,1,1,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g63,dff,n3[31],"1'b1, 1'b1, n0, n605",4,1,1,1,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g64,dff,n2,"1'b1, 1'b1, n0, n638",4,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g65,dff,n774,"1'b1, 1'b1, n0, n559",4,1,1,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g66,dff,n4[0],"1'b1, 1'b1, n0, n693",4,1,1,1,4,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g67,dff,n4[1],"1'b1, 1'b1, n0, n707",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g68,dff,n4[2],"1'b1, 1'b1, n0, n706",4,1,1,1,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g69,dff,n4[3],"1'b1, 1'b1, n0, n705",4,1,1,1,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g70,dff,n4[4],"1'b1, 1'b1, n0, n704",4,1,1,1,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g71,dff,n4[5],"1'b1, 1'b1, n0, n703",4,1,1,1,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g72,dff,n4[6],"1'b1, 1'b1, n0, n702",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g73,dff,n4[7],"1'b1, 1'b1, n0, n701",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g74,dff,n4[8],"1'b1, 1'b1, n0, n700",4,1,1,1,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g75,dff,n4[9],"1'b1, 1'b1, n0, n699",4,1,1,1,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g76,dff,n4[10],"1'b1, 1'b1, n0, n698",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g77,dff,n4[11],"1'b1, 1'b1, n0, n697",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g78,dff,n4[12],"1'b1, 1'b1, n0, n694",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g79,dff,n4[13],"1'b1, 1'b1, n0, n696",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g80,dff,n4[14],"1'b1, 1'b1, n0, n695",4,1,1,1,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g81,dff,n4[15],"1'b1, 1'b1, n0, n708",4,1,1,1,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g82,dff,n4[16],"1'b1, 1'b1, n0, n677",4,1,1,1,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g83,dff,n4[17],"1'b1, 1'b1, n0, n691",4,1,1,1,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g84,dff,n4[18],"1'b1, 1'b1, n0, n690",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g85,dff,n4[19],"1'b1, 1'b1, n0, n689",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g86,dff,n4[20],"1'b1, 1'b1, n0, n688",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g87,dff,n4[21],"1'b1, 1'b1, n0, n687",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g88,dff,n4[22],"1'b1, 1'b1, n0, n686",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g89,dff,n4[23],"1'b1, 1'b1, n0, n685",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g90,dff,n4[24],"1'b1, 1'b1, n0, n684",4,1,1,1,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g91,dff,n4[25],"1'b1, 1'b1, n0, n683",4,1,1,1,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g92,dff,n4[26],"1'b1, 1'b1, n0, n682",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g93,dff,n4[27],"1'b1, 1'b1, n0, n681",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g94,dff,n4[28],"1'b1, 1'b1, n0, n680",4,1,1,1,4,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g95,dff,n4[29],"1'b1, 1'b1, n0, n678",4,1,1,1,4,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g96,dff,n4[30],"1'b1, 1'b1, n0, n679",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g97,dff,n4[31],"1'b1, 1'b1, n0, n692",4,1,1,1,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g98,or,n708,"n557, n676",2,0,0,0,3,15,1,0,0,1,0,0,0,0,0,0,0,0,36,0,17,33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g99,or,n707,"n596, n661",2,0,0,0,3,20,1,0,0,1,0,0,0,0,0,0,0,0,29,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g100,or,n706,"n595, n675",2,0,0,0,3,17,1,0,0,1,0,0,0,0,0,0,0,0,29,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g101,or,n705,"n593, n674",2,0,0,0,3,17,1,0,0,1,0,0,0,0,0,0,0,0,29,0,12,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g102,or,n704,"n592, n673",2,0,0,0,3,18,1,0,0,1,0,0,0,0,0,0,0,0,31,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g103,or,n703,"n591, n672",2,0,0,0,3,18,1,0,0,1,0,0,0,0,0,0,0,0,30,0,13,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g104,or,n702,"n590, n671",2,0,0,0,3,16,1,0,0,1,0,0,0,0,0,0,0,0,33,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g105,or,n701,"n589, n670",2,0,0,0,3,16,1,0,0,1,0,0,0,0,0,0,0,0,31,0,14,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g106,or,n700,"n588, n668",2,0,0,0,3,18,1,0,0,1,0,0,0,0,0,0,0,0,35,0,21,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g107,or,n699,"n586, n667",2,0,0,0,3,18,1,0,0,1,0,0,0,0,0,0,0,0,32,0,15,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g108,or,n698,"n585, n666",2,0,0,0,3,16,1,0,0,1,0,0,0,0,0,0,0,0,37,0,23,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g109,or,n697,"n583, n665",2,0,0,0,3,16,1,0,0,1,0,0,0,0,0,0,0,0,33,0,16,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g110,or,n696,"n580, n663",2,0,0,0,3,20,1,0,0,1,0,0,0,0,0,0,0,0,35,0,16,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g111,or,n695,"n579, n662",2,0,0,0,3,15,1,0,0,1,0,0,0,0,0,0,0,0,43,0,25,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g112,or,n694,"n582, n664",2,0,0,0,3,20,1,0,0,1,0,0,0,0,0,0,0,0,41,0,23,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g113,or,n693,"n564, n649",2,0,0,0,3,25,1,0,0,1,0,0,0,0,0,0,0,0,29,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g114,or,n692,"n565, n660",2,0,0,0,3,7,1,0,0,1,0,0,0,0,0,0,0,0,42,0,27,59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g115,or,n691,"n573, n659",2,0,0,0,3,15,1,0,0,1,0,0,0,0,0,0,0,0,37,0,18,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g116,or,n690,"n572, n658",2,0,0,0,3,20,1,0,0,1,0,0,0,0,0,0,0,0,47,0,29,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
g117,or,n689,"n570, n657",2,0,0,0,3,20,1,0,0,1,0,0,0,0,0,0,0,0,38,0,19,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
