gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout
g40,not,n544,n14[2],1,0,0,1,3,12,8,2,0,4,0,54,15,0,2,0,0,0,4,0,54,15,0,2,0,0
g41,not,n427,n7[10],1,0,0,1,2,7,3,-1,0,0,0,18,5,0,1,0,0,0,0,0,18,5,0,1,0,0
g42,not,n426,n7[8],1,0,0,1,2,7,3,-1,0,0,0,26,7,0,1,0,0,0,0,0,26,7,0,1,0,0
g43,xnor,n378,"n9[0], n10[0]",2,0,0,1,4,4,-1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,0
g44,nor,n220,"n126, n152",2,0,0,0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g45,xnor,n124,"n2[5], n3[5]",2,0,0,1,1,7,3,-1,0,2,0,40,11,0,1,2,0,0,2,0,40,11,0,1,2,0
g46,not,n86,n85,1,0,0,0,7,24,5,4,0,0,0,64,33,0,1,0,0,0,0,0,64,33,0,1,0,0
g47,or,n535,"n558, n506",2,0,0,0,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g48,dff,n5[3],"1'b1, 1'b1, n0, n225",4,1,1,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g49,nor,n411,"n52, n53",2,0,0,0,5,19,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0
g50,nor,n434,"n7[2], n432",2,0,0,1,2,6,2,7,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g51,dff,n10[1],"1'b1, 1'b1, n0, n250",4,1,1,1,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g52,or,n304,"n126, n301",2,0,0,0,2,4,3,4,0,33,0,34,2,0,0,0,0,0,33,0,34,2,0,0,0,0
g53,xor,n7[11],"n2[27], n2[11]",2,0,0,1,1,6,2,-1,0,2,0,16,5,0,2,0,0,0,2,0,16,5,0,2,0,0
g54,xnor,n120,"n2[1], n3[1]",2,0,0,1,1,7,3,-1,0,2,0,53,15,0,2,2,0,0,2,0,53,15,0,2,2,0
g55,dff,n11[3],"1'b1, 1'b1, n0, n203",4,1,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g56,nor,n398,"n99, n100",2,0,0,0,6,22,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
g57,nor,n289,"n269, n270",2,0,0,0,6,16,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g58,or,n371,"n333, n347",2,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g59,dff,n10[15],"1'b1, 1'b1, n0, n254",4,1,1,1,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g60,nor,n491,"n476, n489",2,0,0,0,4,12,2,3,0,0,0,6,1,0,1,0,0,0,0,0,6,1,0,1,0,0
g61,nor,n410,"n55, n56",2,0,0,0,5,16,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0
g62,not,n68,n10[5],1,0,0,1,5,24,5,2,0,0,0,58,30,0,1,0,0,0,0,0,58,30,0,1,0,0
g63,nor,n91,"n68, n89",2,0,0,0,6,23,4,3,0,0,0,58,29,0,1,0,0,0,0,0,58,29,0,1,0,0
g64,nor,n253,"n161, n209",2,0,0,0,3,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g65,not,n418,n7[6],1,0,0,1,2,7,3,-1,0,0,0,34,9,0,1,0,0,0,0,0,34,9,0,1,0,0
g66,not,n113,n112,1,0,0,0,7,18,5,4,0,0,0,10,6,0,1,0,0,0,0,0,10,6,0,1,0,0
g67,nor,n52,"n8[3], n50",2,0,0,1,4,20,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0
g68,not,n416,n7[2],1,0,0,1,2,7,3,-1,0,0,0,47,13,0,2,0,0,0,0,0,47,13,0,2,0,0
g69,nor,n432,"n430, n425",2,0,0,0,3,6,2,6,0,0,0,51,13,0,2,0,0,0,0,0,51,13,0,2,0,0
g70,nor,n291,"n273, n280",2,0,0,0,6,18,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g71,xnor,n7[6],"n2[22], n125",2,0,0,1,1,6,2,-1,0,2,0,36,10,0,1,1,0,0,2,0,36,10,0,1,1,0
g72,nor,n302,"n215, n284",2,0,0,0,4,8,5,3,0,0,0,20,1,0,0,0,0,0,0,0,20,1,0,0,0,0
g73,dff,n9[3],"1'b1, 1'b1, n0, n232",4,1,1,1,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g74,not,n145,n415,1,0,0,0,6,8,7,4,0,36,0,57,4,0,0,0,0,0,36,0,57,4,0,0,0,0
g75,not,n30,n8[1],1,0,0,1,4,15,20,2,0,44,0,60,6,0,1,2,0,0,44,0,60,6,0,1,2,0
g76,nor,n334,"n313, n310",2,0,0,0,6,11,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g77,not,n104,n103,1,0,0,0,7,23,5,4,0,0,0,28,15,0,1,0,0,0,0,0,28,15,0,1,0,0
g78,dff,n9[6],"1'b1, 1'b1, n0, n205",4,1,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g79,xnor,n123,"n2[7], n3[7]",2,0,0,1,1,7,3,-1,0,2,0,32,9,0,1,2,0,0,2,0,32,9,0,1,2,0
g80,dff,n10[2],"1'b1, 1'b1, n0, n249",4,1,1,1,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g81,or,n519,"n558, n7[15]",2,0,0,1,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g82,nor,n323,"n140, n307",2,0,0,0,5,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g83,nor,n562,"n466, n467",2,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g84,not,n307,n306,1,0,0,0,4,4,3,5,0,16,0,16,1,0,0,0,0,0,16,0,16,1,0,0,0,0
g85,or,n37,"n8[7], n36",2,0,0,1,4,11,16,2,0,44,0,57,5,0,1,2,0,0,44,0,57,5,0,1,2,0
g86,not,n176,n9[0],1,0,0,1,4,17,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g87,dff,n13[13],"n514, n530, n0, n562",4,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g88,nor,n412,"n49, n50",2,0,0,0,5,19,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0
g89,xnor,n4[13],"n384, n6[13]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g90,not,n502,n7[9],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
g91,nor,n281,"n167, n256",2,0,0,0,7,17,3,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g92,or,n198,"n190, n9[2]",2,0,0,1,4,13,10,2,0,5,0,20,1,0,0,0,0,0,5,0,20,1,0,0,0,0
g93,nor,n559,"n554, n557",2,0,0,0,5,7,3,4,0,0,0,54,14,0,2,0,0,0,0,0,54,14,0,2,0,0
g94,dff,n10[13],"1'b1, 1'b1, n0, n241",4,1,1,1,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g95,not,n140,n13[11],1,0,0,1,4,4,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g96,not,n501,n7[13],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
g97,not,n74,n10[14],1,0,0,1,5,18,5,2,0,0,0,4,3,0,1,0,0,0,0,0,4,3,0,1,0,0
g98,dff,n14[2],"n558, 1'b1, n0, n580",4,1,1,1,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g99,nor,n223,"n176, n126",2,0,0,0,2,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g100,or,n264,"n214, n237",2,0,0,0,5,11,8,3,0,3,0,20,1,0,0,0,0,0,3,0,20,1,0,0,0,0
g101,dff,n8[1],"1'b1, 1'b1, n0, n300",4,1,1,1,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g102,dff,n13[9],"n517, n534, n0, n566",4,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g103,xnor,n376,"n2[0], n3[0]",2,0,0,1,1,6,2,-1,0,2,0,0,1,0,0,2,0,0,2,0,0,1,0,0,2,0
g104,or,n382,"n388, n380",2,0,0,0,5,4,9,3,0,38,0,57,4,0,1,2,0,0,38,0,57,4,0,1,2,0
g105,dff,n5[4],"1'b1, 1'b1, n0, n229",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g106,or,n543,"n558, n510",2,0,0,0,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g107,not,n161,n401,1,0,0,0,7,21,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g108,not,n506,n7[8],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
g109,or,n365,"n330, n349",2,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g110,dff,n5[0],"1'b1, 1'b1, n0, n226",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g111,nor,n111,"n10[12], n109",2,0,0,1,5,19,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g112,nor,n445,"n7[6], n443",2,0,0,1,2,6,2,15,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g113,xor,n7[8],"n2[24], n2[8]",2,0,0,1,1,6,2,-1,0,2,0,28,8,0,2,0,0,0,2,0,28,8,0,2,0,0
g114,xnor,n4[10],"n384, n6[10]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g115,dff,n6[16],"1'b1, 1'b1, n0, n321",4,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g116,nor,n82,"n67, n80",2,0,0,0,6,20,4,3,0,0,0,76,38,0,1,0,0,0,0,0,76,38,0,1,0,0
g117,nor,n564,"n460, n461",2,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g118,not,n496,n7[11],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
g119,not,n456,n455,1,0,0,0,4,7,3,23,0,0,0,18,5,0,1,0,0,0,0,0,18,5,0,1,0,0
g120,not,n558,n1,1,0,0,0,1,6,1,-1,0,32,0,0,1,0,0,0,0,0,32,0,0,1,0,0,0,0
g121,or,n293,"n266, n290",2,0,0,0,6,9,6,4,0,2,0,19,1,0,0,0,0,0,2,0,19,1,0,0,0,0
g122,nor,n395,"n90, n91",2,0,0,0,6,22,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
g123,or,n18,"n10[7], n10[6]",2,0,0,1,5,18,15,2,0,7,0,22,2,0,0,0,0,0,7,0,22,2,0,0,0,0
g124,nor,n55,"n8[4], n53",2,0,0,1,4,17,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0
g125,nor,n87,"n10[4], n85",2,0,0,1,5,23,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g126,not,n67,n10[2],1,0,0,1,5,21,5,2,0,0,0,76,39,0,1,0,0,0,0,0,76,39,0,1,0,0
g127,dff,n9[7],"1'b1, 1'b1, n0, n204",4,1,1,1,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g128,not,n48,n47,1,0,0,0,6,21,7,4,0,0,0,48,15,0,1,0,0,0,0,0,48,15,0,1,0,0
g129,xor,n7[15],"n2[31], n2[15]",2,0,0,1,1,6,2,-1,0,2,0,0,1,0,2,0,0,0,2,0,0,1,0,2,0,0
g130,nor,n466,"n7[13], n464",2,0,0,1,2,6,2,29,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g131,not,n95,n94,1,0,0,0,7,24,5,4,0,0,0,46,24,0,1,0,0,0,0,0,46,24,0,1,0,0
g132,not,n188,n9[2],1,0,0,1,4,17,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g133,nor,n315,"n173, n308",2,0,0,0,5,6,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g134,nor,n284,"n216, n265",2,0,0,0,3,9,6,3,0,0,0,21,1,0,0,0,0,0,0,0,21,1,0,0,0,0
g135,or,n522,"n558, n7[5]",2,0,0,1,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g136,not,n187,n5[4],1,0,0,1,4,11,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g137,not,n489,n488,1,0,0,0,5,13,3,4,0,0,0,6,2,0,1,0,0,0,0,0,6,2,0,1,0,0
g138,xnor,n4[5],"n384, n6[5]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g139,nor,n292,"n272, n281",2,0,0,0,6,16,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g140,not,n441,n440,1,0,0,0,4,7,3,13,0,0,0,38,10,0,1,0,0,0,0,0,38,10,0,1,0,0
g141,xnor,n4[11],"n384, n6[11]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g142,dff,n11[0],"1'b1, 1'b1, n0, n206",4,1,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g143,nor,n262,"n231, n239",2,0,0,0,4,7,6,3,0,34,0,36,2,0,0,0,0,0,34,0,36,2,0,0,0,0
g144,nor,n100,"n69, n98",2,0,0,0,6,23,4,3,0,0,0,40,20,0,1,0,0,0,0,0,40,20,0,1,0,0
g145,nor,n341,"n13[11], n322",2,0,0,1,4,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g146,or,n217,"n175, n169",2,0,0,0,5,11,8,3,0,1,0,22,1,0,0,0,0,0,1,0,22,1,0,0,0,0
g147,nor,n338,"n13[14], n322",2,0,0,1,4,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g148,buf,n4[28],n4[31],1,0,0,1,5,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g149,or,n24,"n22, n19",2,0,0,0,6,17,14,3,0,6,0,22,2,0,0,0,0,0,6,0,22,2,0,0,0,0
g150,or,n362,"n327, n346",2,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g151,not,n507,n7[5],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
g152,not,n138,n13[7],1,0,0,1,4,4,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g153,nor,n479,"n475, n472",2,0,0,0,4,15,2,3,0,0,0,22,5,0,1,0,0,0,0,0,22,5,0,1,0,0
g154,xnor,n122,"n2[4], n3[4]",2,0,0,1,1,7,3,-1,0,2,0,44,12,0,1,2,0,0,2,0,44,12,0,1,2,0
g155,nor,n340,"n13[12], n322",2,0,0,1,4,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g156,not,n308,n309,1,0,0,0,6,7,4,5,0,0,0,9,1,0,0,0,0,0,0,0,9,1,0,0,0,0
g157,nor,n310,"n263, n309",2,0,0,0,6,12,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g158,nor,n296,"n126, n287",2,0,0,0,2,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g159,nor,n577,"n490, n491",2,0,0,0,4,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g160,nor,n470,"n423, n468",2,0,0,0,3,6,2,32,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
g161,nor,n574,"n432, n431",2,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g162,nor,n53,"n42, n51",2,0,0,0,5,18,6,3,0,0,0,38,11,0,1,0,0,0,0,0,38,11,0,1,0,0
g163,not,n131,n13[12],1,0,0,1,4,4,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
g164,nor,n59,"n44, n57",2,0,0,0,5,17,6,3,0,0,0,18,5,0,1,0,0,0,0,0,18,5,0,1,0,0
g165,or,n527,"n558, n7[0]",2,0,0,1,2,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g166,nor,n36,"n32, n35",2,0,0,0,5,12,17,3,0,44,0,58,5,0,1,2,0,0,44,0,58,5,0,1,2,0
g167,not,n486,n485,1,0,0,0,5,13,3,4,0,0,0,10,3,0,1,0,0,0,0,0,10,3,0,1,0,0
g168,nor,n201,"n185, n126",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g169,nor,n350,"n13[2], n322",2,0,0,1,4,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g170,not,n40,n8[0],1,0,0,1,4,22,7,2,0,0,0,58,18,0,1,0,0,0,0,0,58,18,0,1,0,0
g171,not,n545,n14[0],1,0,0,1,3,12,8,2,0,4,0,54,15,0,2,0,0,0,4,0,54,15,0,2,0,0
g172,xnor,n7[1],"n2[17], n120",2,0,0,1,1,6,2,-1,0,2,0,53,15,0,2,1,0,0,2,0,53,15,0,2,1,0
g173,nor,n347,"n13[5], n322",2,0,0,1,4,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g174,dff,n9[2],"1'b1, 1'b1, n0, n219",4,1,1,1,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g175,not,n150,n392,1,0,0,0,7,18,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g176,xor,n7[13],"n2[29], n2[13]",2,0,0,1,1,6,2,-1,0,2,0,8,3,0,2,0,0,0,2,0,8,3,0,2,0,0
g177,dff,n13[2],"n525, n543, n0, n573",4,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g178,not,n211,n210,1,0,0,0,6,8,5,4,0,36,0,59,4,0,0,0,0,0,36,0,59,4,0,0,0,0
g179,nor,n115,"n64, n113",2,0,0,0,6,17,4,3,0,0,0,10,5,0,1,0,0,0,0,0,10,5,0,1,0,0
g180,not,n172,n12[1],1,0,0,1,4,9,4,2,0,73,0,125,8,0,0,0,0,0,73,0,125,8,0,0,0,0
g181,nor,n286,"n268, n276",2,0,0,0,6,13,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g182,dff,n8[4],"1'b1, 1'b1, n0, n297",4,1,1,1,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g183,dff,n11[1],"1'b1, 1'b1, n0, n221",4,1,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g184,nor,n34,"n30, n31",2,0,0,0,5,14,19,3,0,44,0,60,5,0,1,2,0,0,44,0,60,5,0,1,2,0
g185,dff,n5[2],"1'b1, 1'b1, n0, n222",4,1,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g186,nor,n327,"n147, n307",2,0,0,0,5,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g187,buf,n4[24],n4[31],1,0,0,1,5,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g188,nor,n260,"n145, n213",2,0,0,0,6,11,8,4,0,2,0,21,1,0,0,0,0,0,2,0,21,1,0,0,0,0
g189,nor,n324,"n141, n307",2,0,0,0,5,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
g190,dff,n10[6],"1'b1, 1'b1, n0, n246",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g191,not,n428,n7[7],1,0,0,1,2,7,3,-1,0,0,0,30,8,0,1,0,0,0,0,0,30,8,0,1,0,0
g192,or,n305,"n258, n293",2,0,0,0,7,8,5,5,0,1,0,19,1,0,0,0,0,0,1,0,19,1,0,0,0,0
