gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g93,dff,n3[29],"1'b1, 1'b1, n0, n1136",4,1,1,1,4,0,0,1
g94,dff,n3[30],"1'b1, 1'b1, n0, n1135",4,1,1,1,4,0,0,1
g95,dff,n3[31],"1'b1, 1'b1, n0, n1158",4,1,1,1,4,0,0,1
g96,dff,n3[32],"1'b1, 1'b1, n0, n1159",4,1,1,1,4,0,0,1
g97,dff,n3[33],"1'b1, 1'b1, n0, n1160",4,1,1,1,4,0,0,1
g98,dff,n3[34],"1'b1, 1'b1, n0, n1161",4,1,1,1,4,0,0,1
g99,dff,n3[35],"1'b1, 1'b1, n0, n1162",4,1,1,1,4,0,0,1
g100,dff,n3[36],"1'b1, 1'b1, n0, n1163",4,1,1,1,4,0,0,1
g101,dff,n3[37],"1'b1, 1'b1, n0, n1164",4,1,1,1,4,0,0,1
g102,dff,n3[38],"1'b1, 1'b1, n0, n1165",4,1,1,1,4,0,0,1
g103,dff,n3[39],"1'b1, 1'b1, n0, n1166",4,1,1,1,4,0,0,1
g104,dff,n3[40],"1'b1, 1'b1, n0, n1167",4,1,1,1,4,0,0,1
g105,dff,n3[41],"1'b1, 1'b1, n0, n1169",4,1,1,1,4,0,0,1
g106,dff,n3[42],"1'b1, 1'b1, n0, n1170",4,1,1,1,4,0,0,1
g107,dff,n3[43],"1'b1, 1'b1, n0, n1171",4,1,1,1,4,0,0,1
g108,dff,n3[44],"1'b1, 1'b1, n0, n1172",4,1,1,1,4,0,0,1
g109,dff,n3[45],"1'b1, 1'b1, n0, n1173",4,1,1,1,4,0,0,1
g110,dff,n3[46],"1'b1, 1'b1, n0, n1174",4,1,1,1,4,0,0,1
g111,dff,n3[47],"1'b1, 1'b1, n0, n1116",4,1,1,1,4,0,0,1
g112,dff,n3[48],"1'b1, 1'b1, n0, n1115",4,1,1,1,4,0,0,1
g113,dff,n3[49],"1'b1, 1'b1, n0, n1114",4,1,1,1,4,0,0,1
g114,dff,n3[50],"1'b1, 1'b1, n0, n1113",4,1,1,1,4,0,0,1
g115,dff,n3[51],"1'b1, 1'b1, n0, n1111",4,1,1,1,4,0,0,1
g116,dff,n3[52],"1'b1, 1'b1, n0, n1110",4,1,1,1,4,0,0,1
g117,dff,n3[53],"1'b1, 1'b1, n0, n1109",4,1,1,1,4,0,0,1
g118,dff,n3[54],"1'b1, 1'b1, n0, n1108",4,1,1,1,4,0,0,1
g119,dff,n3[55],"1'b1, 1'b1, n0, n1107",4,1,1,1,4,0,0,1
g120,dff,n3[56],"1'b1, 1'b1, n0, n1106",4,1,1,1,4,0,0,1
g121,dff,n3[57],"1'b1, 1'b1, n0, n1105",4,1,1,1,4,0,0,1
g122,dff,n3[58],"1'b1, 1'b1, n0, n1104",4,1,1,1,4,0,0,1
g123,dff,n3[59],"1'b1, 1'b1, n0, n1103",4,1,1,1,4,0,0,1
g124,dff,n3[60],"1'b1, 1'b1, n0, n1102",4,1,1,1,4,0,0,1
g125,dff,n3[61],"1'b1, 1'b1, n0, n1101",4,1,1,1,4,0,0,1
g126,dff,n3[62],"1'b1, 1'b1, n0, n1100",4,1,1,1,4,0,0,1
g127,dff,n3[63],"1'b1, 1'b1, n0, n1099",4,1,1,1,4,0,0,1
g128,dff,n6[0],"1'b1, 1'b1, n0, n1098",4,1,1,1,2,5,0,1
g129,dff,n6[1],"1'b1, 1'b1, n0, n1096",4,1,1,1,2,5,0,1
g130,dff,n6[2],"1'b1, 1'b1, n0, n1095",4,1,1,1,2,6,0,1
g131,dff,n4[0],"1'b1, 1'b1, n0, n1416",4,1,1,1,6,0,0,1
g132,dff,n4[1],"1'b1, 1'b1, n0, n1430",4,1,1,1,6,0,0,1
g133,dff,n4[2],"1'b1, 1'b1, n0, n1429",4,1,1,1,6,0,0,1
g134,dff,n4[3],"1'b1, 1'b1, n0, n1428",4,1,1,1,6,0,0,1
g135,dff,n4[4],"1'b1, 1'b1, n0, n1427",4,1,1,1,4,0,0,1
g136,dff,n4[5],"1'b1, 1'b1, n0, n1426",4,1,1,1,6,0,0,1
g137,dff,n4[6],"1'b1, 1'b1, n0, n1425",4,1,1,1,6,0,0,1
g138,dff,n4[7],"1'b1, 1'b1, n0, n1424",4,1,1,1,6,0,0,1
g139,dff,n4[8],"1'b1, 1'b1, n0, n1423",4,1,1,1,6,0,0,1
g140,dff,n4[9],"1'b1, 1'b1, n0, n1422",4,1,1,1,4,0,0,1
g141,dff,n4[10],"1'b1, 1'b1, n0, n1421",4,1,1,1,6,0,0,1
g142,dff,n4[11],"1'b1, 1'b1, n0, n1420",4,1,1,1,4,0,0,1
g143,dff,n4[12],"1'b1, 1'b1, n0, n1419",4,1,1,1,4,0,0,1
g144,dff,n4[13],"1'b1, 1'b1, n0, n1418",4,1,1,1,4,0,0,1
g145,dff,n4[14],"1'b1, 1'b1, n0, n1417",4,1,1,1,4,0,0,1
g146,dff,n4[15],"1'b1, 1'b1, n0, n1431",4,1,1,1,6,0,0,1
g147,dff,n4[16],"1'b1, 1'b1, n0, n1334",4,1,1,1,4,0,0,1
g148,dff,n4[17],"1'b1, 1'b1, n0, n1333",4,1,1,1,4,0,0,1
g149,dff,n4[18],"1'b1, 1'b1, n0, n1332",4,1,1,1,6,0,0,1
g150,dff,n4[19],"1'b1, 1'b1, n0, n1330",4,1,1,1,6,0,0,1
g151,dff,n4[20],"1'b1, 1'b1, n0, n1329",4,1,1,1,4,0,0,1
g152,dff,n4[21],"1'b1, 1'b1, n0, n1328",4,1,1,1,6,0,0,1
g153,dff,n4[22],"1'b1, 1'b1, n0, n1327",4,1,1,1,6,0,0,1
g154,dff,n4[23],"1'b1, 1'b1, n0, n1326",4,1,1,1,4,0,0,1
g155,dff,n4[24],"1'b1, 1'b1, n0, n1324",4,1,1,1,4,0,0,1
g156,dff,n4[25],"1'b1, 1'b1, n0, n1323",4,1,1,1,6,0,0,1
g157,dff,n4[26],"1'b1, 1'b1, n0, n1322",4,1,1,1,6,0,0,1
g158,dff,n4[27],"1'b1, 1'b1, n0, n1321",4,1,1,1,6,0,0,1
g159,dff,n4[28],"1'b1, 1'b1, n0, n1320",4,1,1,1,6,0,0,1
g160,dff,n4[29],"1'b1, 1'b1, n0, n1319",4,1,1,1,4,0,0,1
g161,dff,n4[30],"1'b1, 1'b1, n0, n1318",4,1,1,1,4,0,0,1
g162,dff,n4[31],"1'b1, 1'b1, n0, n1317",4,1,1,1,6,0,0,1
g163,dff,n4[32],"1'b1, 1'b1, n0, n1316",4,1,1,1,6,0,0,1
g164,dff,n4[33],"1'b1, 1'b1, n0, n1314",4,1,1,1,6,0,0,1
g165,dff,n4[34],"1'b1, 1'b1, n0, n1313",4,1,1,1,6,0,0,1
g166,dff,n4[35],"1'b1, 1'b1, n0, n1311",4,1,1,1,4,0,0,1
g167,dff,n4[36],"1'b1, 1'b1, n0, n1310",4,1,1,1,6,0,0,1
g168,dff,n4[37],"1'b1, 1'b1, n0, n1309",4,1,1,1,6,0,0,1
g169,dff,n4[38],"1'b1, 1'b1, n0, n1307",4,1,1,1,6,0,0,1
g170,dff,n4[39],"1'b1, 1'b1, n0, n1306",4,1,1,1,4,0,0,1
g171,dff,n4[40],"1'b1, 1'b1, n0, n1305",4,1,1,1,6,0,0,1
g172,dff,n4[41],"1'b1, 1'b1, n0, n1304",4,1,1,1,6,0,0,1
g173,dff,n4[42],"1'b1, 1'b1, n0, n1367",4,1,1,1,4,0,0,1
g174,dff,n4[43],"1'b1, 1'b1, n0, n1366",4,1,1,1,4,0,0,1
g175,dff,n4[44],"1'b1, 1'b1, n0, n1365",4,1,1,1,4,0,0,1
g176,dff,n4[45],"1'b1, 1'b1, n0, n1364",4,1,1,1,4,0,0,1
g177,dff,n4[46],"1'b1, 1'b1, n0, n1363",4,1,1,1,6,0,0,1
g178,dff,n4[47],"1'b1, 1'b1, n0, n1361",4,1,1,1,6,0,0,1
g179,dff,n4[48],"1'b1, 1'b1, n0, n1359",4,1,1,1,4,0,0,1
g180,dff,n4[49],"1'b1, 1'b1, n0, n1358",4,1,1,1,4,0,0,1
g181,dff,n4[50],"1'b1, 1'b1, n0, n1357",4,1,1,1,4,0,0,1
g182,dff,n4[51],"1'b1, 1'b1, n0, n1356",4,1,1,1,6,0,0,1
g183,dff,n4[52],"1'b1, 1'b1, n0, n1355",4,1,1,1,6,0,0,1
g184,dff,n4[53],"1'b1, 1'b1, n0, n1354",4,1,1,1,6,0,0,1
g185,dff,n4[54],"1'b1, 1'b1, n0, n1353",4,1,1,1,6,0,0,1
g186,dff,n4[55],"1'b1, 1'b1, n0, n1352",4,1,1,1,6,0,0,1
g187,dff,n4[56],"1'b1, 1'b1, n0, n1350",4,1,1,1,6,0,0,1
g188,dff,n4[57],"1'b1, 1'b1, n0, n1349",4,1,1,1,6,0,0,1
g189,dff,n4[58],"1'b1, 1'b1, n0, n1348",4,1,1,1,6,0,0,1
g190,dff,n4[59],"1'b1, 1'b1, n0, n1347",4,1,1,1,4,0,0,1
g191,dff,n4[60],"1'b1, 1'b1, n0, n1346",4,1,1,1,4,0,0,1
g192,dff,n4[61],"1'b1, 1'b1, n0, n1345",4,1,1,1,4,0,0,1
g193,dff,n4[62],"1'b1, 1'b1, n0, n1343",4,1,1,1,6,0,0,1
g194,dff,n4[63],"1'b1, 1'b1, n0, n1342",4,1,1,1,4,0,0,1
g195,or,n1431,"n920, n1384",2,0,0,0,5,1,1,0
g196,or,n1430,"n1046, n1398",2,0,0,0,5,1,1,0
g197,or,n1429,"n1029, n1397",2,0,0,0,5,1,1,0
g198,or,n1428,"n1053, n1396",2,0,0,0,5,1,1,0
g199,or,n1427,"n1056, n1395",2,0,0,0,3,1,1,0
g200,or,n1426,"n939, n1394",2,0,0,0,5,1,1,0
g201,or,n1425,"n937, n1393",2,0,0,0,5,1,1,0
g202,or,n1424,"n936, n1392",2,0,0,0,5,1,1,0
g203,or,n1423,"n999, n1391",2,0,0,0,5,1,1,0
g204,or,n1422,"n932, n1390",2,0,0,0,3,1,1,0
g205,or,n1421,"n929, n1389",2,0,0,0,5,1,1,0
g206,or,n1420,"n926, n1388",2,0,0,0,3,1,1,0
g207,or,n1419,"n923, n1387",2,0,0,0,3,1,1,0
g208,or,n1418,"n897, n1386",2,0,0,0,3,1,1,0
g209,or,n1417,"n921, n1385",2,0,0,0,3,1,1,0
g210,or,n1416,"n924, n1415",2,0,0,0,5,1,1,0
g211,or,n1415,"n1216, n1383",2,0,0,0,4,2,2,4
g212,or,n1414,"n1269, n1351",2,0,0,0,5,1,1,0
g213,or,n1413,"n1283, n1362",2,0,0,0,5,1,1,0
g214,or,n1412,"n1030, n1344",2,0,0,0,5,1,1,0
g215,or,n1411,"n935, n1341",2,0,0,0,5,1,1,0
g216,or,n1410,"n1052, n1340",2,0,0,0,3,1,1,0
g217,or,n1409,"n976, n1339",2,0,0,0,5,1,1,0
g218,or,n1408,"n1244, n1338",2,0,0,0,5,1,1,0
g219,or,n1407,"n1240, n1337",2,0,0,0,4,1,1,0
g220,or,n1406,"n1235, n1336",2,0,0,0,5,1,1,0
g221,or,n1405,"n1231, n1335",2,0,0,0,5,1,1,0
g222,or,n1404,"n1219, n1325",2,0,0,0,4,1,1,0
g223,or,n1403,"n917, n1331",2,0,0,0,5,1,1,0
g224,or,n1402,"n1211, n1315",2,0,0,0,5,1,1,0
g225,or,n1401,"n1202, n1312",2,0,0,0,5,1,1,0
g226,or,n1400,"n903, n1308",2,0,0,0,3,1,1,0
g227,or,n1399,"n1027, n1360",2,0,0,0,5,1,1,0
g228,or,n1398,"n1256, n1382",2,0,0,0,4,2,2,4
g229,or,n1397,"n1255, n1381",2,0,0,0,4,2,2,4
g230,or,n1396,"n1253, n1380",2,0,0,0,4,2,2,4
g231,or,n1395,"n1252, n1379",2,0,0,0,4,2,2,4
g232,or,n1394,"n1251, n1378",2,0,0,0,4,2,2,4
g233,or,n1393,"n1248, n1377",2,0,0,0,4,2,2,4
g234,or,n1392,"n1245, n1376",2,0,0,0,4,2,2,4
g235,or,n1391,"n1243, n1375",2,0,0,0,4,2,2,4
g236,or,n1390,"n1241, n1374",2,0,0,0,4,2,2,4
g237,or,n1389,"n1239, n1373",2,0,0,0,4,2,2,4
g238,or,n1388,"n1238, n1372",2,0,0,0,4,2,2,4
g239,or,n1387,"n1236, n1371",2,0,0,0,4,2,2,4
g240,or,n1386,"n1233, n1370",2,0,0,0,4,2,2,4
g241,or,n1385,"n1230, n1369",2,0,0,0,4,2,2,4
g242,or,n1384,"n1229, n1368",2,0,0,0,4,2,2,4
g243,nor,n1383,"n505, n1191",2,0,0,0,3,3,3,3
g244,nor,n1382,"n498, n1190",2,0,0,0,4,3,3,3
g245,nor,n1381,"n508, n1189",2,0,0,0,4,3,3,3
g246,nor,n1380,"n510, n1188",2,0,0,0,4,3,3,3
g247,nor,n1379,"n509, n1187",2,0,0,0,4,3,3,3
g248,nor,n1378,"n497, n1186",2,0,0,0,4,3,3,3
g249,nor,n1377,"n511, n1185",2,0,0,0,4,3,3,3
g250,nor,n1376,"n507, n1184",2,0,0,0,4,3,3,3
g251,nor,n1375,"n501, n1183",2,0,0,0,4,3,3,3
g252,nor,n1374,"n503, n1182",2,0,0,0,4,3,3,3
g253,nor,n1373,"n496, n1181",2,0,0,0,4,3,3,3
g254,nor,n1372,"n500, n1180",2,0,0,0,4,3,3,3
g255,nor,n1371,"n499, n1179",2,0,0,0,4,3,3,3
g256,nor,n1370,"n506, n1178",2,0,0,0,4,3,3,3
g257,nor,n1369,"n504, n1177",2,0,0,0,4,3,3,3
g258,nor,n1368,"n502, n1176",2,0,0,0,4,3,3,3
g259,or,n1367,"n916, n1281",2,0,0,0,3,1,1,0
g260,or,n1366,"n1039, n1280",2,0,0,0,3,1,1,0
g261,or,n1365,"n980, n1279",2,0,0,0,3,1,1,0
g262,or,n1364,"n1037, n1278",2,0,0,0,3,1,1,0
g263,or,n1363,"n1009, n1276",2,0,0,0,5,1,1,0
g264,or,n1362,"n979, n1277",2,0,0,0,5,2,2,4
g265,or,n1361,"n1036, n1275",2,0,0,0,5,1,1,0
g266,or,n1360,"n1274, n1270",2,0,0,0,5,2,2,4
g267,or,n1359,"n1035, n1284",2,0,0,0,3,1,1,0
g268,or,n1358,"n1032, n1273",2,0,0,0,3,1,1,0
g269,or,n1357,"n1033, n1272",2,0,0,0,3,1,1,0
g270,or,n1356,"n1040, n1271",2,0,0,0,5,1,1,0
g271,or,n1355,"n938, n1232",2,0,0,0,5,1,1,0
g272,or,n1354,"n1026, n1268",2,0,0,0,5,1,1,0
g273,or,n1353,"n930, n1267",2,0,0,0,5,1,1,0
g274,or,n1352,"n1054, n1266",2,0,0,0,5,1,1,0
g275,or,n1351,"n934, n1265",2,0,0,0,5,2,2,4
g276,or,n1350,"n1057, n1209",2,0,0,0,5,1,1,0
g277,or,n1349,"n909, n1263",2,0,0,0,5,1,1,0
g278,or,n1348,"n1004, n1262",2,0,0,0,5,1,1,0
g279,or,n1347,"n1038, n1261",2,0,0,0,3,1,1,0
g280,or,n1346,"n1055, n1259",2,0,0,0,3,1,1,0
g281,or,n1345,"n892, n1287",2,0,0,0,3,1,1,0
g282,or,n1344,"n1264, n1260",2,0,0,0,5,2,2,4
g283,or,n1343,"n922, n1285",2,0,0,0,5,1,1,0
g284,or,n1342,"n1048, n1250",2,0,0,0,3,1,1,0
g285,or,n1341,"n1286, n1258",2,0,0,0,5,2,2,4
g286,or,n1340,"n1254, n1249",2,0,0,0,4,2,2,4
g287,or,n1339,"n1247, n1246",2,0,0,0,5,2,2,4
g288,or,n1338,"n933, n1242",2,0,0,0,5,2,2,4
g289,or,n1337,"n925, n1237",2,0,0,0,3,2,2,4
g290,or,n1336,"n907, n1234",2,0,0,0,5,2,2,4
g291,or,n1335,"n919, n1227",2,0,0,0,5,2,2,4
g292,or,n1334,"n918, n1228",2,0,0,0,3,1,1,0
g293,or,n1333,"n931, n1226",2,0,0,0,3,1,1,0
g294,or,n1332,"n1023, n1224",2,0,0,0,5,1,1,0
g295,or,n1331,"n1225, n1222",2,0,0,0,5,2,2,4
g296,or,n1330,"n1028, n1223",2,0,0,0,5,1,1,0
g297,or,n1329,"n1042, n1221",2,0,0,0,3,1,1,0
g298,or,n1328,"n1031, n1220",2,0,0,0,5,1,1,0
g299,or,n1327,"n915, n1218",2,0,0,0,5,1,1,0
g300,or,n1326,"n1034, n1217",2,0,0,0,3,1,1,0
g301,or,n1325,"n912, n1215",2,0,0,0,3,2,2,4
g302,or,n1324,"n913, n1257",2,0,0,0,3,1,1,0
g303,or,n1323,"n1045, n1214",2,0,0,0,5,1,1,0
g304,or,n1322,"n1044, n1213",2,0,0,0,5,1,1,0
g305,or,n1321,"n1050, n1212",2,0,0,0,5,1,1,0
g306,or,n1320,"n1051, n1210",2,0,0,0,5,1,1,0
g307,or,n1319,"n1043, n1208",2,0,0,0,3,1,1,0
g308,or,n1318,"n927, n1206",2,0,0,0,3,1,1,0
g309,or,n1317,"n1047, n1205",2,0,0,0,5,1,1,0
g310,or,n1316,"n902, n1204",2,0,0,0,5,1,1,0
g311,or,n1315,"n904, n1207",2,0,0,0,5,2,2,4
g312,or,n1314,"n911, n1203",2,0,0,0,5,1,1,0
g313,or,n1313,"n900, n1201",2,0,0,0,5,1,1,0
g314,or,n1312,"n901, n1199",2,0,0,0,5,2,2,4
g315,or,n1311,"n1041, n1200",2,0,0,0,3,1,1,0
g316,or,n1310,"n1049, n1198",2,0,0,0,5,1,1,0
g317,or,n1309,"n898, n1196",2,0,0,0,5,1,1,0
g318,or,n1308,"n1195, n1193",2,0,0,0,5,2,2,4
g319,or,n1307,"n899, n1197",2,0,0,0,5,1,1,0
g320,or,n1306,"n905, n1194",2,0,0,0,3,1,1,0
g321,or,n1305,"n910, n1192",2,0,0,0,5,1,1,0
g322,or,n1304,"n914, n1282",2,0,0,0,5,1,1,0
g323,xor,n1303,"n1119, n960",2,0,0,0,3,1,1,0
g324,xor,n1302,"n1133, n975",2,0,0,0,3,1,1,0
g325,xor,n1301,"n1120, n961",2,0,0,0,3,1,1,0
g326,xor,n1300,"n1121, n962",2,0,0,0,3,1,1,0
g327,xor,n1299,"n1122, n963",2,0,0,0,3,1,1,0
g328,xor,n1298,"n1123, n964",2,0,0,0,3,1,1,0
g329,xor,n1297,"n1124, n965",2,0,0,0,3,1,1,0
g330,xor,n1296,"n1125, n966",2,0,0,0,3,1,1,0
g331,xor,n1295,"n1127, n968",2,0,0,0,3,1,1,0
g332,xor,n1294,"n1126, n967",2,0,0,0,3,1,1,0
g333,xor,n1293,"n1128, n969",2,0,0,0,3,1,1,0
g334,xor,n1292,"n1129, n970",2,0,0,0,3,1,1,0
g335,xor,n1291,"n1130, n971",2,0,0,0,3,1,1,0
g336,xor,n1290,"n1131, n972",2,0,0,0,3,1,1,0
g337,xor,n1289,"n1132, n973",2,0,0,0,3,1,1,0
g338,xor,n1288,"n1118, n974",2,0,0,0,3,1,1,0
g339,nor,n1287,"n760, n495",2,0,0,0,4,2,2,3
g340,nor,n1286,"n502, n1151",2,0,0,0,4,3,3,3
g341,nor,n1285,"n778, n495",2,0,0,0,4,2,2,3
g342,nor,n1284,"n693, n495",2,0,0,0,4,2,2,3
g343,nor,n1283,"n653, n1157",2,0,0,0,4,2,2,3
g344,nor,n1282,"n682, n495",2,0,0,0,4,2,2,3
g345,nor,n1281,"n716, n495",2,0,0,0,4,2,2,3
g346,nor,n1280,"n743, n495",2,0,0,0,4,2,2,3
g347,nor,n1279,"n786, n495",2,0,0,0,4,2,2,3
g348,nor,n1278,"n686, n495",2,0,0,0,4,2,2,3
g349,nor,n1277,"n500, n1153",2,0,0,0,4,3,3,3
g350,nor,n1276,"n744, n495",2,0,0,0,4,2,2,3
g351,nor,n1275,"n721, n495",2,0,0,0,4,2,2,3
g352,nor,n1274,"n499, n1087",2,0,0,0,4,3,3,3
g353,nor,n1273,"n755, n495",2,0,0,0,4,2,2,3
g354,nor,n1272,"n732, n495",2,0,0,0,4,2,2,3
g355,nor,n1271,"n711, n495",2,0,0,0,4,2,2,3
