gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout
g14,nor,n187,"n12[1], n12[0]",2,0,0,1,4,22,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0
g15,not,n235,n14[0],1,0,0,1,4,6,2,2,0,4,0,17,1,0,0,3,0,0,4,0,17,1,0,0,3,0
g16,not,n353,n354,1,0,0,0,9,10,2,4,0,0,0,10,1,0,0,0,0,0,0,0,10,1,0,0,0,0
g17,nor,n179,"n8[13], n177",2,0,0,1,5,22,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g18,not,n247,n15[9],1,0,0,1,4,13,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g19,buf,n3[32],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g20,dff,n5[1],"1'b1, 1'b1, n0, n301",4,1,1,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g21,nor,n387,"n192, n339",2,0,0,0,2,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g22,nor,n365,"n228, n324",2,0,0,0,3,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g23,nor,n331,"n318, n271",2,0,0,0,5,10,7,3,0,1,0,5,0,0,0,1,0,0,1,0,5,0,0,0,1,0
g24,nor,n182,"n8[14], n180",2,0,0,1,5,20,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g25,not,n262,n15[6],1,0,0,1,4,13,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g26,not,n263,n15[15],1,0,0,1,4,10,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g27,nor,n438,"n192, n434",2,0,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g28,not,n145,n144,1,0,0,0,7,28,5,4,0,0,0,76,39,0,1,0,0,0,0,0,76,39,0,1,0,0
g29,nor,n290,"n233, n234",2,0,0,0,6,9,3,3,0,10,0,39,7,0,2,1,0,0,10,0,39,7,0,2,1,0
g30,not,n256,n15[2],1,0,0,1,4,13,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g31,dff,n15[6],"1'b1, 1'b1, n0, n381",4,1,1,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g32,nor,n69,"n63, n67",2,0,0,0,5,7,8,3,0,11,0,20,4,0,4,1,0,0,11,0,20,4,0,4,1,0
g33,nor,n188,"n184, n185",2,0,0,0,5,22,6,3,0,0,0,18,5,0,1,0,0,0,0,0,18,5,0,1,0,0
g34,not,n186,n12[2],1,0,0,1,4,23,7,2,0,0,0,8,3,0,1,0,0,0,0,0,8,3,0,1,0,0
g35,dff,n15[13],"1'b1, 1'b1, n0, n391",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g36,nor,n416,"n340, n388",2,0,0,0,3,11,1,0,0,1,0,2,1,0,0,0,0,0,1,0,2,1,0,0,0,0
g37,or,n25,"n15[11], n15[10]",2,0,0,1,4,20,15,2,0,13,0,11,4,0,1,0,0,0,13,0,11,4,0,1,0,0
g38,nor,n350,"n234, n319",2,0,0,0,3,12,7,3,0,5,0,6,1,0,1,0,0,0,5,0,6,1,0,1,0,0
g39,nor,n519,"n513, n516",2,0,0,0,2,12,3,3,0,0,0,9,2,0,1,0,0,0,0,0,9,2,0,1,0,0
g40,not,n198,n488,1,0,0,0,6,12,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g41,not,n116,n115,1,0,0,0,6,15,7,4,0,0,0,38,12,0,1,0,0,0,0,0,38,12,0,1,0,0
g42,not,n37,n8[3],1,0,0,1,5,21,16,2,0,10,0,14,5,0,1,0,0,0,10,0,14,5,0,1,0,0
g43,not,n260,n15[13],1,0,0,1,4,12,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g44,buf,n3[0],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g45,nor,n302,"n255, n192",2,0,0,0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g46,nor,n418,"n192, n412",2,0,0,0,2,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g47,or,n42,"n8[15], n8[14]",2,0,0,1,5,15,10,2,0,8,0,11,4,0,1,0,0,0,8,0,11,4,0,1,0,0
g48,nor,n285,"n205, n462",2,0,0,0,6,9,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g49,nor,n339,"n312, n281",2,0,0,0,6,14,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g50,nor,n520,"n513, n515",2,0,0,0,2,10,3,3,0,0,0,5,1,0,1,0,0,0,0,0,5,1,0,1,0,0
g51,nor,n390,"n192, n344",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g52,not,n254,n15[8],1,0,0,1,4,13,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g53,or,n388,"n192, n354",2,0,0,0,2,12,2,4,0,2,0,2,1,0,0,0,0,0,2,0,2,1,0,0,0,0
g54,nor,n121,"n86, n119",2,0,0,0,5,14,6,3,0,0,0,28,8,0,1,0,0,0,0,0,28,8,0,1,0,0
g55,dff,n8[15],"1'b1, 1'b1, n0, n370",4,1,1,1,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g56,not,n219,n2[2],1,0,0,1,1,11,6,-1,0,4,0,5,2,0,1,0,0,0,4,0,5,2,0,1,0,0
g57,nor,n278,"n215, n462",2,0,0,0,6,13,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g58,nor,n310,"n257, n193",2,0,0,0,5,13,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g59,not,n129,n8[13],1,0,0,1,5,22,5,2,0,0,0,10,6,0,1,0,0,0,0,0,10,6,0,1,0,0
g60,nor,n171,"n140, n169",2,0,0,0,6,22,4,3,0,0,0,28,14,0,1,0,0,0,0,0,28,14,0,1,0,0
g61,not,n85,n15[0],1,0,0,1,4,17,7,2,0,0,0,138,42,0,1,0,0,0,0,0,138,42,0,1,0,0
g62,buf,n3[26],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g63,not,n196,n15[14],1,0,0,1,4,10,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g64,nor,n512,"n502, n510",2,0,0,0,4,8,2,5,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
g65,or,n267,"n234, n11[0]",2,0,0,1,6,12,7,2,0,6,0,11,3,0,1,0,0,0,6,0,11,3,0,1,0,0
g66,nor,n307,"n262, n193",2,0,0,0,5,12,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g67,nor,n88,"n80, n85",2,0,0,0,5,16,6,3,0,0,0,138,41,0,1,0,0,0,0,0,138,41,0,1,0,0
g68,or,n30,"n17, n28",2,0,0,0,5,19,14,3,0,11,0,12,4,0,1,0,0,0,11,0,12,4,0,1,0,0
g69,dff,n8[14],"1'b1, 1'b1, n0, n369",4,1,1,1,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g70,buf,n3[44],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g71,not,n251,n15[10],1,0,0,1,4,12,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g72,nor,n312,"n252, n193",2,0,0,0,5,15,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g73,nor,n420,"n395, n409",2,0,0,0,6,8,5,3,0,1,0,3,0,0,0,1,0,0,1,0,3,0,0,0,1,0
g74,not,n101,n100,1,0,0,0,6,16,7,4,0,0,0,88,27,0,1,0,0,0,0,0,88,27,0,1,0,0
g75,nor,n340,"n11[2], n290",2,0,0,1,7,12,2,2,0,1,0,3,1,0,0,0,0,0,1,0,3,1,0,0,0,0
g76,nor,n391,"n192, n345",2,0,0,0,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g77,not,n201,n495,1,0,0,0,6,13,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g78,or,n47,"n40, n41",2,0,0,0,6,16,11,3,0,9,0,11,4,0,1,0,0,0,9,0,11,4,0,1,0,0
g79,or,n443,"n459, n4[4]",2,0,0,1,4,4,5,2,0,9,0,109,4,0,4,2,0,0,9,0,109,4,0,4,2,0
g80,not,n236,n11[2],1,0,0,1,8,8,3,2,0,19,0,47,8,0,3,1,0,0,19,0,47,8,0,3,1,0
g81,nor,n467,"n149, n150",2,0,0,0,6,25,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
g82,not,n253,n15[5],1,0,0,1,4,14,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g83,not,n77,n15[5],1,0,0,1,4,17,7,2,0,0,0,98,30,0,1,0,0,0,0,0,98,30,0,1,0,0
g84,xor,n437,"n397, n433",2,0,0,0,3,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
g85,buf,n3[33],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g86,not,n192,n1,1,0,0,0,1,5,2,-1,0,8,0,62,5,0,2,0,0,0,8,0,62,5,0,2,0,0
g87,not,n514,n526,1,0,0,0,5,9,3,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
g88,buf,n3[11],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g89,nor,n432,"n295, n429",2,0,0,0,4,7,3,2,0,2,0,4,1,0,0,0,0,0,2,0,4,1,0,0,0,0
g90,not,n140,n8[10],1,0,0,1,5,23,5,2,0,0,0,28,15,0,1,0,0,0,0,0,28,15,0,1,0,0
g91,nor,n311,"n256, n193",2,0,0,0,5,12,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g92,nor,n165,"n134, n163",2,0,0,0,6,24,4,3,0,0,0,40,20,0,1,0,0,0,0,0,40,20,0,1,0,0
g93,not,n215,n498,1,0,0,0,6,14,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g94,not,n460,n485,1,0,0,0,6,14,9,4,0,7,0,11,4,0,1,0,0,0,7,0,11,4,0,1,0,0
g95,nor,n105,"n15[7], n103",2,0,0,1,4,15,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0
g96,nor,n96,"n15[4], n94",2,0,0,1,4,16,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0
g97,or,n348,"n464, n309",2,0,0,0,6,12,7,4,0,6,0,11,3,0,1,0,0,0,6,0,11,3,0,1,0,0
g98,or,n68,"n15[15], n66",2,0,0,1,4,5,6,2,0,10,0,19,4,0,4,1,0,0,10,0,19,4,0,4,1,0
g99,nor,n103,"n72, n101",2,0,0,0,5,15,6,3,0,0,0,88,26,0,1,0,0,0,0,0,88,26,0,1,0,0
g100,nor,n378,"n192, n330",2,0,0,0,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g101,or,n453,"n4[6], n452",2,0,0,1,4,4,5,2,0,9,0,109,4,0,4,2,0,0,9,0,109,4,0,4,2,0
g102,not,n137,n8[9],1,0,0,1,5,24,5,2,0,0,0,34,18,0,1,0,0,0,0,0,34,18,0,1,0,0
g103,xnor,n450,"n447, n6[0]",2,0,0,1,4,2,-1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0
g104,xor,n481,"n12[3], n191",2,0,0,1,4,21,5,2,0,0,0,3,1,0,1,0,0,0,0,0,3,1,0,1,0,0
g105,dff,n8[4],"1'b1, 1'b1, n0, n358",4,1,1,1,4,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g106,nor,n363,"n460, n293",2,0,0,0,7,13,8,4,0,7,0,11,3,0,1,0,0,0,7,0,11,3,0,1,0,0
g107,nor,n346,"n317, n286",2,0,0,0,6,10,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g108,or,n63,"n56, n55",2,0,0,0,5,8,9,3,0,12,0,20,4,0,4,1,0,0,12,0,20,4,0,4,1,0
g109,not,n515,n16[2],1,0,0,1,6,11,4,2,0,0,0,5,2,0,1,0,0,0,0,0,5,2,0,1,0,0
g110,buf,n3[62],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g111,or,n43,"n8[2], n8[0]",2,0,0,1,5,22,17,2,0,11,0,15,4,0,1,0,0,0,11,0,15,4,0,1,0,0
g112,not,n57,n15[0],1,0,0,1,4,11,12,2,0,12,0,22,5,0,4,1,0,0,12,0,22,5,0,4,1,0
g113,nor,n284,"n207, n462",2,0,0,0,6,12,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g114,nor,n375,"n192, n346",2,0,0,0,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g115,buf,n3[4],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g116,nor,n314,"n196, n193",2,0,0,0,5,9,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g117,not,n74,n15[3],1,0,0,1,4,17,7,2,0,0,0,118,36,0,1,0,0,0,0,0,118,36,0,1,0,0
g118,or,n33,"n15[7], n32",2,0,0,1,4,16,11,2,0,9,0,11,4,0,1,0,0,0,9,0,11,4,0,1,0,0
g119,nor,n176,"n8[12], n174",2,0,0,1,5,22,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g120,not,n104,n103,1,0,0,0,6,16,7,4,0,0,0,78,24,0,1,0,0,0,0,0,78,24,0,1,0,0
g121,or,n464,"n458, n456",2,0,0,0,5,8,8,3,0,19,0,120,7,0,5,2,0,0,19,0,120,7,0,5,2,0
g122,dff,n16[1],"1'b1, 1'b1, n0, n524",4,1,1,1,5,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g123,nor,n471,"n161, n162",2,0,0,0,6,22,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
g124,nor,n487,"n126, n127",2,0,0,0,5,11,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0
g125,xor,n479,"n8[15], n183",2,0,0,1,5,19,3,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
g126,nor,n300,"n246, n192",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g127,not,n261,n4[6],1,0,0,1,4,10,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g128,xnor,n326,"n15[0], n193",2,0,0,1,4,14,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
g129,buf,n3[38],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g130,buf,n3[6],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g131,not,n141,n8[0],1,0,0,1,5,27,5,2,0,0,0,82,42,0,1,0,0,0,0,0,82,42,0,1,0,0
g132,buf,n3[34],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g133,nor,n406,"n267, n348",2,0,0,0,7,11,6,3,0,5,0,11,3,0,1,0,0,0,5,0,11,3,0,1,0,0
g134,not,n216,n489,1,0,0,0,6,12,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g135,buf,n3[22],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g136,nor,n127,"n83, n125",2,0,0,0,5,12,6,3,0,0,0,8,2,0,1,0,0,0,0,0,8,2,0,1,0,0
g137,or,n324,"n192, n195",2,0,0,0,2,6,2,-1,0,1,0,16,0,0,0,0,0,0,1,0,16,0,0,0,0,0
g138,nor,n337,"n310, n278",2,0,0,0,6,12,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g139,not,n200,n500,1,0,0,0,6,16,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g140,not,n222,n499,1,0,0,0,6,13,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g141,dff,n15[12],"1'b1, 1'b1, n0, n375",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g142,buf,n3[25],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g143,buf,n3[43],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g144,xnor,n325,"n526, n6[0]",2,0,0,1,4,5,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
g145,not,n442,n480,1,0,0,0,6,3,4,4,0,2,0,7,1,0,3,1,0,0,2,0,7,1,0,3,1,0
g146,nor,n405,"n214, n353",2,0,0,0,7,19,3,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g147,not,n429,n428,1,0,0,0,9,8,4,6,0,2,0,4,2,0,0,0,0,0,2,0,4,2,0,0,0,0
g148,buf,n3[58],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g149,nor,n100,"n77, n98",2,0,0,0,5,16,6,3,0,0,0,98,29,0,1,0,0,0,0,0,98,29,0,1,0,0
g150,dff,n16[2],"1'b1, 1'b1, n0, n523",4,1,1,1,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g151,buf,n3[40],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g152,nor,n279,"n222, n462",2,0,0,0,6,12,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g153,or,n264,"n233, n11[1]",2,0,0,1,5,13,8,2,0,7,0,11,3,0,1,0,0,0,7,0,11,3,0,1,0,0
g154,not,n517,n16[0],1,0,0,1,4,15,4,2,0,0,0,13,4,0,1,0,0,0,0,0,13,4,0,1,0,0
g155,dff,n10[0],"1'b1, 1'b1, n0, n438",4,1,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g156,buf,n3[50],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g157,not,n203,n482,1,0,0,0,6,20,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0
g158,nor,n270,"n192, n194",2,0,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g159,nor,n524,"n508, n509",2,0,0,0,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g160,not,n18,n15[2],1,0,0,1,4,22,17,2,0,11,0,14,5,0,1,0,0,0,11,0,14,5,0,1,0,0
g161,or,n480,"n68, n71",2,0,0,0,5,4,5,3,0,9,0,19,4,0,4,1,0,0,9,0,19,4,0,4,1,0
g162,dff,n8[3],"1'b1, 1'b1, n0, n359",4,1,1,1,4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g163,or,n441,"n440, n439",2,0,0,0,6,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g164,buf,n3[27],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g165,nor,n505,"n518, n2[0]",2,0,0,1,1,18,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g166,not,n231,n475,1,0,0,0,7,20,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
g167,nor,n120,"n15[12], n118",2,0,0,1,4,14,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0
g168,nor,n400,"n240, n354",2,0,0,0,5,19,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g169,nor,n347,"n8[0], n324",2,0,0,1,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g170,nor,n281,"n200, n462",2,0,0,0,6,15,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
g171,dff,n12[2],"1'b1, 1'b1, n0, n418",4,1,1,1,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g172,not,n242,n12[3],1,0,0,1,4,15,4,2,0,8,0,14,4,0,1,0,0,0,8,0,14,4,0,1,0,0
g173,not,n510,n509,1,0,0,0,5,9,3,6,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0
g174,nor,n389,"n192, n343",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g175,not,n244,n8[0],1,0,0,1,5,12,9,2,0,1,0,6,1,0,0,1,0,0,1,0,6,1,0,0,1,0
g176,nor,n266,"n236, n11[1]",2,0,0,1,5,12,7,2,0,5,0,6,1,0,1,0,0,0,5,0,6,1,0,1,0,0
g177,or,n415,"n236, n398",2,0,0,0,7,11,6,3,0,6,0,10,3,0,1,0,0,0,6,0,10,3,0,1,0,0
g178,nor,n473,"n167, n168",2,0,0,0,6,23,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
g179,dff,n8[0],"1'b1, 1'b1, n0, n347",4,1,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g180,not,n113,n112,1,0,0,0,6,15,7,4,0,0,0,48,15,0,1,0,0,0,0,0,48,15,0,1,0,0
g181,nor,n272,"n235, n237",2,0,0,0,5,12,9,3,0,2,0,6,0,0,0,1,0,0,2,0,6,0,0,0,1,0
g182,not,n82,n15[11],1,0,0,1,4,15,7,2,0,0,0,38,12,0,1,0,0,0,0,0,38,12,0,1,0,0
g183,not,n189,n188,1,0,0,0,6,23,7,4,0,0,0,8,3,0,1,0,0,0,0,0,8,3,0,1,0,0
g184,nor,n411,"n402, n405",2,0,0,0,6,18,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
g185,nor,n296,"n248, n192",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g186,nor,n523,"n511, n512",2,0,0,0,4,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g187,nor,n292,"n11[0], n11[1]",2,0,0,1,5,12,3,2,0,8,0,13,4,0,2,0,0,0,8,0,13,4,0,2,0,0
g188,buf,n3[3],n3[63],1,0,0,1,7,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g189,not,n195,n2[0],1,0,0,1,1,7,2,-1,0,8,0,28,2,0,1,1,0,0,8,0,28,2,0,1,1,0
g190,dff,n4[3],"1'b1, 1'b1, n0, n298",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g191,not,n73,n15[13],1,0,0,1,4,14,7,2,0,0,0,18,6,0,1,0,0,0,0,0,18,6,0,1,0,0
g192,nor,n525,"n506, n505",2,0,0,0,2,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g193,dff,n4[7],"1'b1, 1'b1, n0, n275",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g194,or,n427,"n233, n424",2,0,0,0,3,8,3,3,0,3,0,4,1,0,1,0,0,0,3,0,4,1,0,1,0,0
g195,dff,n16[0],"1'b1, 1'b1, n0, n525",4,1,1,1,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g196,nor,n357,"n208, n324",2,0,0,0,3,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
