gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g50,nor,n323,"n261, n194",2,0,0,0,5,13,3,3
g51,dff,n15[0],"1'b1, 1'b1, n0, n401",4,1,1,1,3,13,0,1
g52,not,n259,n15[9],1,0,0,1,4,14,4,2
g53,not,n243,n11[2],1,0,0,1,7,9,3,2
g54,nor,n528,"n112, n113",2,0,0,0,5,15,5,3
g55,not,n186,n12[0],1,0,0,1,4,23,7,2
g56,nor,n501,"n145, n144",2,0,0,0,6,27,3,3
g57,dff,n17[15],"1'b1, 1'b1, n0, n554",4,1,1,1,2,26,0,1
g58,not,n120,n119,1,0,0,0,6,16,7,4
g59,not,n544,n17[10],1,0,0,1,3,12,2,2
g60,nor,n294,"n218, n498",2,0,0,0,6,13,3,4
g61,not,n251,n12[3],1,0,0,1,4,15,4,2
g62,or,n554,"n17[16], n1",2,0,0,1,1,27,1,0
g63,dff,n5[4],"1'b1, 1'b1, n0, n305",4,1,1,1,3,6,0,1
g64,not,n90,n89,1,0,0,0,6,17,7,4
g65,nor,n384,"n193, n337",2,0,0,0,2,14,1,0
g66,dff,n8[1],"1'b1, 1'b1, n0, n405",4,1,1,1,3,9,0,1
g67,dff,n10[14],"1'b1, 1'b1, n0, n379",4,1,1,1,4,18,0,1
g68,nor,n115,"n15[10], n113",2,0,0,1,4,15,6,2
g69,nor,n107,"n80, n105",2,0,0,0,5,16,6,3
g70,not,n161,n160,1,0,0,0,7,26,5,4
g71,not,n218,n528,1,0,0,0,6,14,4,4
g72,dff,n15[8],"1'b1, 1'b1, n0, n394",4,1,1,1,3,10,0,1
g73,buf,n3[41],n3[47],1,0,0,1,7,0,-1,3
g74,not,n40,n10[6],1,0,0,1,5,20,14,2
g75,nor,n70,"n64, n68",2,0,0,0,5,8,8,3
g76,nor,n351,"n323, n289",2,0,0,0,6,12,2,4
g77,nor,n413,"n240, n361",2,0,0,0,7,19,3,5
g78,or,n380,"n278, n357",2,0,0,0,4,13,7,3
g79,nor,n424,"n381, n411",2,0,0,0,4,7,6,3
g80,dff,n12[3],"1'b1, 1'b1, n0, n431",4,1,1,1,3,16,0,1
g81,xnor,n481,"n11[0], n12[0]",2,0,0,1,4,4,-1,2
g82,dff,n6[48],"1'b1, 1'b1, n0, n471",4,1,1,1,5,1,0,1
g83,not,n200,n16[39],1,0,0,1,3,4,3,2
g84,nor,n28,"n19, n21",2,0,0,0,5,22,16,3
g85,dff,n10[5],"1'b1, 1'b1, n0, n366",4,1,1,1,4,22,0,1
g86,nor,n518,"n191, n192",2,0,0,0,5,21,5,3
g87,dff,n6[16],"1'b1, 1'b1, n0, n476",4,1,1,1,5,1,0,1
g88,nor,n144,"n10[1], n10[0]",2,0,0,1,5,28,4,2
g89,nor,n510,"n171, n172",2,0,0,0,6,23,3,3
g90,buf,n3[8],n3[15],1,0,0,1,7,0,-1,3
g91,nor,n324,"n258, n194",2,0,0,0,5,14,3,3
g92,or,n484,"n4[0], n500",2,0,0,1,4,8,7,2
g93,or,n477,"n447, n466",2,0,0,0,4,2,1,0
g94,or,n359,"n196, n273",2,0,0,0,5,10,9,3
g95,buf,n3[21],n3[23],1,0,0,1,7,0,-1,3
g96,or,n60,"n15[13], n15[12]",2,0,0,1,4,8,8,2
g97,buf,n3[20],n3[23],1,0,0,1,7,0,-1,3
g98,not,n114,n113,1,0,0,0,6,16,7,4
g99,not,n255,n15[7],1,0,0,1,4,14,4,2
g100,xnor,n3[15],"n491, n6[8]",2,0,0,1,6,0,-1,2
g101,nor,n369,"n497, n300",2,0,0,0,8,14,8,5
g102,nor,n416,"n408, n414",2,0,0,0,6,18,2,4
g103,not,n267,n5[5],1,0,0,1,4,8,2,2
g104,buf,n3[62],n3[63],1,0,0,1,7,0,-1,3
g105,nor,n405,"n193, n339",2,0,0,0,2,10,1,0
g106,or,n470,"n443, n460",2,0,0,0,4,2,1,0
g107,xnor,n567,"n17[7], n17[0]",2,0,0,1,3,39,3,2
g108,dff,n9[0],"1'b1, 1'b1, n0, n386",4,1,1,1,3,4,0,1
g109,nor,n314,"n255, n194",2,0,0,0,5,13,3,3
g110,nor,n372,"n215, n332",2,0,0,0,3,23,1,0
g111,buf,n3[53],n3[55],1,0,0,1,7,0,-1,3
g112,nor,n110,"n79, n108",2,0,0,0,5,16,6,3
g113,nor,n336,"n311, n291",2,0,0,0,6,12,2,4
g114,buf,n3[49],n3[55],1,0,0,1,7,0,-1,3
g115,nor,n462,"n206, n453",2,0,0,0,3,3,2,3
g116,not,n257,n5[6],1,0,0,1,4,11,2,2
g117,not,n492,n5[3],1,0,0,1,4,10,9,2
g118,not,n146,n145,1,0,0,0,7,30,5,4
g119,not,n135,n10[8],1,0,0,1,5,27,5,2
g120,nor,n448,"n16[7], n441",2,0,0,1,3,3,2,2
g121,not,n246,n12[0],1,0,0,1,4,15,9,2
g122,not,n201,n16[23],1,0,0,1,3,4,3,2
g123,nor,n435,"n330, n419",2,0,0,0,3,11,5,4
g124,not,n57,n15[5],1,0,0,1,4,10,10,2
g125,dff,n15[13],"1'b1, 1'b1, n0, n389",4,1,1,1,3,9,0,1
g126,buf,n3[0],n3[7],1,0,0,1,7,0,-1,3
g127,not,n237,n535,1,0,0,0,6,14,4,4
g128,nor,n119,"n83, n117",2,0,0,0,5,15,6,3
g129,not,n203,n16[31],1,0,0,1,3,4,3,2
g130,not,n248,n10[0],1,0,0,1,5,11,10,2
g131,dff,n8[2],"1'b1, 1'b1, n0, n425",4,1,1,1,4,9,0,1
g132,dff,n17[16],"1'b1, 1'b1, n0, n552",4,1,1,1,2,28,0,1
g133,nor,n156,"n10[5], n154",2,0,0,1,5,26,4,2
g134,xor,n517,"n12[3], n192",2,0,0,1,4,21,5,2
g135,or,n453,"n193, n440",2,0,0,0,2,4,3,4
g136,nor,n365,"n227, n332",2,0,0,0,3,23,1,0
g137,nor,n309,"n193, n197",2,0,0,0,2,10,1,0
g138,nor,n388,"n193, n342",2,0,0,0,2,8,1,0
g139,nor,n564,"n546, n1",2,0,0,0,1,34,1,0
g140,nor,n366,"n208, n332",2,0,0,0,3,23,1,0
g141,nor,n357,"n244, n326",2,0,0,0,3,14,8,3
g142,not,n252,n12[1],1,0,0,1,4,15,4,2
g143,not,n86,n15[0],1,0,0,1,4,18,7,2
g144,nor,n184,"n140, n182",2,0,0,0,6,22,4,3
g145,dff,n4[2],"1'b1, 1'b1, n0, n307",4,1,1,1,3,7,0,1
g146,not,n236,n2[2],1,0,0,1,1,13,7,-1
g147,not,n108,n107,1,0,0,0,6,17,7,4
g148,dff,n17[10],"1'b1, 1'b1, n0, n561",4,1,1,1,2,13,0,1
g149,not,n35,n10[5],1,0,0,1,5,21,15,2
g150,nor,n350,"n327, n272",2,0,0,0,5,9,8,3
g151,not,n87,n15[12],1,0,0,1,4,16,7,2
g152,or,n65,"n15[3], n63",2,0,0,1,4,10,10,2
g153,or,n72,"n15[14], n71",2,0,0,1,4,6,6,2
g154,dff,n15[2],"1'b1, 1'b1, n0, n383",4,1,1,1,3,10,0,1
g155,not,n78,n15[5],1,0,0,1,4,18,7,2
g156,nor,n559,"n544, n1",2,0,0,0,1,11,1,0
g157,nor,n438,"n434, n436",2,0,0,0,5,9,3,4
g158,xnor,n483,"n7[0], n8[0]",2,0,0,1,4,3,-1,2
g159,nor,n181,"n130, n179",2,0,0,0,6,23,4,3
g160,nor,n281,"n193, n195",2,0,0,0,2,6,1,0
g161,nor,n509,"n168, n169",2,0,0,0,6,25,3,3
g162,nor,n399,"n193, n361",2,0,0,0,2,8,1,0
g163,nor,n398,"n193, n353",2,0,0,0,2,12,1,0
g164,nor,n526,"n118, n119",2,0,0,0,5,14,5,3
g165,dff,n6[32],"1'b1, 1'b1, n0, n474",4,1,1,1,5,1,0,1
g166,nor,n113,"n82, n111",2,0,0,0,5,16,6,3
g167,buf,n3[13],n3[15],1,0,0,1,7,0,-1,3
g168,nor,n371,"n197, n279",2,0,0,0,2,9,8,3
g169,not,n75,n15[3],1,0,0,1,4,18,7,2
g170,not,n209,n507,1,0,0,0,7,23,2,4
g171,nor,n145,"n137, n142",2,0,0,0,6,28,4,3
g172,nor,n374,"n232, n332",2,0,0,0,3,23,1,0
g173,not,n206,n16[47],1,0,0,1,3,4,3,2
g174,or,n339,"n299, n302",2,0,0,0,7,11,2,3
g175,nor,n415,"n275, n355",2,0,0,0,7,13,7,3
g176,dff,n17[4],"1'b1, 1'b1, n0, n553",4,1,1,1,2,6,0,1
g177,or,n329,"n249, n251",2,0,0,0,5,14,8,3
g178,not,n199,n16[63],1,0,0,1,3,4,3,2
g179,or,n22,"n15[15], n15[14]",2,0,0,1,4,21,15,2
g180,buf,n3[43],n3[47],1,0,0,1,7,0,-1,3
g181,nor,n459,"n243, n455",2,0,0,0,4,12,2,3
g182,not,n219,n524,1,0,0,0,6,13,4,4
g183,nor,n21,"n15[1], n15[0]",2,0,0,1,4,23,17,2
g184,nor,n451,"n406, n438",2,0,0,0,4,14,2,2
g185,not,n37,n10[9],1,0,0,1,5,21,15,2
g186,nor,n106,"n15[7], n104",2,0,0,1,4,16,6,2
g187,or,n46,"n36, n35",2,0,0,0,6,20,14,3
g188,not,n303,n302,1,0,0,0,7,15,9,3
g189,nor,n278,"n243, n11[1]",2,0,0,1,7,14,8,2
g190,nor,n525,"n121, n122",2,0,0,0,5,14,5,3
g191,not,n230,n523,1,0,0,0,6,11,4,4
g192,not,n79,n15[8],1,0,0,1,4,17,7,2
g193,or,n51,"n37, n50",2,0,0,0,6,20,14,3
g194,dff,n10[7],"1'b1, 1'b1, n0, n367",4,1,1,1,4,21,0,1
g195,not,n133,n10[2],1,0,0,1,5,30,5,2
g196,or,n59,"n15[9], n15[8]",2,0,0,1,4,9,9,2
g197,nor,n175,"n139, n173",2,0,0,0,6,24,4,3
g198,not,n131,n10[3],1,0,0,1,5,28,5,2
g199,not,n182,n181,1,0,0,0,7,23,5,4
g200,or,n498,"n479, n488",2,0,0,0,5,4,3,3
g201,dff,n17[1],"1'b1, 1'b1, n0, n562",4,1,1,1,2,6,0,1
g202,not,n264,n15[4],1,0,0,1,4,15,4,2
g203,dff,n6[40],"1'b1, 1'b1, n0, n472",4,1,1,1,5,1,0,1
g204,nor,n286,"n226, n498",2,0,0,0,6,13,3,4
g205,dff,n17[19],"1'b1, 1'b1, n0, n577",4,1,1,1,2,36,0,1
g206,nor,n563,"n543, n1",2,0,0,0,1,7,1,0
g207,buf,n3[22],n3[23],1,0,0,1,7,0,-1,3
g208,not,n143,n10[12],1,0,0,1,5,25,5,2
g209,not,n82,n15[9],1,0,0,1,4,17,7,2
g210,not,n261,n15[6],1,0,0,1,4,14,4,2
g211,or,n548,"n17[4], n1",2,0,0,1,1,7,1,0
g212,not,n256,n15[15],1,0,0,1,4,11,4,2
g213,or,n42,"n10[11], n10[10]",2,0,0,1,5,19,13,2
g214,not,n208,n505,1,0,0,0,7,24,2,4
g215,not,n231,n511,1,0,0,0,7,22,2,4
g216,nor,n378,"n213, n332",2,0,0,0,3,21,1,0
g217,nor,n92,"n77, n90",2,0,0,0,5,16,6,3
g218,dff,n4[0],"1'b1, 1'b1, n0, n309",4,1,1,1,3,9,0,1
g219,or,n24,"n15[9], n15[8]",2,0,0,1,4,17,11,2
g220,buf,n3[27],n3[31],1,0,0,1,7,0,-1,3
g221,xor,n358,"n499, n13[0]",2,0,0,1,4,7,2,2
g222,buf,n3[35],n3[39],1,0,0,1,7,0,-1,3
g223,dff,n4[1],"1'b1, 1'b1, n0, n308",4,1,1,1,3,10,0,1
g224,or,n467,"n459, n452",2,0,0,0,5,11,1,0
g225,nor,n364,"n238, n332",2,0,0,0,3,25,1,0
g226,not,n263,n15[3],1,0,0,1,4,15,4,2
g227,nor,n160,"n129, n158",2,0,0,0,6,25,4,3
g228,not,n173,n172,1,0,0,0,7,25,5,4
g229,buf,n3[34],n3[39],1,0,0,1,7,0,-1,3
g230,not,n152,n151,1,0,0,0,7,27,5,4
g231,buf,n3[3],n3[7],1,0,0,1,7,0,-1,3
g232,not,n265,n15[13],1,0,0,1,4,13,4,2
g233,nor,n379,"n216, n332",2,0,0,0,3,19,1,0
g234,dff,n11[1],"1'b1, 1'b1, n0, n468",4,1,1,1,6,12,0,1
g235,not,n84,n15[14],1,0,0,1,4,14,7,2
g236,or,n475,"n449, n464",2,0,0,0,4,2,1,0
g237,dff,n5[7],"1'b1, 1'b1, n0, n282",4,1,1,1,3,9,0,1
g238,nor,n321,"n271, n194",2,0,0,0,5,12,3,3
g239,nor,n443,"n16[63], n441",2,0,0,1,3,3,2,2
g240,nor,n445,"n16[47], n441",2,0,0,1,3,3,2,2
g241,or,n385,"n193, n362",2,0,0,0,2,11,2,4
g242,nor,n277,"n245, n12[0]",2,0,0,1,4,10,9,2
g243,dff,n17[13],"1'b1, 1'b1, n0, n558",4,1,1,1,2,20,0,1
g244,buf,n3[38],n3[39],1,0,0,1,7,0,-1,3
g245,dff,n5[6],"1'b1, 1'b1, n0, n310",4,1,1,1,3,6,0,1
g246,not,n244,n11[1],1,0,0,1,7,11,3,2
g247,or,n317,"n247, n250",2,0,0,0,5,15,9,3
g248,nor,n118,"n15[11], n116",2,0,0,1,4,15,6,2
g249,not,n546,n17[19],1,0,0,1,3,35,2,2
g250,not,n496,n521,1,0,0,0,6,15,9,4
g251,not,n195,n16[7],1,0,0,1,3,4,2,2
g252,not,n216,n514,1,0,0,0,7,20,2,4
g253,or,n520,"n43, n54",2,0,0,0,6,16,10,3
g254,nor,n177,"n10[12], n175",2,0,0,1,5,24,4,2
g255,dff,n6[0],"1'b1, 1'b1, n0, n473",4,1,1,1,5,1,0,1
g256,nor,n523,"n127, n128",2,0,0,0,5,12,5,3
g257,not,n234,n503,1,0,0,0,7,26,2,4
g258,not,n36,n10[8],1,0,0,1,5,21,15,2
g259,nor,n180,"n10[13], n178",2,0,0,1,5,24,4,2
g260,nor,n183,"n10[14], n181",2,0,0,1,5,22,4,2
g261,or,n69,"n15[15], n67",2,0,0,1,4,6,6,2
g262,nor,n508,"n165, n166",2,0,0,0,6,25,3,3
g263,or,n275,"n244, n11[0]",2,0,0,1,6,14,8,2
g264,or,n31,"n18, n29",2,0,0,0,5,20,14,3
g265,dff,n16[23],"1'b1, 1'b1, n0, n570",4,1,1,1,2,4,0,1
g266,not,n232,n508,1,0,0,0,7,24,2,4
g267,nor,n432,"n284, n420",2,0,0,0,5,7,6,3
g268,xor,n574,"n17[5], n2[5]",2,0,0,1,1,5,1,0
g269,nor,n533,"n97, n98",2,0,0,0,5,16,5,3
g270,nor,n63,"n55, n58",2,0,0,0,5,11,11,3
g271,nor,n192,"n187, n190",2,0,0,0,5,22,6,3
g272,buf,n3[59],n3[63],1,0,0,1,7,0,-1,3
g273,nor,n504,"n153, n154",2,0,0,0,6,25,3,3
g274,nor,n98,"n76, n96",2,0,0,0,5,17,6,3
g275,nor,n458,"n244, n455",2,0,0,0,4,14,2,3
g276,not,n545,n17[18],1,0,0,1,3,32,2,2
g277,dff,n17[11],"1'b1, 1'b1, n0, n551",4,1,1,1,2,16,0,1
g278,buf,n3[18],n3[23],1,0,0,1,7,0,-1,3
g279,xnor,n566,"n17[11], n17[15]",2,0,0,1,3,39,3,2
g280,buf,n3[42],n3[47],1,0,0,1,7,0,-1,3
g281,nor,n290,"n214, n498",2,0,0,0,6,14,3,4
g282,nor,n125,"n74, n123",2,0,0,0,5,14,6,3
g283,or,n61,"n15[7], n15[6]",2,0,0,1,4,9,9,2
g284,nor,n29,"n23, n28",2,0,0,0,5,21,15,3
g285,not,n210,n517,1,0,0,0,5,20,4,3
g286,buf,n3[14],n3[15],1,0,0,1,7,0,-1,3
g287,dff,n16[15],"1'b1, 1'b1, n0, n571",4,1,1,1,2,4,0,1
g288,not,n137,n10[1],1,0,0,1,5,29,5,2
g289,or,n577,"n1, n576",2,0,0,0,1,37,1,0
g290,not,n268,n5[3],1,0,0,1,4,8,2,2
g291,dff,n17[9],"1'b1, 1'b1, n0, n559",4,1,1,1,2,10,0,1
g292,nor,n320,"n270, n194",2,0,0,0,5,12,3,3
g293,buf,n3[46],n3[47],1,0,0,1,7,0,-1,3
g294,buf,n3[2],n3[7],1,0,0,1,7,0,-1,3
g295,nor,n529,"n109, n110",2,0,0,0,5,15,5,3
g296,xnor,n423,"n362, n12[0]",2,0,0,1,4,7,2,2
g297,buf,n3[16],n3[23],1,0,0,1,7,0,-1,3
g298,not,n93,n92,1,0,0,0,6,18,7,4
g299,nor,n151,"n131, n149",2,0,0,0,6,27,4,3
g300,nor,n313,"n259, n194",2,0,0,0,5,13,3,3
g301,nor,n295,"n230, n498",2,0,0,0,6,10,3,4
g302,nor,n391,"n242, n356",2,0,0,0,7,12,6,3
g303,nor,n524,"n124, n125",2,0,0,0,5,14,5,3
g304,nor,n530,"n106, n107",2,0,0,0,5,15,5,3
g305,not,n213,n513,1,0,0,0,7,22,2,4
g306,not,n253,n5[4],1,0,0,1,4,9,2,2
g307,nor,n124,"n15[13], n122",2,0,0,1,4,15,6,2
g308,or,n516,"n69, n72",2,0,0,0,5,5,5,3
g309,nor,n561,"n542, n1",2,0,0,0,1,14,1,0
g310,nor,n389,"n193, n343",2,0,0,0,2,10,1,0
g311,not,n130,n10[13],1,0,0,1,5,24,5,2
g312,not,n141,n10[10],1,0,0,1,5,25,5,2
g313,nor,n283,"n235, n498",2,0,0,0,6,16,3,4
g314,nor,n308,"n247, n193",2,0,0,0,2,11,1,0
g315,nor,n400,"n277, n359",2,0,0,0,5,9,8,3
g316,nor,n412,"n210, n361",2,0,0,0,6,19,3,4
g317,nor,n454,"n193, n439",2,0,0,0,2,8,3,6
g318,nor,n463,"n200, n453",2,0,0,0,3,3,2,3
g319,nor,n305,"n268, n193",2,0,0,0,2,7,1,0
g320,not,n224,n512,1,0,0,0,7,22,2,4
g321,dff,n17[3],"1'b1, 1'b1, n0, n548",4,1,1,1,2,6,0,1
g322,nor,n421,"n410, n412",2,0,0,0,6,18,2,4
g323,nor,n171,"n10[10], n169",2,0,0,1,5,24,4,2
g324,buf,n3[10],n3[15],1,0,0,1,7,0,-1,3
g325,not,n140,n10[14],1,0,0,1,5,23,5,2
g326,xor,n491,"n489, n490",2,0,0,0,6,1,-1,4
g327,not,n18,n15[6],1,0,0,1,4,21,15,2
g328,nor,n348,"n322, n286",2,0,0,0,6,12,2,4
g329,nor,n535,"n91, n92",2,0,0,0,5,15,5,3
g330,not,n406,n405,1,0,0,0,3,15,3,1
g331,not,n197,n2[0],1,0,0,1,1,7,2,-1
g332,nor,n457,"n195, n453",2,0,0,0,3,3,2,3
g333,not,n240,n518,1,0,0,0,6,20,4,4
g334,nor,n469,"n450, n456",2,0,0,0,4,6,1,0
g335,or,n547,"n17[13], n1",2,0,0,1,1,19,1,0
g336,or,n27,"n22, n26",2,0,0,0,5,20,14,3
g337,nor,n95,"n75, n93",2,0,0,0,5,17,6,3
g338,nor,n352,"n324, n290",2,0,0,0,6,13,2,4
g339,not,n271,n15[10],1,0,0,1,4,13,4,2
g340,nor,n449,"n16[15], n441",2,0,0,1,3,3,2,2
g341,not,n80,n15[7],1,0,0,1,4,17,7,2
g342,nor,n456,"n301, n454",2,0,0,0,3,7,2,1
g343,not,n164,n163,1,0,0,0,7,27,5,4
g344,nor,n511,"n174, n175",2,0,0,0,6,23,3,3
g345,dff,n15[10],"1'b1, 1'b1, n0, n392",4,1,1,1,3,9,0,1
g346,nor,n331,"n265, n194",2,0,0,0,5,12,3,3
g347,nor,n354,"n10[0], n332",2,0,0,1,3,5,1,0
g348,or,n340,"n274, n276",2,0,0,0,7,12,6,3
g349,nor,n433,"n193, n423",2,0,0,0,2,6,1,0
g350,xnor,n3[39],"n491, n6[32]",2,0,0,1,6,0,-1,2
g351,not,n76,n15[4],1,0,0,1,4,18,7,2
g352,not,n227,n509,1,0,0,0,7,24,2,4
g353,or,n500,"n495, n492",2,0,0,0,5,9,8,3
g354,xor,n334,"n498, n15[0]",2,0,0,1,4,15,2,2
g355,nor,n404,"n193, n345",2,0,0,0,2,10,1,0
g356,dff,n12[0],"1'b1, 1'b1, n0, n433",4,1,1,1,3,5,0,1
g357,not,n222,n506,1,0,0,0,7,23,2,4
g358,xnor,n486,"n481, n480",2,0,0,0,5,3,-1,3
g359,nor,n347,"n313, n294",2,0,0,0,6,12,2,4
g360,not,n81,n15[1],1,0,0,1,4,18,7,2
g361,nor,n392,"n193, n360",2,0,0,0,2,10,1,0
g362,dff,n17[8],"1'b1, 1'b1, n0, n549",4,1,1,1,2,8,0,1
g363,not,n250,n4[2],1,0,0,1,4,11,2,2
g364,buf,n3[28],n3[31],1,0,0,1,7,0,-1,3
g365,dff,n17[12],"1'b1, 1'b1, n0, n547",4,1,1,1,2,18,0,1
g366,dff,n16[39],"1'b1, 1'b1, n0, n568",4,1,1,1,2,4,0,1
g367,nor,n373,"n234, n332",2,0,0,0,3,25,1,0
g368,nor,n396,"n193, n351",2,0,0,0,2,11,1,0
g369,nor,n556,"n537, n1",2,0,0,0,1,7,1,0
g370,nor,n47,"n10[1], n44",2,0,0,1,5,23,17,2
g371,nor,n409,"n249, n362",2,0,0,0,5,19,3,3
g372,nor,n519,"n189, n188",2,0,0,0,5,21,5,3
g373,nor,n68,"n15[2], n65",2,0,0,1,4,9,9,2
g374,nor,n103,"n15[6], n101",2,0,0,1,4,16,6,2
g375,dff,n5[5],"1'b1, 1'b1, n0, n304",4,1,1,1,3,7,0,1
g376,not,n242,n11[0],1,0,0,1,6,11,4,2
g377,nor,n319,"n263, n194",2,0,0,0,5,14,3,3
g378,not,n241,n533,1,0,0,0,6,15,4,4
g379,dff,n10[4],"1'b1, 1'b1, n0, n372",4,1,1,1,4,22,0,1
g380,nor,n417,"n415, n402",2,0,0,0,8,12,6,4
g381,nor,n401,"n193, n334",2,0,0,0,2,14,1,0
g382,nor,n338,"n11[2], n299",2,0,0,1,7,11,2,2
g383,nor,n318,"n254, n194",2,0,0,0,5,12,3,3
g384,buf,n3[12],n3[15],1,0,0,1,7,0,-1,3
g385,nor,n447,"n16[31], n441",2,0,0,1,3,3,2,2
g386,or,n474,"n446, n463",2,0,0,0,4,2,1,0
g387,nor,n153,"n10[4], n151",2,0,0,1,5,26,4,2
g388,not,n56,n15[4],1,0,0,1,4,10,10,2
g389,buf,n3[29],n3[31],1,0,0,1,7,0,-1,3
g390,not,n196,n8[1],1,0,0,1,4,9,8,2
g391,nor,n503,"n150, n151",2,0,0,0,6,27,3,3
g392,buf,n3[19],n3[23],1,0,0,1,7,0,-1,3
g393,not,n73,n15[6],1,0,0,1,4,17,7,2
g394,nor,n280,"n245, n193",2,0,0,0,2,5,1,0
g395,dff,n7[0],"1'b1, 1'b1, n0, n280",4,1,1,1,3,4,0,1
g396,xor,n576,"n566, n567",2,0,0,0,4,38,2,3
g397,nor,n276,"n244, n516",2,0,0,0,6,13,7,3
g398,nor,n534,"n94, n95",2,0,0,0,5,16,5,3
g399,xor,n569,"n17[3], n2[3]",2,0,0,1,1,5,1,0
g400,xnor,n3[31],"n491, n6[24]",2,0,0,1,6,0,-1,2
g401,not,n58,n15[0],1,0,0,1,4,12,12,2
g402,not,n269,n15[14],1,0,0,1,4,11,4,2
g403,xor,n570,"n17[2], n2[2]",2,0,0,1,1,5,1,0
g404,not,n361,n362,1,0,0,0,9,9,2,4
g405,buf,n3[58],n3[63],1,0,0,1,7,0,-1,3
g406,not,n494,n5[5],1,0,0,1,4,6,5,2
g407,nor,n316,"n269, n194",2,0,0,0,5,10,3,3
g408,nor,n166,"n135, n164",2,0,0,0,6,26,4,3
g409,nor,n273,"n8[0], n11[0]",2,0,0,1,4,11,10,2
g410,dff,n15[14],"1'b1, 1'b1, n0, n388",4,1,1,1,3,7,0,1
g411,nor,n147,"n10[2], n145",2,0,0,1,5,29,4,2
g412,nor,n431,"n193, n421",2,0,0,0,2,17,1,0
g413,buf,n3[25],n3[31],1,0,0,1,7,0,-1,3
g414,xor,n568,"n17[4], n2[4]",2,0,0,1,1,5,1,0
g415,nor,n558,"n540, n1",2,0,0,0,1,21,1,0
