gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g146,nor,n669,"n250, n668",2,0,0,0,41,6,2,3
g147,not,n667,n668,1,0,0,0,-1,7,3,4
g148,nor,n666,"n698, n603",2,0,0,0,4,9,1,0
g149,nor,n665,"n698, n594",2,0,0,0,-1,6,1,0
g150,nor,n664,"n171, n133",2,0,0,0,-1,16,2,5
g151,nor,n663,"n158, n133",2,0,0,0,-1,16,2,5
g152,nor,n662,"n173, n133",2,0,0,0,-1,15,2,4
g153,nor,n661,"n698, n595",2,0,0,0,39,9,1,0
g154,or,n660,"n533, n610",2,0,0,0,-1,4,1,0
g155,nor,n659,"n282, n606",2,0,0,0,-1,16,2,3
g156,nor,n658,"n698, n597",2,0,0,0,6,1,1,0
g157,nor,n657,"n698, n596",2,0,0,0,34,9,1,0
g158,nor,n656,"n698, n602",2,0,0,0,9,9,1,0
g159,nor,n655,"n698, n600",2,0,0,0,19,9,1,0
g160,nor,n654,"n698, n599",2,0,0,0,24,9,1,0
g161,nor,n653,"n698, n601",2,0,0,0,14,9,1,0
g162,nor,n652,"n698, n598",2,0,0,0,29,9,1,0
g163,nor,n668,"n267, n605",2,0,0,0,-1,7,3,3
g164,or,n651,"n535, n609",2,0,0,0,-1,6,1,0
g165,nor,n650,"n698, n592",2,0,0,0,-1,6,1,0
g166,nor,n649,"n698, n591",2,0,0,0,-1,6,1,0
g167,nor,n648,"n698, n590",2,0,0,0,-1,4,1,0
g168,or,n647,"n611, n568",2,0,0,0,-1,12,1,0
g169,or,n646,"n632, n631",2,0,0,0,-1,10,1,0
g170,or,n645,"n630, n629",2,0,0,0,-1,10,1,0
g171,or,n644,"n628, n627",2,0,0,0,-1,10,1,0
g172,or,n643,"n536, n608",2,0,0,0,-1,4,1,0
g173,nor,n642,"n698, n593",2,0,0,0,-1,6,1,0
g174,or,n641,"n618, n626",2,0,0,0,8,6,1,0
g175,or,n640,"n617, n625",2,0,0,0,13,6,1,0
g176,or,n639,"n616, n624",2,0,0,0,18,6,1,0
g177,or,n638,"n615, n623",2,0,0,0,23,5,1,0
g178,or,n637,"n614, n622",2,0,0,0,28,5,1,0
g179,or,n636,"n613, n621",2,0,0,0,33,6,1,0
g180,or,n635,"n612, n620",2,0,0,0,38,6,1,0
g181,or,n634,"n633, n619",2,0,0,0,43,6,1,0
g182,nor,n633,"n227, n563",2,0,0,0,46,7,2,3
g183,nor,n632,"n207, n565",2,0,0,0,-1,11,2,3
g184,nor,n631,"n174, n566",2,0,0,0,-1,11,2,5
g185,nor,n630,"n203, n565",2,0,0,0,-1,11,2,3
g186,nor,n629,"n151, n566",2,0,0,0,-1,11,2,5
g187,nor,n628,"n199, n565",2,0,0,0,-1,11,2,3
g188,nor,n627,"n169, n566",2,0,0,0,-1,11,2,4
g189,nor,n626,"n201, n562",2,0,0,0,7,7,2,3
g190,nor,n625,"n198, n562",2,0,0,0,12,7,2,3
g191,nor,n624,"n205, n562",2,0,0,0,17,7,2,3
g192,nor,n623,"n202, n562",2,0,0,0,22,6,2,3
g193,nor,n622,"n137, n562",2,0,0,0,27,6,2,3
g194,nor,n621,"n197, n562",2,0,0,0,32,7,2,3
g195,nor,n620,"n200, n562",2,0,0,0,37,7,2,3
g196,nor,n619,"n141, n562",2,0,0,0,42,7,2,3
g197,nor,n618,"n146, n563",2,0,0,0,11,7,2,3
g198,nor,n617,"n234, n563",2,0,0,0,16,7,2,3
g199,nor,n616,"n230, n563",2,0,0,0,21,7,2,3
g200,nor,n615,"n243, n563",2,0,0,0,26,6,2,3
g201,nor,n614,"n258, n563",2,0,0,0,31,6,2,3
g202,nor,n613,"n246, n563",2,0,0,0,36,7,2,3
g203,nor,n612,"n231, n563",2,0,0,0,41,7,2,3
g204,nor,n611,"n204, n565",2,0,0,0,-1,13,2,3
g205,nor,n610,"n195, n567",2,0,0,0,-1,5,2,3
g206,nor,n609,"n135, n567",2,0,0,0,-1,7,2,3
g207,nor,n608,"n472, n549",2,0,0,0,-1,5,2,3
g208,or,n607,"n547, n530",2,0,0,0,7,-1,1,0
g209,or,n606,"n18[0], n564",2,0,0,1,-1,17,3,2
g210,or,n605,"n24[3], n569",2,0,0,1,-1,8,4,2
g211,nor,n604,"n698, n561",2,0,0,0,5,1,1,0
g212,nor,n603,"n575, n583",2,0,0,0,3,10,2,4
g213,nor,n602,"n574, n582",2,0,0,0,8,10,2,4
g214,nor,n601,"n573, n581",2,0,0,0,13,10,2,4
g215,nor,n600,"n572, n580",2,0,0,0,18,10,2,4
g216,nor,n599,"n571, n579",2,0,0,0,23,10,2,4
g217,nor,n598,"n570, n578",2,0,0,0,28,10,2,4
g218,nor,n597,"n11[1], n551",2,0,0,1,5,2,2,2
g219,nor,n596,"n560, n577",2,0,0,0,33,10,2,4
g220,nor,n595,"n550, n576",2,0,0,0,38,10,2,4
g221,nor,n594,"n559, n587",2,0,0,0,-1,7,2,4
g222,nor,n593,"n558, n588",2,0,0,0,-1,7,2,4
g223,nor,n592,"n557, n586",2,0,0,0,-1,7,2,4
g224,nor,n591,"n556, n585",2,0,0,0,-1,7,2,4
g225,nor,n590,"n555, n584",2,0,0,0,-1,5,2,4
g226,nor,n589,"n219, n543",2,0,0,0,-1,15,2,3
g227,nor,n588,"n177, n541",2,0,0,0,-1,8,3,5
g228,nor,n587,"n162, n541",2,0,0,0,-1,8,3,4
g229,nor,n586,"n185, n541",2,0,0,0,-1,8,3,5
g230,nor,n585,"n165, n541",2,0,0,0,-1,8,3,5
g231,nor,n584,"n154, n541",2,0,0,0,-1,6,3,4
g232,nor,n583,"n147, n539",2,0,0,0,2,11,3,4
g233,nor,n582,"n201, n539",2,0,0,0,7,11,3,3
g234,nor,n581,"n198, n539",2,0,0,0,12,11,3,3
g235,nor,n580,"n205, n539",2,0,0,0,17,11,3,3
g236,nor,n579,"n202, n539",2,0,0,0,22,11,3,3
g237,nor,n578,"n137, n539",2,0,0,0,27,11,3,3
g238,nor,n577,"n197, n539",2,0,0,0,32,11,3,3
g239,nor,n576,"n200, n539",2,0,0,0,37,11,3,3
g240,nor,n575,"n201, n540",2,0,0,0,7,11,3,3
g241,nor,n574,"n198, n540",2,0,0,0,12,11,3,3
g242,nor,n573,"n205, n540",2,0,0,0,17,11,3,3
g243,nor,n572,"n202, n540",2,0,0,0,22,11,3,3
g244,nor,n571,"n137, n540",2,0,0,0,27,11,3,3
g245,nor,n570,"n197, n540",2,0,0,0,32,11,3,3
g246,not,n569,n568,1,0,0,0,-1,9,5,3
g247,not,n562,n563,1,0,0,0,-1,7,3,6
g248,nor,n561,"n11[0], n537",2,0,0,1,4,2,2,2
g249,nor,n560,"n200, n540",2,0,0,0,37,11,3,3
g250,nor,n559,"n226, n542",2,0,0,0,-1,8,3,3
g251,nor,n558,"n236, n542",2,0,0,0,-1,8,3,3
g252,nor,n557,"n237, n542",2,0,0,0,-1,8,3,3
g253,nor,n556,"n244, n542",2,0,0,0,-1,8,3,3
g254,nor,n555,"n242, n542",2,0,0,0,-1,6,3,3
g255,nor,n554,"n136, n543",2,0,0,0,-1,16,2,3
g256,nor,n553,"n194, n543",2,0,0,0,-1,16,2,3
g257,nor,n552,"n193, n543",2,0,0,0,-1,16,2,3
g258,nor,n551,"n288, n532",2,0,0,0,4,3,3,3
g259,nor,n550,"n141, n540",2,0,0,0,42,11,3,3
g260,or,n549,"n26[0], n546",2,0,0,1,-1,6,3,2
g261,or,n548,"n521, n531",2,0,0,0,-1,9,1,0
g262,nor,n547,"n492, n534",2,0,0,0,11,-1,2,4
g263,nor,n568,"n24[0], n544",2,0,0,1,-1,10,2,2
g264,or,n567,"n698, n545",2,0,0,0,-1,6,3,5
g265,or,n565,"n698, n542",2,0,0,0,-1,12,3,4
g266,or,n564,"n698, n538",2,0,0,0,-1,17,4,5
g267,nor,n563,"n340, n544",2,0,0,0,-1,7,3,5
g268,not,n546,n545,1,0,0,0,-1,7,4,5
g269,not,n541,n542,1,0,0,0,-1,7,4,4
g270,not,n539,n540,1,0,0,0,-1,12,4,3
g271,nor,n537,"n289, n525",2,0,0,0,3,3,3,3
g272,nor,n536,"n285, n529",2,0,0,0,-1,5,2,4
g273,nor,n535,"n698, n522",2,0,0,0,-1,7,2,4
g274,or,n534,"n254, n520",2,0,0,0,10,-1,3,3
g275,or,n533,"n387, n519",2,0,0,0,-1,5,2,4
g276,or,n532,"n26[1], n525",2,0,0,1,3,4,4,2
g277,or,n531,"n517, n527",2,0,0,0,-1,10,2,3
g278,or,n530,"n527, n516",2,0,0,0,6,-1,2,4
g279,nor,n545,"n528, n518",2,0,0,0,-1,7,4,4
g280,or,n544,"n285, n524",2,0,0,0,-1,8,3,4
g281,or,n543,"n395, n526",2,0,0,0,-1,16,3,4
g282,nor,n542,"n192, n524",2,0,0,0,-1,7,4,3
g283,nor,n540,"n26[0], n524",2,0,0,1,-1,12,4,2
g284,not,n529,n528,1,0,0,0,-1,6,3,5
g285,or,n523,"n392, n495",2,0,0,0,-1,13,1,0
g286,or,n522,"n290, n491",2,0,0,0,-1,8,3,3
g287,nor,n521,"n196, n490",2,0,0,0,-1,10,2,3
g288,nor,n520,"n372, n474",2,0,0,0,-1,-1,4,4
g289,nor,n519,"n384, n479",2,0,0,0,-1,6,3,4
g290,nor,n518,"n371, n473",2,0,0,0,-1,8,5,3
g291,nor,n517,"n14, n491",2,0,0,0,-1,11,3,2
g292,nor,n516,"n476, n493",2,0,0,0,5,-1,3,4
g293,nor,n528,"n363, n478",2,0,0,0,-1,7,4,4
g294,or,n527,"n395, n475",2,0,0,0,-1,11,3,3
g295,nor,n526,"n284, n477",2,0,0,0,-1,17,4,3
g296,or,n525,"n147, n481",2,0,0,0,2,4,4,4
g297,or,n524,"n279, n494",2,0,0,0,-1,8,4,4
g298,or,n515,"n407, n496",2,0,0,0,-1,13,1,0
g299,or,n514,"n404, n498",2,0,0,0,-1,13,1,0
g300,or,n513,"n403, n499",2,0,0,0,-1,14,1,0
g301,or,n512,"n402, n500",2,0,0,0,-1,14,1,0
g302,or,n511,"n401, n501",2,0,0,0,-1,14,1,0
g303,or,n510,"n400, n488",2,0,0,0,-1,14,1,0
g304,or,n509,"n399, n489",2,0,0,0,-1,13,1,0
g305,or,n508,"n398, n487",2,0,0,0,-1,13,1,0
g306,or,n507,"n426, n486",2,0,0,0,-1,13,1,0
g307,or,n506,"n393, n485",2,0,0,0,-1,13,1,0
g308,or,n505,"n391, n484",2,0,0,0,-1,13,1,0
g309,or,n504,"n390, n483",2,0,0,0,-1,13,1,0
g310,or,n503,"n406, n482",2,0,0,0,-1,13,1,0
g311,or,n502,"n408, n497",2,0,0,0,-1,13,1,0
g312,nor,n501,"n181, n461",2,0,0,0,-1,15,2,5
g313,nor,n500,"n152, n461",2,0,0,0,-1,15,2,5
g314,nor,n499,"n190, n461",2,0,0,0,-1,15,2,5
g315,nor,n498,"n155, n461",2,0,0,0,-1,14,2,5
g316,nor,n497,"n183, n461",2,0,0,0,-1,14,2,4
g317,nor,n496,"n166, n461",2,0,0,0,-1,14,2,5
g318,nor,n495,"n150, n461",2,0,0,0,-1,14,2,5
g319,or,n494,"n140, n462",2,0,0,0,-1,9,5,3
g320,not,n493,n492,1,0,0,0,-1,-1,4,4
g321,not,n491,n490,1,0,0,0,-1,9,4,4
g322,nor,n489,"n186, n461",2,0,0,0,-1,14,2,5
g323,nor,n488,"n164, n461",2,0,0,0,-1,15,2,5
g324,nor,n487,"n167, n461",2,0,0,0,-1,14,2,5
g325,nor,n486,"n184, n461",2,0,0,0,-1,14,2,5
g326,nor,n485,"n179, n461",2,0,0,0,-1,14,2,5
g327,nor,n484,"n157, n461",2,0,0,0,-1,14,2,5
g328,nor,n483,"n182, n461",2,0,0,0,-1,14,2,5
g329,nor,n482,"n172, n461",2,0,0,0,-1,14,2,5
g330,or,n481,"n192, n471",2,0,0,0,-1,5,5,3
g331,or,n480,"n405, n456",2,0,0,0,-1,14,1,0
g332,or,n479,"n285, n462",2,0,0,0,-1,7,4,3
g333,or,n478,"n192, n463",2,0,0,0,-1,8,5,3
g334,or,n477,"n26[0], n471",2,0,0,1,-1,18,5,2
g335,nor,n476,"n467, n453",2,0,0,0,4,-1,4,3
g336,nor,n475,"n26[0], n466",2,0,0,1,-1,12,4,2
g337,or,n474,"n319, n462",2,0,0,0,-1,-1,5,3
g338,nor,n473,"n380, n454",2,0,0,0,-1,9,6,4
g339,or,n472,"n698, n465",2,0,0,0,-1,6,3,6
g340,nor,n492,"n343, n471",2,0,0,0,-1,-1,3,3
g341,nor,n490,"n282, n464",2,0,0,0,-1,10,3,3
g342,or,n470,"n420, n432",2,0,0,0,22,1,1,0
g343,or,n469,"n422, n433",2,0,0,0,17,1,1,0
g344,or,n468,"n424, n435",2,0,0,0,12,1,1,0
g345,nor,n467,"n136, n436",2,0,0,0,3,-1,5,3
g346,or,n471,"n196, n450",2,0,0,0,-1,6,4,3
g347,not,n466,n465,1,0,0,0,-1,13,5,6
g348,not,n464,n463,1,0,0,0,-1,11,4,5
g349,or,n460,"n414, n442",2,0,0,0,37,1,1,0
g350,or,n459,"n410, n429",2,0,0,0,42,1,1,0
g351,or,n458,"n412, n428",2,0,0,0,47,1,1,0
g352,or,n457,"n418, n431",2,0,0,0,27,1,1,0
g353,nor,n456,"n19[0], n451",2,0,0,1,-1,15,2,2
g354,or,n455,"n416, n430",2,0,0,0,32,1,1,0
g355,or,n454,"n282, n450",2,0,0,0,-1,10,7,3
g356,nor,n453,"n18[1], n434",2,0,0,1,4,-1,5,2
g357,or,n452,"n356, n443",2,0,0,0,-1,5,1,0
g358,nor,n465,"n283, n450",2,0,0,0,-1,7,4,5
g359,nor,n463,"n284, n450",2,0,0,0,-1,9,5,4
g360,or,n462,"n26[1], n450",2,0,0,1,-1,8,5,2
g361,or,n461,"n451, n449",2,0,0,0,-1,15,3,5
g362,not,n450,n449,1,0,0,0,-1,7,5,6
g363,nor,n448,"n698, n373",2,0,0,0,-1,1,1,0
g364,nor,n447,"n698, n383",2,0,0,0,-1,1,1,0
g365,nor,n446,"n698, n381",2,0,0,0,-1,1,1,0
g366,nor,n445,"n698, n425",2,0,0,0,-1,1,1,0
g367,nor,n444,"n698, n397",2,0,0,0,-1,1,1,0
g368,nor,n443,"n159, n394",2,0,0,0,-1,6,2,4
g369,or,n451,"n341, n395",2,0,0,0,-1,16,3,4
g370,nor,n449,"n389, n388",2,0,0,0,-1,8,4,5
g371,or,n442,"n350, n409",2,0,0,0,37,2,2,4
g372,nor,n441,"n698, n382",2,0,0,0,-1,6,1,0
g373,nor,n440,"n698, n370",2,0,0,0,-1,6,1,0
g374,nor,n439,"n698, n368",2,0,0,0,-1,6,1,0
g375,nor,n438,"n698, n369",2,0,0,0,-1,4,1,0
g376,nor,n437,"n698, n367",2,0,0,0,-1,4,1,0
g377,or,n436,"n275, n386",2,0,0,0,2,-1,6,4
g378,or,n435,"n355, n423",2,0,0,0,12,2,2,4
g379,nor,n434,"n374, n385",2,0,0,0,3,-1,6,3
g380,or,n433,"n354, n421",2,0,0,0,17,2,2,4
g381,or,n432,"n349, n419",2,0,0,0,22,2,2,4
g382,or,n431,"n351, n417",2,0,0,0,27,2,2,4
g383,or,n430,"n348, n415",2,0,0,0,32,2,2,4
g384,or,n429,"n353, n413",2,0,0,0,42,2,2,4
g385,or,n428,"n352, n411",2,0,0,0,47,2,2,4
g386,nor,n427,"n698, n366",2,0,0,0,-1,6,1,0
g387,nor,n426,"n220, n336",2,0,0,0,-1,14,2,3
g388,or,n425,"n148, n342",2,0,0,0,-1,2,2,3
g389,nor,n424,"n232, n337",2,0,0,0,11,2,2,3
g390,nor,n423,"n146, n365",2,0,0,0,11,3,3,3
g391,nor,n422,"n257, n337",2,0,0,0,16,2,2,3
