gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout
g57,nor,n853,"n722, n48",2,0,0,0,5,2,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,1,0
g58,nor,n1728,"n466, n66",2,0,0,0,5,6,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g59,nor,n1074,"n360, n51",2,0,0,0,4,13,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
g60,not,n611,n35[14],1,0,0,1,7,7,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g61,nor,n1529,"n463, n48",2,0,0,0,5,2,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g62,nor,n1636,"n276, n52",2,0,0,0,2,14,2,5,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
g63,dff,n26[31],"n1, 1'b1, n0, n1774",4,1,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g64,not,n494,n29[27],1,0,0,1,8,17,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g65,nor,n1216,"n140, n57",2,0,0,0,6,23,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g66,not,n455,n26[29],1,0,0,1,7,3,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g67,or,n2270,"n2256, n24[4]",2,0,0,1,5,10,10,2,0,22,0,16,4,0,0,8,0,0,1,0,0,1,0,0,0,0
g68,nor,n1126,"n411, n43",2,0,0,0,6,6,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g69,xnor,n751,"n21[15], n24[15]",2,0,0,1,5,24,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
g70,nor,n1705,"n145, n63",2,0,0,0,5,19,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,0
g71,dff,n11[28],"n1, 1'b1, n0, n1760",4,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g72,not,n375,n21[23],1,0,0,1,5,15,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g73,dff,n30[5],"n1, 1'b1, n0, n2059",4,1,1,1,7,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g74,dff,n24[17],"n1, 1'b1, n0, n2109",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g75,not,n472,n29[8],1,0,0,1,8,17,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g76,or,n2271,"n2255, n19[4]",2,0,0,1,6,10,10,3,0,22,0,16,4,0,0,8,0,0,1,0,0,1,0,2,0,0
g77,dff,n15[10],"n1, 1'b1, n0, n2174",4,1,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g78,nor,n1707,"n448, n63",2,0,0,0,5,19,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,0
g79,dff,n11[10],"n1, 1'b1, n0, n1786",4,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g80,nor,n58,"n37, n41",2,0,0,0,3,24,3,3,0,128,0,129,3,0,0,0,0,0,2,0,1,1,0,0,0,0
g81,not,n94,n21[17],1,0,0,1,5,15,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g82,xnor,n685,"n195, n408",2,0,0,0,8,22,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0
g83,xnor,n640,"n26[25], n33[21]",2,0,0,1,8,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
g84,or,n1836,"n1227, n1090",2,0,0,0,5,25,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0
g85,dff,n25[28],"n1, 1'b1, n0, n2184",4,1,1,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g86,not,n364,n21[30],1,0,0,1,5,14,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g87,or,n1781,"n1159, n1541",2,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g88,or,n1980,"n1353, n1688",2,0,0,0,5,14,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0
g89,nor,n1259,"n189, n53",2,0,0,0,6,15,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g90,nor,n1358,"n196, n54",2,0,0,0,4,15,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,0
g91,not,n296,n5[13],1,0,0,1,1,14,3,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g92,dff,n28[17],"n1, 1'b1, n0, n1873",4,1,1,1,7,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g93,dff,n34[3],"n1, 1'b1, n0, n2004",4,1,1,1,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g94,not,n559,n15[9],1,0,0,1,8,3,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g95,nor,n2205,"n788, n1008",2,0,0,0,2,9,4,3,0,3,0,5,1,0,0,0,0,0,1,0,1,0,0,0,2,0
g96,nor,n1313,"n207, n53",2,0,0,0,6,15,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g97,nor,n1546,"n449, n47",2,0,0,0,5,2,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g98,or,n2309,"n2298, n2293",2,0,0,0,7,8,8,4,0,20,0,16,4,0,0,8,0,0,7,0,0,2,0,0,0,0
g99,dff,n24[28],"n1, 1'b1, n0, n2088",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g100,or,n1803,"n1187, n873",2,0,0,0,6,23,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,6,0,0,1,0
g101,nor,n1329,"n537, n68",2,0,0,0,4,11,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0
g102,dff,n21[12],"n1, 1'b1, n0, n2060",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g103,dff,n29[23],"n1, 1'b1, n0, n2162",4,1,1,1,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g104,nor,n1553,"n226, n48",2,0,0,0,5,2,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g105,not,n2245,n20[3],1,0,0,1,6,11,11,3,0,22,0,16,5,0,0,8,0,0,0,0,0,1,0,1,0,0
g106,or,n1938,"n1404, n1733",2,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g107,not,n165,n35[5],1,0,0,1,7,8,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g108,nor,n1147,"n220, n44",2,0,0,0,6,2,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g109,not,n402,n33[20],1,0,0,1,7,7,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g110,buf,n17[6],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g111,nor,n955,"n697, n63",2,0,0,0,5,21,2,4,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,1,0
g112,dff,n26[7],"n1, 1'b1, n0, n1981",4,1,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g113,or,n1963,"n1341, n1671",2,0,0,0,6,15,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g114,not,n343,n5[25],1,0,0,1,1,15,3,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g115,dff,n34[9],"n1, 1'b1, n0, n1991",4,1,1,1,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g116,or,n2151,"n1470, n840",2,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,8,0,0,1,0
g117,dff,n33[25],"n1, 1'b1, n0, n2025",4,1,1,1,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g118,or,n1876,"n1253, n1102",2,0,0,0,6,24,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0
g119,not,n491,n29[21],1,0,0,1,8,17,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g120,dff,n15[6],"n1, 1'b1, n0, n2196",4,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g121,nor,n1387,"n465, n51",2,0,0,0,4,13,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
g122,dff,n12[29],"n1, 1'b1, n0, n1751",4,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g123,not,n159,n28[5],1,0,0,1,8,23,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g124,or,n2094,"n1425, n1618",2,0,0,0,3,13,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0
g125,not,n72,n22[3],1,0,0,1,5,3,3,2,0,5,0,5,1,0,0,2,0,0,0,0,0,1,0,0,0,0
g126,xnor,n771,"n92, n104",2,0,0,0,7,3,3,3,0,1,0,1,0,0,0,1,0,0,63,0,0,34,0,8,10,0
g127,nor,n992,"n675, n69",2,0,0,0,5,11,2,4,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,1,0
g128,nor,n1461,"n494, n61",2,0,0,0,6,20,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g129,not,n344,n4[4],1,0,0,1,1,15,3,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g130,or,n2202,"n1414, n975",2,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,10,0,0,1,0
g131,dff,n29[4],"n1, 1'b1, n0, n1810",4,1,1,1,7,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g132,not,n253,n13[8],1,0,0,1,8,3,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g133,not,n2239,n21[29],1,0,0,1,5,11,11,2,0,22,0,16,5,0,0,8,0,0,0,0,0,1,0,0,0,0
g134,not,n544,n34[2],1,0,0,1,8,13,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g135,not,n297,n4[3],1,0,0,1,1,15,3,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g136,dff,n29[30],"n1, 1'b1, n0, n2125",4,1,1,1,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g137,dff,n31[10],"n1, 1'b1, n0, n1918",4,1,1,1,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g138,nor,n1565,"n618, n47",2,0,0,0,5,6,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g139,or,n2033,"n1140, n1565",2,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g140,nor,n1095,"n375, n60",2,0,0,0,5,25,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,0
g141,buf,n16[5],n15[1],1,0,0,1,8,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g142,nor,n1593,"n329, n49",2,0,0,0,2,14,2,5,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
g143,dff,n26[5],"n1, 1'b1, n0, n2002",4,1,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g144,not,n482,n34[7],1,0,0,1,7,13,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g145,not,n291,n5[22],1,0,0,1,1,15,3,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g146,nor,n986,"n669, n69",2,0,0,0,5,10,2,4,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,1,0
g147,dff,n21[3],"n1, 1'b1, n0, n2113",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g148,nor,n835,"n762, n47",2,0,0,0,5,2,2,4,0,1,0,1,0,0,0,0,0,0,65,0,2,37,0,8,10,0
g149,dff,n26[28],"n1, 1'b1, n0, n1807",4,1,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g150,dff,n35[14],"n1, 1'b1, n0, n1932",4,1,1,1,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g151,buf,n16[10],n15[6],1,0,0,1,8,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g152,nor,n1084,"n98, n48",2,0,0,0,5,2,2,4,0,1,0,1,0,0,0,0,0,0,65,0,2,36,0,8,9,0
g153,dff,n10[0],"n1, 1'b1, n0, n2080",4,1,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g154,xnor,n694,"n178, n431",2,0,0,0,9,17,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0
g155,or,n2041,"n1389, n1570",2,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g156,or,n2053,"n1490, n1575",2,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g157,nor,n1676,"n112, n63",2,0,0,0,5,20,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,0
g158,nor,n1364,"n441, n61",2,0,0,0,6,19,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
g159,dff,n17[1],"n1, 1'b1, n0, n822",4,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g160,or,n2135,"n1453, n1654",2,0,0,0,3,14,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0
g161,dff,n26[25],"n1, 1'b1, n0, n1816",4,1,1,1,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g162,dff,n32[8],"n1, 1'b1, n0, n1842",4,1,1,1,7,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g163,not,n103,n33[11],1,0,0,1,8,7,3,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g164,nor,n1414,"n573, n65",2,0,0,0,6,6,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g165,not,n459,n24[14],1,0,0,1,5,15,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g166,nor,n1622,"n313, n49",2,0,0,0,2,6,2,5,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
g167,nor,n883,"n742, n60",2,0,0,0,5,23,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,2,0,0,1,0
g168,dff,n22[1],"n1, 1'b1, n0, n2108",4,1,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g169,dff,n15[5],"n1, 1'b1, n0, n1747",4,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g170,nor,n1010,"n350, n818",2,0,0,0,6,6,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,0
g171,or,n2214,"n1318, n2209",2,0,0,0,6,25,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,8,0,1,1,0
g172,not,n418,n24[22],1,0,0,1,5,15,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g173,nor,n1591,"n294, n49",2,0,0,0,2,14,2,5,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
g174,nor,n1221,"n544, n53",2,0,0,0,6,16,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g175,or,n2027,"n1378, n1563",2,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0
g176,nor,n1391,"n454, n44",2,0,0,0,6,6,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0
g177,or,n2168,"n1492, n964",2,0,0,0,6,19,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,8,0,0,1,0
g178,dff,n29[7],"n1, 1'b1, n0, n1797",4,1,1,1,7,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g179,dff,n29[11],"n1, 1'b1, n0, n1772",4,1,1,1,7,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g180,dff,n33[22],"n1, 1'b1, n0, n2031",4,1,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g181,or,n822,"n17[1], n820",2,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0
g182,nor,n953,"n806, n63",2,0,0,0,5,21,2,4,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,1,0
g183,not,n530,n28[21],1,0,0,1,7,22,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g184,not,n429,n30[26],1,0,0,1,8,16,3,2,0,3,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g185,not,n322,n4[30],1,0,0,1,1,14,3,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g186,not,n498,n31[13],1,0,0,1,8,12,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g187,xnor,n646,"n494, n452",2,0,0,0,9,16,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0
g188,or,n1915,"n1301, n934",2,0,0,0,6,25,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,8,0,0,1,0
g189,not,n181,n34[6],1,0,0,1,8,13,3,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
g190,nor,n1253,"n515, n57",2,0,0,0,6,25,2,3,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0
